"","Table 2#4#3U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218"
"180","172","        Paramedical services (46)","DPMSRA3",5.036,5.197,5.439,5.652,5.847,5.987,6.086,6.225,6.398,6.609,6.85,7.168,7.481,7.861,8.23,8.599,8.846,9.066,9.355,9.639,10.06,10.416,10.887,11.266,11.62,11.793,11.94,11.964,11.973,12.04,12.13,12.161,11.409,10.175,9.004,8.18,9.152,10.062,10.779,10.802,10.665,9.919,9.302,8.871,9.139,9.449,9.859,10.165,9.796,9.512,9.422,9.518,9.802,10.067,10.447,10.836,11.306,11.764,12.19,12.437,13.021,12.345,12.5,12.174,12.995,13.301,13.713,14.157,14.438,14.74,15.079,15.369,15.279,15.609,15.975,16.225,16.428,16.344,16.446,16.681,16.97,17.289,17.625,17.894,17.574,17.422,17.656,18.114,18.836,19.508,19.858,19.946,19.049,19.09,19.608,20.101,20.951,22.286,23.416,23.815,24.582,24.746,25.672,26.289,26.324,27.249,28.061,28.611,29.114,29.641,30.55,30.885,32.977,32.64,33.362,34.009,35.261,36.027,37.509,39.122,39.739,40.239,40.511,41.959,43.739,46.657,49.41,51.372,51.201,51.669,52.98,53.773,56.078,57.696,58.981,60.02,61.112,61.965,63.271,64.256,64.544,65.12,65.591,66.619,68.282,69.284,70.515,71.353,71.636,72.439,73.107,73.825,73.699,73.711,74.306,75.349,76.154,76.355,76.504,76.15,76.037,76.533,77.066,77.404,77.629,78.517,78.911,80.281,81.565,82.966,84.282,85.193,86.455,87.564,88.665,89.649,90.325,91.384,92.621,93.447,94.78,95.772,97.069,97.288,98.414,99.342,100.511,101.734,101.873,102.323,102.887,103.916,104.858,106.574,108.129,109.052,109.944,110.889,111.491,112.062,112.155,113.426,114.006,114.351,114.722,115.869,117.041,118.51,119.977,120.936,121.479,122.137,122.694,123.629,123.679
"181","173","          Home health care","DHHCRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.232,33.047,33.7,34.002,33.774,33.807,34.715,36.078,37.675,38.566,39.361,41.304,42.32,46.197,49.874,52.65,53.314,53.925,55.34,56.164,60.526,63.436,65.562,67.756,69.783,72.023,74.892,77.457,78.144,80.556,82.444,84.156,87.512,89.398,92.258,93.575,94.095,94.931,95.731,95.933,94.054,92.523,92.568,93.26,92.991,90.831,88.998,86.878,85.767,85.405,85.118,83.65,81.417,81.872,80.555,81,82.447,84.119,85.143,84.236,84.431,84.551,84.691,86.464,87.145,88.974,90.931,91.41,92.99,94.47,96.388,96.721,97.01,98.372,101.084,103.534,104.538,105.035,105.736,107.402,109.406,112.154,114.447,115.223,116.055,117.495,119.194,120.364,120.836,123.507,125.713,127.085,126.5,127.504,129.408,131.59,134.496,135.624,135.127,134.988,135.095,137.088,138.216
"182","174","          Medical laboratories","DMLBRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.534,21.63,22.482,23.361,24.755,25.725,27.156,28.613,29.227,29.586,29.712,30.576,32.297,33.148,33.785,34.299,35.158,35.891,37.171,37.638,38.545,39.421,40.09,39.621,39.42,39.526,39.657,39.707,40.094,40.357,40.869,41.16,40.713,39.965,39.049,39.674,40.149,41.768,43.138,43.503,44.731,46.284,48.039,49.983,52.023,53.875,55.481,56.808,57.904,59.209,60.846,62.78,64.963,67.275,69.704,72.226,74.725,76.756,78.217,79.083,79.481,80.11,81.173,82.65,84.852,87.029,89.234,91.345,93.151,94.846,96.287,97.443,98.32,99.31,100.504,101.867,103.81,105.506,106.573,106.942,106.131,106.23,107.455,109.708,111.671,113.777,115.588,116.834,116.815,117.559,118.432,118.657,118.739,118.935,119.087,120.259,122.106,121.718,121.077,120.797,121.231,120.777,120.843
"183","175","          Other professional medical services","DOMDRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.463,34.947,35.667,36.424,38.357,39.428,41.195,42.959,43.094,43.435,43.485,44.826,46.984,49.92,52.721,54.627,53.797,54.129,55.389,56.242,57.869,59.027,60.044,60.881,61.824,62.175,62.994,63.43,63.496,63.244,63.008,63.876,65.217,66.215,67.182,67.831,67.948,68.52,68.939,69.993,70.395,70.789,71.37,72.362,73.399,74.38,75.168,75.293,75.387,76.114,76.789,77.643,78.638,79.406,80.177,81.738,82.653,83.771,85.197,87.022,89.017,90.726,92.311,92.785,93.103,93.528,94.196,94.896,96.003,96.603,97.57,97.523,99.1,99.806,100.24,100.854,100.186,100.338,100.729,101.61,102.45,104.048,105.336,106.03,106.713,107.182,107.035,107.193,107.141,107.898,107.691,107.604,108.461,109.868,110.926,112.142,112.898,114.056,115.293,116.489,117.263,118.019,117.598
"184","176","            Specialty outpatient care facilities and health and allied services","DOMSRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.942,45.277,46.202,47.164,49.492,50.619,52.623,54.605,54.505,54.664,54.452,55.846,58.236,61.558,64.678,66.672,65.319,65.376,66.543,67.201,68.893,70.239,71.407,72.352,73.415,73.776,74.677,75.085,75.058,74.648,74.281,75.213,76.696,77.796,78.917,79.735,79.938,80.579,79.798,77.413,76.416,76.438,76.68,77.453,78.232,78.968,79.453,78.98,78.543,79.034,79.323,79.783,80.394,80.729,81.189,83.036,83.965,84.976,86.129,87.525,88.857,89.932,91.149,91.03,91.81,92.673,93.698,94.627,96.098,96.6,97.534,96.748,98.621,99.42,100.22,101.739,101.998,103.356,104.424,105.642,106.591,108.443,109.615,109.765,110.421,111.127,111.14,111.835,111.92,113.175,112.87,112.728,113.968,115.573,116.994,118.201,118.788,120.01,121.28,122.581,123.534,124.269,123.41
"185","177","            All other professional medical services","DOMORA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.357,17.101,17.466,17.868,19.119,20.093,21.45,22.838,23.377,24.034,24.537,25.785,27.544,29.813,32.062,33.816,33.889,34.695,36.119,37.307,38.822,39.655,40.41,41.062,41.798,42.13,42.811,43.292,43.52,43.542,43.533,44.289,45.384,46.205,46.907,47.265,47.232,47.684,50.178,57.174,59.99,61.027,62.192,63.564,65.045,66.453,67.762,68.92,69.935,71.067,72.41,73.945,75.604,77.12,78.429,79.497,80.387,81.687,83.587,86.153,89.292,92.098,94.318,95.819,95.337,95.007,95.056,95.361,95.84,96.608,97.633,98.861,99.929,100.475,100.273,99.323,97.054,95.12,94.343,94.639,95.29,96.452,97.94,99.575,100.303,100.363,99.939,99.169,98.88,98.778,98.738,98.746,98.942,100.006,100.436,101.668,102.717,103.765,104.945,105.958,106.424,107.216,107.552
"186","178","      Hospital and nursing home services","DHPNRA3",16.205,16.423,16.366,16.084,16.376,16.156,15.609,15.955,16.423,16.836,17.261,17.621,18.079,18.501,18.97,19.417,19.817,20.25,20.515,20.957,21.659,21.962,22.103,21.895,22.667,23.008,23.342,23.852,24.598,25.674,26.229,26.848,27.229,28.222,29.098,29.985,30.463,31.875,32.443,33.506,34.426,35.305,35.55,36.123,36.801,36.658,37.506,39.094,40.083,41.669,43.082,43.912,44.404,45.366,46.024,46.161,47.277,47.832,47.68,48.408,48.469,49.997,50.561,50.893,52.181,53.119,52.658,54.356,55.349,55.705,56.856,57.391,58.095,59.359,59.217,59.495,60.965,62.757,63.263,63.603,63.57,64.704,64.94,65.553,65.832,65.434,66.702,67.228,67.796,68.973,68.761,68.061,67.949,68.692,68.759,69.367,69.357,69.724,69.086,68.963,69.133,68.855,68.599,68.42,68.813,68.96,70.044,71.076,71.511,71.349,71.316,71.686,71.338,72.128,72.815,73.16,73.599,73.932,74.323,73.943,74.103,73.544,73.283,73.636,74.272,74.481,74.449,73.903,73.926,74.599,74.98,75.915,75.485,75.608,75.835,75.503,75.912,75.934,76.091,76.07,76.064,76.262,76.484,76.793,76.648,76.86,77.228,77.554,76.991,77.98,78.175,79.677,80.249,80.626,81.54,82.165,83.407,83.711,84.067,84.051,84.258,84.409,85.001,85.696,85.722,86.773,87.018,87.649,89.048,89.801,91.023,92.476,94.397,95.563,95.697,95.563,95.583,95.145,95.176,95.234,95.464,96.428,97.717,98.467,100.02,99.896,100.217,99.866,101.406,101.417,100.589,101.894,103.936,104.068,103.879,104.282,105.092,105.724,106.136,105.998,107.585,109.059,109.855,109.329,108.399,109.76,111.454,113.159,113.993,114.799,114.213,116.055,117.636,116.628,115.741
"187","179","        Hospitals (51)","DHSPRA3",19.826,20.11,19.98,19.531,19.533,19.013,18.186,18.45,18.958,19.44,19.932,20.325,20.816,21.251,21.708,22.105,22.545,22.957,23.073,23.351,23.878,23.989,24.075,23.908,24.847,25.443,25.864,26.337,27.057,28.141,28.496,29.127,29.476,30.584,31.525,32.376,32.951,34.456,34.753,35.629,36.439,37.283,37.683,38.352,38.88,38.803,39.54,41.096,42.366,44.058,45.245,45.745,47.53,47.918,48.247,47.902,49.433,50.232,50.077,50.995,50.997,52.721,53.216,53.589,54.999,56.143,55.525,57.522,58.61,58.982,60.272,60.807,61.557,63.042,62.629,62.751,64.317,66.433,66.94,67.286,67.337,68.616,68.836,69.533,69.743,68.993,70.646,71.181,71.708,73.233,73,72.267,72.374,73.267,73.247,73.771,73.412,73.467,72.275,71.764,71.882,71.497,71.188,70.839,71.267,71.14,72.254,73.318,73.527,73.282,73.158,73.516,73.826,74.371,74.765,74.921,75.18,75.239,75.579,74.986,74.948,74.362,73.812,73.92,74.31,74.074,73.74,72.911,73.074,73.925,74.282,75.297,74.438,74.515,74.745,74.234,74.644,74.527,74.579,74.484,74.585,74.739,74.845,75.087,74.659,74.739,74.983,75.181,74.485,75.579,75.682,77.438,77.92,78.159,79.057,79.602,81.013,81.204,81.694,81.718,82.161,82.486,83.153,83.985,84.073,85.14,85.556,86.338,87.929,88.853,90.412,92.029,94.217,95.655,95.739,95.337,95.174,94.496,94.523,94.682,94.977,96.026,97.402,98.504,100.098,99.931,100.232,99.739,101.492,101.547,100.744,102.363,104.467,104.456,104.066,104.436,105.213,105.99,106.665,106.571,108.565,110.036,110.903,110.156,109.081,110.547,112.435,114.057,115.246,116.068,115.13,117.357,119.225,118.182,117.235
"188","180","          Nonprofit hospitals' services to households","DNPHRA3",21.901,22.245,22.102,21.581,21.741,21.177,20.169,20.514,21.196,21.793,22.317,22.652,23.094,23.485,23.936,24.372,24.987,25.578,25.698,25.987,26.609,26.653,26.582,26.179,27.277,27.924,28.228,28.603,29.412,30.68,30.901,31.457,31.79,33.063,33.997,34.751,35.162,36.823,36.948,37.943,39.009,40.142,40.643,41.468,42.221,42.087,42.811,44.454,45.742,47.573,48.627,48.824,50.903,51.129,51.245,50.467,52.279,53.107,52.724,53.82,53.809,56.075,56.654,57.055,58.866,60.3,59.261,61.635,62.809,63.026,64.515,65.105,66.193,68.236,67.589,67.501,69.363,71.861,72.108,72.135,71.813,73.134,73.154,73.927,74.297,73.379,75.449,75.915,76.332,78.019,77.393,76.169,76.183,77.237,77.069,77.603,77.017,76.908,75.277,74.634,74.911,74.5,74.035,73.396,73.758,73.234,74.396,75.482,75.535,75.034,74.738,75.113,75.499,76.197,76.682,76.871,77.165,77.24,77.633,77.077,76.934,76.287,75.662,75.713,76.195,76.04,75.75,74.909,74.842,75.617,75.854,76.768,75.869,75.949,76.122,75.494,75.751,75.523,75.378,75.013,74.747,74.615,74.466,74.484,73.395,73.256,73.353,73.426,72.67,73.647,73.745,75.6,76.223,76.791,77.98,78.52,80.05,80.057,80.639,80.805,81.496,82.004,82.817,83.692,83.51,84.469,84.534,84.973,86.193,86.695,88.218,89.943,92.325,93.966,93.949,93.404,93.327,92.639,92.787,93.092,93.712,95.201,97.093,98.665,100.405,100.104,100.214,99.277,101.212,101.595,100.601,102.02,104.831,105.31,103.704,103.489,104.08,104.804,105.418,104.829,107.043,108.359,109.081,108.173,107.2,108.968,111.416,113.105,113.673,113.821,111.937,114.573,117.174,115.35,113.952
"189","181","          Proprietary hospitals","DFPHRA3",13.912,14.1,14.056,13.719,13.749,13.381,12.747,12.99,13.392,13.81,14.09,14.325,14.594,14.806,15.1,15.411,15.808,16.147,16.265,16.461,16.831,16.87,16.812,16.558,17.287,17.652,17.883,18.114,18.555,19.34,19.468,19.814,20.069,20.893,21.489,21.941,22.177,23.215,23.249,23.895,24.594,25.316,25.636,26.168,26.638,26.584,27.012,28.061,28.878,30.029,30.701,30.799,32.089,32.207,32.324,31.872,33.072,33.636,33.45,34.177,34.153,35.592,35.961,36.225,37.376,38.245,37.632,39.139,39.901,40.05,41.037,41.429,41.89,43.026,42.622,42.712,43.969,45.752,46.308,46.773,46.962,48.25,48.646,49.48,49.885,49.426,50.984,51.488,51.665,52.845,52.827,52.631,53.258,54.644,55.24,56.204,55.512,55.952,55.515,55.818,56.745,57.337,58.144,58.755,59.353,60.186,61.82,63.712,64.558,64.887,65.347,66.199,66.714,67.423,68.033,68.424,68.727,68.938,69.417,69.006,69.213,68.732,68.24,68.31,68.659,68.308,67.879,67.036,66.593,67.266,67.444,68.202,66.639,66.252,65.68,64.389,63.533,63.026,62.841,62.716,62.974,63.355,63.844,64.637,65.643,66.428,67.481,68.738,69.686,71.724,72.435,74.146,74.315,74.373,75.265,75.836,77.246,77.39,77.193,76.007,75.723,75.162,75.148,75.643,75.491,76.484,76.565,76.992,79.377,80.919,82.769,84.82,88.729,91.444,93.005,94.295,95.641,95.792,96.202,96.165,95.227,95.308,95.79,95.841,99.026,99.116,100.575,101.283,104.411,102.186,100.478,104.991,105.702,101.81,105.823,107.933,110.34,112.341,113.417,114.212,116.482,119.885,121.978,120.308,116.665,118.335,119.338,122.042,127.222,131.919,133.785,136.665,136.738,137.425,136.504
"190","182","          Government hospitals","DGVHRA3",16.383,16.522,16.384,16.111,15.553,15.086,14.764,14.763,14.732,14.86,15.374,16.072,16.87,17.595,18.177,18.492,18.357,18.198,18.295,18.587,18.882,19.273,19.991,20.692,21.217,21.784,22.728,23.692,24.282,24.917,25.879,26.95,27.411,28.131,29.309,30.752,32.102,33.368,34.423,35.034,35.027,34.947,35.05,35.267,35.055,35.16,36.136,37.712,39.204,40.758,42.729,44.527,45.611,46.728,47.927,49.145,49.913,50.76,51.412,51.834,51.899,51.931,52.213,52.561,52.749,53.062,53.893,54.895,55.892,56.945,57.735,58.172,57.935,57.712,58.101,58.967,59.71,60.714,62.086,63.46,64.713,65.843,66.643,66.987,66.524,66.173,66.445,67.238,68.363,69.546,70.537,71.162,71.263,71.288,71.391,71.601,72.241,72.618,72.47,71.898,70.957,70.046,69.572,69.625,70.171,70.809,71.43,71.895,72.243,72.518,72.626,72.614,72.531,72.442,72.388,72.282,72.393,72.297,72.368,71.531,71.703,71.262,70.937,71.261,71.363,70.918,70.493,69.71,71.053,72.278,73.161,74.689,74.41,74.768,75.7,76.083,77.823,78.33,79.215,80.071,81.344,82.344,83.085,83.759,84.712,85.105,85.345,85.308,83.781,84.686,84.424,85.868,86.058,85.272,85.172,85.715,86.714,87.574,88.177,88.477,88.518,88.767,89.361,90.257,91.425,92.914,94.755,96.944,99.318,101.311,102.812,103.782,104.214,104.147,103.65,102.676,101.266,100.1,99.465,99.243,99.188,99.33,99.484,99.627,99.711,99.849,100.078,100.362,100.624,100.976,101.408,101.895,102.431,103.173,104.21,105.506,105.899,106.087,106.724,107.777,108.839,109.625,110.223,110.612,110.801,111.098,111.609,112.319,113.14,113.847,114.412,114.812,115.277,115.843,116.441
"191","183","        Nursing homes (52)","DNRSRA3",3.07,3.059,3.223,3.476,4.628,5.386,5.802,6.387,6.687,6.837,7.005,7.223,7.531,7.875,8.34,8.913,9.145,9.608,10.332,11.263,12.47,13.366,13.674,13.355,13.511,12.991,13.01,13.595,14.358,15.309,16.464,16.987,17.435,17.962,18.551,19.468,19.593,20.569,21.961,23.533,24.725,25.638,25.356,25.566,26.671,26.323,27.456,29.001,28.993,30.086,32.099,33.914,30.181,32.91,34.569,36.264,35.929,35.641,35.513,35.563,35.809,36.56,37.293,37.459,38.235,38.426,38.515,39.08,39.671,39.945,40.533,41.016,41.508,41.917,42.706,43.49,44.506,45.053,45.515,45.808,45.488,46.035,46.306,46.586,47.076,47.935,47.76,48.211,48.888,48.728,48.605,48.075,47.137,47.261,47.65,48.544,49.901,51.501,53.146,54.641,55.037,55.227,55.208,55.759,55.982,57.301,58.225,59.085,60.498,60.711,61.077,61.495,58.18,60.058,62.064,63.27,64.536,66.154,66.782,67.43,68.544,68.127,69.302,70.875,72.736,75.215,76.755,77.727,77.029,76.756,77.263,77.742,79.681,80.054,80.253,80.952,81.347,82.179,82.942,83.357,82.726,83.172,84.075,84.764,86.275,87.239,88.311,89.352,89.544,89.918,90.62,90.693,91.761,92.89,93.882,94.925,95.26,96.146,95.801,95.569,94.567,93.827,94.029,94.034,93.751,94.719,94.112,94.003,94.46,94.386,93.995,94.658,95.311,95.176,95.547,96.695,97.607,98.336,98.389,97.951,97.868,98.412,99.275,98.283,99.639,99.722,100.144,100.495,100.976,100.771,99.819,99.559,101.3,102.144,102.947,103.516,104.483,104.392,103.515,103.161,102.762,104.253,104.701,105.256,105.046,105.886,106.621,108.735,107.828,108.558,109.698,109.64,109.796,108.964,108.374
"192","184","          Nonprofit nursing homes' services to households","DNPNRA3",2.542,2.533,2.669,2.879,3.832,4.46,4.804,5.289,5.538,5.661,5.801,5.981,6.236,6.521,6.906,7.381,7.573,7.956,8.556,9.327,10.326,11.069,11.324,11.059,11.188,10.758,10.774,11.258,11.89,12.678,13.634,14.067,14.438,14.875,15.362,16.121,16.225,17.033,18.186,19.488,20.475,21.231,20.997,21.171,22.087,21.798,22.736,24.015,24.009,24.914,26.581,28.084,24.993,27.253,28.627,30.03,29.753,29.515,29.408,29.45,29.653,30.275,30.882,31.02,31.662,31.821,31.894,32.362,32.852,33.078,33.565,33.965,34.373,34.712,35.365,36.014,36.855,37.308,37.691,37.933,37.669,38.122,38.346,38.578,38.984,39.695,39.55,39.923,40.484,40.351,40.25,39.811,39.034,39.137,39.459,40.2,41.323,42.648,44.01,45.248,45.576,45.734,45.718,46.174,46.358,47.451,48.216,48.928,50.099,50.275,50.578,50.923,49.528,54.623,58.948,61.738,63.944,65.811,66.164,66.118,66.102,64.729,65.007,65.903,68.341,70.458,71.547,71.948,69.653,69.181,69.949,71.145,74.832,75.505,75.698,76.305,77.184,78.401,79.28,79.622,79.396,79.743,80.435,80.663,81.275,81.526,82.103,82.915,82.786,83.372,84.244,84.346,86.55,88.404,89.875,91.108,91.332,93.249,93.313,93.146,93.101,92.565,93.046,93.357,92.563,93.686,93.257,93.414,94.539,94.755,94.59,95.415,95.958,95.86,96.249,97.45,98.29,98.764,98.441,97.674,97.035,97.319,97.987,98.21,98.953,100.046,101.038,99.963,99.97,99.235,98.872,99.287,99.689,100.545,99.516,100.456,99.656,99.369,98.015,97.292,96.422,100.735,101.189,101.093,100.373,99.568,99.616,101.719,100.827,100.661,99.997,100.606,99.932,97.703,96.898
"193","185","          Proprietary and government nursing homes","DFPNRA3",3.363,3.351,3.53,3.808,5.069,5.9,6.355,6.996,7.325,7.489,7.674,7.912,8.249,8.626,9.135,9.764,10.017,10.525,11.317,12.338,13.659,14.642,14.979,14.629,14.8,14.23,14.252,14.892,15.727,16.77,18.035,18.607,19.098,19.676,20.321,21.325,21.462,22.531,24.056,25.778,27.084,28.084,27.775,28.005,29.216,28.834,30.075,31.767,31.759,32.956,35.161,37.149,33.06,36.05,37.867,39.723,39.356,39.042,38.9,38.956,39.225,40.047,40.851,41.033,41.883,42.092,42.189,42.809,43.456,43.755,44.4,44.929,45.468,45.916,46.78,47.639,48.752,49.351,49.858,50.178,49.828,50.427,50.724,51.03,51.567,52.508,52.316,52.81,53.552,53.376,53.242,52.661,51.634,51.77,52.195,53.176,54.662,56.414,58.216,59.853,60.287,60.496,60.475,61.078,61.322,62.768,63.78,64.722,66.27,66.503,66.904,67.361,62.982,63.074,63.794,64.122,64.865,66.345,67.126,68.159,69.899,70.013,71.684,73.634,75.174,77.854,79.644,80.933,81.121,80.958,81.32,81.402,82.371,82.577,82.78,83.53,83.656,84.274,84.974,85.429,84.573,85.074,86.094,87.039,89.049,90.408,91.755,92.922,93.292,93.549,94.156,94.213,94.652,95.378,96.105,97.043,97.439,97.754,97.182,96.913,95.38,94.527,94.575,94.409,94.41,95.292,94.586,94.33,94.416,94.182,93.666,94.239,94.953,94.796,95.158,96.277,97.228,98.098,98.361,98.104,98.33,99.017,99.99,98.324,100.019,99.543,99.648,100.79,101.534,101.622,100.344,99.71,102.193,103.031,104.85,105.214,107.16,107.178,106.566,106.417,106.278,106.204,106.649,107.565,107.638,109.391,110.506,112.626,111.711,112.938,115.079,114.65,115.267,115.209,114.739
"194","186","    Transportation services","DTRSRA3",19.106,19.393,19.794,20.039,20.152,20.194,20.245,20.286,20.252,20.372,20.472,20.769,20.943,21.21,21.27,21.504,21.739,21.985,22.286,22.616,22.901,23.206,23.554,23.817,23.979,24.358,24.766,25.13,25.382,25.935,25.914,26.673,26.992,27.09,27.505,27.842,28.363,28.828,29.386,29.839,30.334,30.797,31.263,31.814,31.812,31.94,32.405,32.395,32.672,33.271,33.744,34.304,34.918,35.225,35.603,35.941,36.042,36.039,36.015,35.948,36.365,36.335,36.174,35.975,35.989,36.346,36.995,37.47,38.093,38.399,38.52,39.123,40.345,40.998,41.812,41.868,41.77,42.487,42.527,42.22,43.309,43.772,43.621,43.405,42.238,40.554,40.685,40.311,40.185,39.234,39.385,38.887,38.295,38.205,38.506,39.254,40.274,40.677,41.844,43.091,44.488,45.763,46.83,48.253,49.795,51.071,51.634,52.255,52.9,53.008,53.795,53.961,54.562,55.463,56.04,56.362,57.367,58.345,59.315,60.247,60.097,60.127,60.243,60.097,60.237,60.396,60.151,59.527,57.573,57.248,56.882,57.194,58.259,59.218,61.475,61.525,61.833,62.842,63.958,65.459,67.102,68.71,70.344,72.021,72.985,73.801,75.37,76.992,78.907,80.144,81.489,83.123,85.489,86.53,87.848,88.211,89.012,90.112,91.135,92.308,93.595,94.727,96.6,97.669,98.941,99.989,100.596,100.881,100.91,100.413,98.533,96.863,97.132,96.297,96.195,96.26,96.598,96.141,97.025,97.541,98.5,99.352,99.288,99.786,99.872,100.148,100.322,99.658,99.203,99.746,99.643,100.702,101.142,101.062,100.629,99.877,98.481,96.71,94.46,90.82,87.941,86.4,85.214,84.487,84.292,84.818,85.516,85.978,86.331,86.932,87.554,87.306,87.648,88.279,88.398
