"","Table 2#4#6U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"71","63","        Watches","DWTCRX0",3265,3279,3338,3304,3513,3348,3412,3348,3422,3430,3510,3408,3402,3501,3630,3561,3607,3530,3537,3593,3575,3566,3504,3565,3512,3536,3519,3582,3505,3551,3578,3617,3726,3703,3803,3773,3947,3878,3921,4012,4084,4302,4172,4307,4178,4358,4431,4641,4544,4508,4652,4650,4783,4876,5065,5033,5007,5139,5169,5527,5199,5154,5061,5101,5361,5377,5420,5369,5526,5437,5246,5325,5292,5392,5421,5276,5222,5049,5176,5269,4951,5235,5393,5337,5521,5679,5946,5840,5920,5720,5496,5918,5764,5947,6064,6289,6220,6121,5971,6105,6157,6395,6588,6747,6656,6844,6857,6856,6758,6917,7026,7053,6966,6969,6988,6906,7048,7090,7185,7379,7342,7523,7386,7681,7229,7493,7277,7630,7319,7738,7712,7983,7871,8399,8254,7959,8270,8154,8057,8192,8259,8202,8329,8461,8153,8225,8434,8493,8739,8791,8872,8609,8808,8839,8846,8820,8832,8476,9059,8525,8676,8835,8813,8654,8062,7777,7184,6882,7030,7176,7067,7394,7369,7546,7616,7765,7907,7718,7958,8012,7765,7657,7960,7705,7816,7734,7868,7753,7805,8240,8311,8083,8472,8131,8427,8987,8805,8698,8519,8731,8875,8636,8633,8851,8946,9153,8817,8754,9000,8963,9084,8782,8917,8991,9475,9593
"72","64","      Therapeutic appliances and equipment (42)","DTAERX0",24335,23728,23933,24132,23950,23987,23468,24195,24047,23967,23792,24554,23882,24525,25225,25401,25770,25838,26225,26287,26277,26586,26995,27490,26659,27499,28166,27738,26137,28536,28391,28466,28503,28527,28643,28929,28628,29199,29114,30220,29624,29845,30609,31400,30793,31179,31485,32020,31298,31748,31122,31121,31273,31670,32169,31883,32128,32767,33085,34900,33239,34299,34369,34647,34690,34480,33395,33462,34022,33279,33580,35056,33098,33799,33426,33035,32780,32186,32185,32661,32313,32536,33058,35442,33469,33906,33312,34593,35142,35707,35825,36247,36027,36399,36063,36441,34004,34626,35670,36144,36110,37225,38394,39099,37994,38511,38899,38848,38515,38865,39520,38902,39187,38814,38900,39392,39339,39278,39812,40191,40615,40907,40799,40997,40849,40840,41280,41605,42513,42769,42679,42479,43627,43095,43335,42961,43381,43340,43059,43224,44515,43784,44580,45145,44833,45246,46311,46516,46681,47979,47226,48446,49174,48311,48022,46753,47891,46937,47403,47550,47760,48120,48235,47669,47242,47120,47380,46237,47806,46772,46478,46975,46738,47080,46369,46837,46626,46814,47155,47804,48461,48797,49250,50026,49440,49126,50144,50632,50764,51112,50678,50879,50838,51087,51705,51367,52416,51653,52420,52744,52465,52409,52558,53162,53635,54777,55066,54904,54282,54125,55461,55419,55926,55227,56107,57263
"73","65","        Therapeutic medical equipment","DTMERX0",7601,7394,7430,7465,7414,7460,7361,7569,7490,7414,7332,7542,7316,7501,7708,7734,7815,7811,7937,7900,7890,8000,8143,8300,8005,8274,8478,8244,7815,8578,8523,8494,8500,8459,8502,8608,8745,8941,9071,9316,9551,9714,10034,10136,10180,10292,10298,10636,10470,10607,10587,10719,10942,10929,10901,11019,11134,11290,11626,12406,11660,11836,12052,12075,12187,12422,12470,12501,12986,12947,12900,13135,12838,13029,13069,13173,13244,13032,13195,13323,12962,13040,13188,14382,13337,13679,13760,14045,13979,14044,14133,14157,14256,14398,14149,14312,14472,14624,14784,14786,14805,15124,15469,15508,15296,15510,15735,15865,16021,16154,16521,16466,16551,16657,16699,16970,17016,16933,17211,17451,17617,17474,17516,17762,17610,17658,17868,18107,18304,18630,18743,18827,19179,19151,19324,19180,19487,19515,19558,19726,20087,20102,20411,20570,20532,20842,21098,21251,21331,21620,21507,21857,22046,21801,21748,21482,21673,21451,21706,21945,22158,22274,22266,22010,21682,21583,21486,20985,21194,20966,20858,20914,20818,20943,20809,20764,20806,20870,21026,21434,21625,21734,22029,22332,22242,22458,22718,23026,23038,23180,23080,23291,23561,23768,24061,24154,24573,24246,25011,25394,24998,24898,25067,25273,25577,25810,26061,26026,25862,25740,26266,26293,26477,26210,26372,26851
"74","66","        Corrective eyeglasses and contact lenses","DEYERX0",16922,16519,16693,16861,16728,16715,16286,16813,16745,16746,16655,17215,16765,17231,17730,17885,18180,18255,18518,18625,18624,18825,19093,19434,18895,19472,19940,19754,18561,20216,20126,20235,20267,20337,20410,20591,20125,20503,20270,21149,20273,20325,20768,21476,20799,21077,21389,21572,21005,21323,20693,20546,20459,20886,21434,21008,21135,21626,21589,22619,21711,22615,22452,22714,22637,22166,20997,21033,21091,20371,20729,21996,20303,20819,20397,19890,19556,19172,19003,19355,19375,19521,19899,21080,20160,20250,19565,20570,21194,21699,21727,22131,21806,22037,21953,22170,19532,20006,20899,21377,21324,22124,22952,23628,22725,23030,23189,23002,22506,22721,23008,22440,22641,22158,22202,22421,22321,22344,22599,22737,22996,23435,23283,23234,23239,23181,23412,23498,24209,24138,23936,23655,24448,23947,24014,23785,23898,23829,23508,23506,24432,23694,24180,24584,24314,24421,25223,25277,25363,26365,25730,26595,27130,26516,26282,25286,26224,25498,25711,25627,25630,25871,25989,25680,25575,25551,25901,25259,26606,25806,25620,26056,25915,26131,25559,26063,25815,25938,26122,26368,26829,27053,27215,27685,27198,26691,27436,27623,27740,27945,27617,27614,27320,27367,27694,27277,27903,27469,27499,27460,27555,27595,27581,27976,28150,29042,29087,28962,28513,28474,29279,29213,29533,29103,29808,30484
"75","67","      Educational books (96)","DEBKRX0",12086,11522,11194,11387,11484,11401,11977,11548,11522,10991,11370,11302,11278,10863,11073,11261,11390,11237,11231,11247,10778,11404,11161,11375,11648,11147,11212,11037,11039,11082,11119,10752,11107,11182,11478,11257,11092,11533,11326,11340,11175,11338,11108,11614,11762,11489,11498,11842,11606,12076,12101,12048,11903,11975,12387,10906,11397,12021,12568,12658,11035,12053,12049,12343,12396,12263,12330,11349,11692,11654,11559,11093,10270,11999,12077,11458,11470,11145,11155,11714,11169,11167,11361,11916,12420,11051,11236,11426,11314,10741,10849,10655,11454,11027,11135,10841,11060,10967,10842,11157,11275,11681,11404,11565,11712,11382,11466,11091,11537,11539,11531,11366,11393,11399,11362,11288,11407,11350,11304,11392,11393,11507,11716,11438,11350,11480,11652,11731,11273,11621,11585,11752,11703,11682,11797,11709,11600,11801,11376,11245,11277,11337,11428,11275,11277,11202,11219,10963,11177,11185,11579,11117,11186,11368,11375,11227,10991,10885,10852,11079,10891,10707,10725,10782,10064,10011,9806,9779,9777,9688,9722,9744,9550,9564,9459,9896,9463,9302,9224,9284,9375,9128,9334,9206,9339,9257,9304,9493,9289,9394,9545,9519,9392,9698,9505,9436,9513,9489,9481,10003,9455,9411,9296,9035,9225,9305,9348,9563,9507,9428,9355,9289,9235,9169,9273,9246
"76","68","      Luggage and similar personal items (part of 119)","DLUGRX0",7415,6908,6498,6637,6490,6427,6475,6230,6364,6069,6386,6599,6435,6614,6428,6342,6860,6779,6168,6422,6842,6660,6722,7167,6718,7012,6701,6668,6730,6911,6974,6587,7095,7165,7227,7385,7479,7633,7762,7993,8000,8358,8716,7708,7619,7517,7808,7950,9100,9270,9333,9306,9582,9830,9969,10207,10546,10552,10676,10727,11034,11399,11175,11057,11910,12040,12001,11663,11889,11952,11846,11787,12298,12360,11415,11126,10771,11080,10995,11063,9928,10620,11406,11956,12114,12071,12054,12463,12093,12314,12231,12439,12318,12495,12807,13007,12942,12430,12490,12891,13450,13651,14022,14241,14821,15546,15440,16066,15775,15862,15840,15882,16207,16293,16057,16113,16247,16995,17322,18544,19117,18427,18261,20539,21406,20282,20166,21789,20942,21138,21468,22358,22857,22665,22571,23682,23996,23855,23894,22678,23204,22962,23268,23453,23540,23884,24560,24366,24231,24683,24780,24716,25037,24949,25048,25142,25290,24845,25113,25168,25162,25202,25120,25401,23859,23856,23676,22952,23179,23554,22635,22515,24162,25207,24267,24687,24399,24220,24422,24210,24776,24690,25453,25107,25723,25876,25973,26040,26870,27760,28322,28413,28060,28220,28463,28645,28088,28196,28531,28413,28583,28542,28149,28676,29348,29418,29130,29882,30466,30325,30170,29982,32681,33060,33375,34899
"77","69","      Telephone and facsimile equipment (67)","DTCERX0",1510,1500,1494,1531,1556,1561,1585,1586,1596,1589,1608,1619,1551,1596,1613,1637,1680,1673,1691,1663,1686,1707,1731,1726,1704,1747,1769,1741,1719,1741,1756,1747,1768,1761,1767,1766,1810,1852,1897,1899,1964,2021,2033,2138,2078,2106,2154,2213,2219,2286,2393,2421,2534,2599,2656,2743,2804,2862,2870,2983,3057,3115,3153,3232,3191,3239,3302,3446,3455,3486,3535,3642,3704,3592,3622,3687,3693,3816,3952,4035,4009,4114,4340,4449,4402,4425,4402,4523,4560,4566,4561,4542,4663,4748,4817,4954,5071,5210,5433,5641,5970,6234,6480,6728,6838,7025,7178,7477,7436,7457,7619,7754,7979,8212,8199,8291,8336,8340,8268,8454,8607,8731,8762,8813,9021,9120,9264,9530,9845,10113,10317,10386,11252,11086,11474,11784,12301,12651,12848,13228,13737,13812,14180,14836,14931,14986,15222,15663,15910,16230,16625,16802,16831,17162,17816,17872,17893,17228,17041,17520,17872,17625,17604,17404,17420,17181,17582,16781,18155,18399,17091,16879,16875,17061,17127,17254,17137,16527,17174,17455,17639,18461,18033,17875,17824,17972,17635,17570,18431,17883,18030,18308,18406,18650,19158,19385,19006,19215,19499,19715,19397,20066,19912,19832,19652,19588,19565,19591,19786,19844,20504,20123,20298,20142,20460,20452
"78","70","  Nondurable goods","DNDGRX0",1435232,1420394,1428344,1425555,1436209,1443267,1440249,1433626,1446443,1434049,1449543,1459010,1448795,1456586,1465337,1472093,1471373,1483415,1483623,1488444,1486308,1497102,1496018,1501360,1496192,1507911,1517703,1504479,1502599,1517215,1529070,1532773,1535280,1536192,1549079,1544176,1550551,1553172,1559930,1570811,1568993,1581459,1584982,1581495,1589596,1595003,1607881,1618244,1627501,1638286,1644399,1646390,1655909,1653986,1648035,1661072,1670757,1672731,1681371,1727757,1662379,1674963,1700652,1708346,1715702,1714599,1713371,1723479,1736746,1737567,1734641,1751934,1741860,1731092,1720724,1739040,1748808,1730635,1750658,1755145,1737952,1758656,1762717,1767761,1769377,1770906,1770347,1764889,1767756,1784810,1780881,1775727,1775903,1791078,1802644,1806324,1813128,1814191,1820617,1817528,1820150,1837779,1844161,1865667,1860975,1859597,1869946,1864791,1883778,1869058,1888434,1879053,1885736,1876048,1883410,1895726,1906160,1912731,1912017,1921509,1938011,1943680,1929381,1945559,1941833,1952664,1950454,1963435,1949230,1975819,1974542,1975888,1984027,1991521,1982867,1999418,1996377,1992361,2007003,2002777,2007981,2026942,2021783,2046883,2041964,2034759,2037908,2037058,2038023,2037417,2052568,2039614,2048560,2045713,2046074,2055254,2039414,2014755,2042001,2040198,2042591,2047716,2031071,2022987,1992240,1996934,1990260,1968680,1982841,1989782,1978485,1975901,1978700,1965191,1973071,1985240,1985932,1991296,1988023,1999327,2007740,2019659,2025707,2023367,2019992,2011427,2010923,2037919,2039233,2045264,2056074,2054598,2068738,2079093,2078007,2085811,2073223,2061495,2071300,2066907,2076137,2085292,2081195,2075159,2082168,2091012,2093491,2096215,2094315,2085415,2096012,2095555,2102951,2097039,2098802,2100307
"79","71","    Food and beverages purchased for off-premises consumption","DFXARX0",554546,546724,548198,544254,548678,548470,546895,547125,547576,546410,548031,554308,552411,551228,552591,554902,554209,554906,554549,553319,553016,554612,554999,556571,558181,558112,561628,558272,555155,555725,560241,558895,559927,559845,561460,557778,557509,559289,560727,561756,563140,566218,566986,566268,569300,568142,570190,576048,575651,578723,580203,583449,585120,583295,585662,588412,592880,588481,591610,614083,584775,591821,599664,600286,597838,604416,601142,600606,603143,607383,606532,608591,609243,604521,602226,609357,611334,607273,605982,606322,609287,607079,606269,611341,605013,605226,606879,602396,608252,609413,611338,608916,606953,611090,615805,615937,618736,620243,616409,615012,611846,611326,618033,620531,619802,618431,615758,612222,623789,620898,621115,620760,618330,618309,618989,622073,629426,628957,630222,633352,637683,639322,640451,637859,636736,642823,641534,646957,651094,654236,653305,651915,651190,657981,655355,661084,664275,660811,662423,665511,660974,670037,668940,677397,677098,673024,669545,668694,669998,669901,674436,669690,673152,675383,674890,682500,674092,669887,674782,672223,673464,677928,672019,667198,660305,655552,652615,642298,644906,646070,648080,649414,653762,653827,655053,655604,660284,661255,661565,667734,664888,674695,668552,663082,664024,662510,659601,669092,669551,671811,678146,680198,681499,685574,681198,687142,685034,685905,687183,686602,683914,688506,689668,680974,685797,686611,686692,686399,686064,683884,686692,683636,687242,687766,684353,685016
"80","72","      Food and nonalcoholic beverages purchased for off-premises consumption (4)","DTFDRX0",488064,481106,482507,478070,482496,481981,480253,480469,480105,479157,480929,486011,483096,482880,483568,485302,485170,484870,484529,483303,484087,485316,485323,486855,488380,487380,489213,487438,484510,483879,488115,486906,487694,487321,488325,485252,484634,485640,487494,488235,489232,492742,492871,491523,494670,493441,494919,499627,499763,502996,504209,506067,507951,506762,508621,510977,514662,510021,513231,532883,506213,512140,518718,520326,516916,522627,519273,518609,520581,524070,522892,526071,525432,521479,519704,526014,526951,523500,522946,523419,526329,524563,523578,528538,522465,522265,523284,518731,524601,525720,527556,525987,523740,528385,532302,531228,535065,536472,533088,532109,529894,529382,535132,536944,536319,534666,533095,529101,539929,537042,537441,537202,534098,534494,534841,537927,545303,543896,545491,549040,553716,553563,555350,552566,551488,556980,555559,560269,563629,566354,565053,563461,562227,567371,566058,570654,573578,570494,571715,574338,569778,578338,576687,584973,584557,580239,576950,576687,576662,576674,580987,577652,580420,583106,582531,588952,582075,578645,582982,580782,581543,584319,578349,574346,568007,563516,561036,552045,554448,555966,557935,559342,563577,564403,565691,565626,569582,570215,570451,574322,571614,579625,573459,567818,569079,567404,565922,572858,573450,574879,580511,582869,583664,586100,582202,587835,585188,585659,586388,585781,582911,587291,588193,580805,584571,585120,584759,584222,584082,582399,585412,582785,585555,585321,581782,581334
"81","73","        Food purchased for off-premises consumption","DFOFRX0",430948,425452,426928,422906,426172,426188,424540,424964,424756,423520,425319,429401,426628,425735,426117,427879,427899,427061,426392,425757,425326,426119,426019,427604,429162,427556,429345,428323,426652,425691,429863,428863,429558,429511,429841,427132,426645,427414,428879,429618,430175,433250,433187,431580,434746,433591,434925,439087,439148,442108,443528,445317,447200,446241,447905,449996,453094,449062,451658,469656,446520,451954,457864,459105,456009,461062,458309,457483,459168,461835,461576,463441,463589,459678,457945,463470,464213,461181,460490,461553,463827,462104,461672,465757,460059,459719,460746,456913,461942,462701,464350,462917,462068,466160,469165,468506,471894,472419,468706,468451,466537,465447,469344,471263,470160,468989,466555,463085,473234,471190,470964,470627,467254,467940,468728,471097,477581,475541,476803,480462,484455,484449,486497,484178,483061,487589,486488,490843,493529,495691,494659,493071,491658,496262,495028,499190,501754,499019,499510,501863,497831,505946,504886,511974,511736,507832,505844,504851,504859,504811,508531,506018,508597,510809,510219,515501,510126,507210,510667,509152,508850,510900,505396,501792,496800,493570,491394,483758,485674,487388,490434,491213,495412,496481,497697,497644,501310,501920,501985,505034,502761,509457,503882,498668,499711,498244,496920,503574,503746,504812,510091,511245,512878,514928,510887,516811,514198,514532,515761,514672,511871,516114,517311,510912,513401,513935,513541,513218,512836,511550,513900,511415,514935,514289,511542,511210
"82","74","          Cereals and bakery products","DCBPRX0",76080,75198,75411,75031,75647,75475,75113,75100,75193,75114,75166,75962,75094,75287,75666,76092,75950,76510,76671,76788,77101,77685,77558,77976,78028,78537,78488,78495,77828,77514,78197,77943,78105,77903,77884,76971,77692,78044,78807,79372,79955,80609,80988,80835,81632,81925,82265,83254,82888,83818,83994,84140,84579,84466,84744,86060,86584,85983,86777,90062,86071,87516,88863,89022,88610,90339,89658,89793,90587,90583,90685,91210,91439,91200,91210,92286,92666,92285,92393,92451,93257,93631,93503,94330,93453,93540,94385,93521,94075,94138,94610,94277,93921,94400,95392,95528,95372,95095,94145,93868,92881,93018,93410,93572,92835,92815,92361,92194,93385,92817,92736,92170,92580,92024,91987,92181,92570,92600,92967,93496,93532,93142,93363,94040,93842,94522,94777,94971,95935,96075,95845,96116,95396,96753,95819,97014,96867,96748,96238,96641,95910,97174,95898,96737,97201,96110,96072,95906,95614,95163,96145,95556,96299,96641,96662,97140,96720,95117,94626,94827,93728,94412,93021,92919,91797,91023,90796,88868,89175,89536,89954,89786,90352,90542,89973,90385,90949,91012,91116,91507,91670,92962,91951,91260,91725,91292,91221,92430,92340,92898,93889,93760,93840,95003,94877,95761,95109,94744,95595,95111,94685,94867,94596,93574,93827,93492,93635,93351,93162,93701,93772,93637,94145,93811,93097,92763
"83","75","            Cereals","DGRARX0",26761,26516,26621,26465,26585,26632,26528,26541,26520,26509,26664,26723,26603,26674,26780,27041,27190,27461,27675,27835,28082,28405,28228,28539,28459,28821,28751,28671,28354,28284,28393,28145,28275,28200,28066,27558,27756,27689,27972,27942,27992,28136,28126,27829,28132,28041,28108,28290,28080,28298,28069,28186,28202,27953,28092,28393,28359,28197,28418,29394,28036,28458,28655,28632,28237,28860,28698,28684,28617,28571,28652,28858,28912,28769,28696,28938,28877,28567,28500,28289,28438,28308,28092,28342,27870,27906,27921,27627,27754,27795,27829,27795,27652,27700,27881,27879,28212,28537,28351,28754,28667,29004,29348,29649,29869,30055,29896,29874,30234,30118,30527,30683,30748,30561,30822,30877,30901,31231,31557,31650,31954,31973,32099,32499,32768,33326,33449,33635,34081,34295,34543,34382,34616,35624,35344,35576,35795,35928,35963,36294,36401,37059,36582,36961,37564,36892,37143,37018,37240,37279,37770,37601,37662,37894,37855,38405,38062,37196,36768,37010,36556,36703,36144,36079,35615,35281,35095,34559,34836,34971,35136,35194,35391,35572,35118,35224,35340,35445,35425,35801,35830,36337,35996,35529,35860,35654,35584,35854,35990,36105,36751,36214,36080,36326,36080,36552,36116,35666,36263,35972,35533,35645,35208,34692,35216,35366,35467,35293,35141,35246,35549,35577,36030,35883,35562,35472
"84","76","            Bakery products","DBAKRX0",49150,48503,48605,48385,48898,48660,48398,48368,48491,48419,48293,49065,48287,48407,48682,48828,48507,48783,48711,48653,48704,48951,49015,49105,49248,49375,49403,49498,49160,48912,49499,49511,49536,49411,49538,49156,49682,50118,50595,51209,51755,52271,52673,52839,53330,53730,54007,54826,54679,55399,55830,55853,56287,56442,56577,57602,58179,57737,58312,60628,58000,59026,60195,60382,60386,61486,60964,61117,61999,62045,62063,62381,62558,62466,62553,63393,63842,63779,63960,64240,64902,65418,65516,66092,65697,65747,66587,66018,66446,66467,66910,66608,66395,66831,67646,67787,67282,66664,65895,65194,64286,64075,64116,63968,62999,62788,62494,62349,63181,62727,62226,61500,61846,61477,61176,61315,61683,61377,61416,61854,61581,61171,61265,61540,61072,61194,61327,61335,61853,61779,61304,61732,60783,61144,60491,61451,61087,60837,60298,60373,59544,60156,59357,59818,59693,59266,58983,58941,58434,57950,58444,58026,58702,58815,58873,58815,58732,57985,57915,57881,57234,57767,56934,56896,56237,55795,55753,54364,54398,54625,54878,54655,55024,55035,54915,55219,55666,55625,55747,55769,55902,56688,56020,55788,55927,55699,55696,56628,56409,56848,57207,57592,57800,58710,58825,59241,59019,59094,59358,59161,59164,59234,59390,58881,58623,58145,58190,58078,58038,58469,58246,58086,58153,57965,57569,57327
"85","77","          Meats and poultry","DMAPRX0",110798,109390,108875,108924,110104,110045,109623,109146,108452,107612,107522,108819,107901,107685,108537,109482,109081,108047,107677,106366,105945,106044,105748,105667,105320,105592,106474,105914,105021,104976,105688,105946,105700,106105,106251,106461,106900,106797,107284,107758,108099,108976,109091,108257,109204,109030,109500,110605,111267,111561,111501,111733,112365,112124,112555,112719,113105,112130,111912,116190,110063,111193,111723,111534,110731,111375,110294,110127,110642,111310,111950,112033,111349,109910,108866,109813,110100,108849,108380,108664,109184,107861,108098,108836,107983,108009,107616,107302,107704,108309,108704,108355,108235,109416,110080,109827,111780,110399,109857,109119,109376,109147,110038,110527,110279,109052,106585,105915,108908,108428,109392,109288,108842,108758,108635,108660,109693,110325,111539,111398,111962,111444,111763,112400,112782,113545,114364,115010,115378,115824,114462,114193,114792,114884,114564,114958,115770,115538,116343,116778,115890,118377,117662,119422,118937,119396,117541,116849,116176,115666,117348,117256,118428,118900,119006,120846,119372,118998,120281,121312,120748,121921,120938,119396,118334,117635,117221,115089,116165,115466,116734,117309,118520,119186,120345,119855,121301,121629,121970,122876,122301,123347,122103,119689,119446,117769,117155,119517,119258,118740,120723,122006,122075,122580,121826,123081,122065,123329,123937,124198,124198,125133,124726,122847,121691,121003,120264,120920,121214,121207,121619,121023,122413,121846,121357,120905
