"","Table 2#4#5U# Personal Consumption Expenditures by Type of Produ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225"
"134","126","        Pets and related products","DPRPRC0",548,549,566,591,614,650,664,681,688,691,690,695,701,706,719,728,728,734,772,819,885,954,1019,1054,1065,1086,1118,1180,1215,1248,1283,1305,1331,1352,1383,1423,1472,1526,1581,1622,1635,1652,1714,1811,1924,2003,2096,2183,2206,2257,2263,2276,2256,2302,2361,2473,2622,2782,3005,3123,3282,3357,3503,3576,3590,3630,3769,3857,4039,4211,4386,4541,4653,4777,4848,4972,4929,4974,5032,5145,5306,5435,5591,5866,6091,6281,6591,6905,7178,7422,7603,7740,7734,7784,7910,8106,8266,8568,8817,8932,9009,9112,9265,9462,9853,10197,10347,10427,10242,9940,9870,10032,10307,10569,10761,10829,11166,11425,11612,11689,11783,12340,12741,12916,13706,13616,13632,13707,13923,14042,14035,14279,14581,14555,14816,15072,15715,15566,16073,16479,16692,17405,17870,18049,18409,18795,19002,18947,19634,20410,20162,20630,20929,21292,21934,21963,21730,22250,23023,23599,23287,23780,24040,26115,25897,25617,25662,26071,26421,27148,27621,28048,28913,29100,29242,29422,29829,30739,31549,32017,32671,33131,33770,34710,35250,35942,36459,37595,38541,39029,39599,40731,41631,42899,43495,44358,44623,45999,46825,46354,46696,46273,45844,46453,47157,47437,47625,48609,49199,50572,51085,51004,52053,52319,53267,53322,54728,54398,54484,55047,55255,56314
"135","127","        Flowers, seeds, and potted plants","DFLORC0",667,598,642,628,651,700,733,779,599,704,760,824,852,812,855,866,939,1000,1007,1026,1030,1062,1106,1094,1176,1252,1268,1392,1395,1457,1468,1391,1490,1481,1506,1432,1623,1605,1641,1724,1713,1871,1761,1719,1854,1696,1909,1900,1862,1989,2011,2122,2204,2133,2280,2350,2335,2284,2395,2507,2653,2684,2584,2626,2861,2573,2722,2767,2937,3064,3015,3026,2930,3032,2907,2903,3384,3410,3879,3920,4037,4103,4436,4617,4941,4683,4713,5133,5261,5503,5639,5973,6102,5728,6058,6149,6255,6445,6300,6558,6785,7036,7227,7176,7473,7524,7728,7904,8279,8286,8701,8948,9771,10350,10205,10285,10183,10871,11405,11698,11736,12305,12675,12717,13045,13448,13425,13457,13852,13897,14140,14418,14727,15029,15488,17019,16324,16030,16187,16489,16661,16986,17120,17311,17207,17627,17698,17701,17971,18380,18438,18975,18942,19072,19297,19392,19724,20152,20628,21218,21449,21625,21787,22336,23196,22767,23619,24077,24335,24537,23694,23551,24483,24546,24190,23952,24239,23605,24180,24684,24245,25620,25843,25877,26156,27532,28113,29574,30211,29956,29111,29857,30843,30126,30380,29819,29443,29176,29728,27114,25988,25956,25366,25366,25028,26202,25948,26321,26146,25611,25706,25690,26159,25826,26677,26614,26550,26056,24891,25219,25253,26515
"136","128","        Film and photographic supplies","DFLMRC0",355,357,363,369,371,385,383,390,403,407,420,433,433,449,464,474,485,499,501,499,525,532,547,556,554,567,573,607,626,639,661,674,662,663,694,745,765,837,884,926,990,1018,1022,1069,1102,1153,1197,1233,1266,1298,1368,1432,1497,1607,1675,1729,1753,1728,1688,1659,1703,1762,1751,1684,1715,1735,1746,1740,1765,1760,1754,1761,1604,1696,1771,1892,1886,1922,1939,2061,2063,2108,2186,2160,2239,2291,2332,2402,2414,2414,2431,2433,2420,2555,2647,2670,2778,2816,2833,2980,3079,3122,3254,3293,3265,3258,3311,3332,3415,3463,3575,3573,3686,3796,3787,3881,3811,3838,3881,3919,3912,3927,3917,3932,3913,3848,3780,3774,3758,3741,3706,3614,3625,3601,3660,3677,3540,3521,3497,3472,3380,3377,3352,3335,3254,3219,3165,3104,3045,3020,2987,2892,2842,2755,2767,2727,2774,2812,2851,2924,2951,2923,2939,3075,2975,2997,3048,3212,3058,2927,2880,2834,2885,2865,2877,2836,2800,2778,2794,2772,2742,2745,2697,2623,2577,2533,2447,2385,2368,2219,2134,2066,1951,1854,1798,1774,1763,1833,1802,1723,1643,1592,1574,1590,1631,1635,1616,1659,1641,1647,1676,1670,1689,1683,1717,1672,1694,1715,1690,1718,1707,1738
"137","129","      Household supplies (parts of 32 and 36)","DHOURC0",5189,5389,5501,5586,5604,5732,5779,5922,6091,6204,6323,6538,6733,6819,6924,7010,7076,7192,7390,7394,7556,7916,8062,8185,8212,8375,8652,9018,9181,9403,9543,9705,9739,9888,9985,10199,10384,10574,10797,10823,10907,10955,11069,11166,11333,11442,11492,11716,11556,11627,11719,11703,11826,12283,12570,12867,13356,13577,14069,14396,14930,15216,15686,15941,16280,16549,17021,17319,17747,17893,18202,18685,19887,19538,19512,19922,20778,22178,23031,23903,24688,25442,26283,27273,27910,28491,29577,30519,31279,31856,32582,33148,33495,34002,34531,35286,35441,36385,37265,37949,38876,39971,40246,40791,41273,41636,42225,43071,43991,44311,44895,45464,45947,46353,46597,46718,47919,48920,49732,50903,51055,51590,52288,52816,53657,54058,54681,54528,54884,55803,55869,55814,57897,57954,58850,59442,60189,61513,62698,63917,64848,66237,67374,68646,69087,69808,70973,71739,72391,73895,74981,76219,76970,77412,78491,78589,78971,79392,79571,80802,82623,83227,84189,85584,85504,86545,87070,87688,88094,88685,88974,90065,90497,90681,90456,91435,91869,93245,95292,95591,96687,96844,97716,99142,100324,101621,102010,104055,105740,105707,105792,106262,106730,106001,106309,106996,106821,109087,108840,106411,105036,104784,104850,106008,107524,107822,108154,109667,111288,113265,113799,114438,115954,115502,116256,117166,119310,118896,119652,119955,119960,121606
"138","130","        Household cleaning products","DCLERC0",1927,2049,2128,2151,2170,2200,2214,2305,2394,2439,2509,2644,2721,2736,2760,2784,2810,2928,2995,2993,3038,3153,3231,3260,3252,3296,3388,3550,3543,3686,3683,3761,3810,3858,3858,3958,4025,4160,4257,4348,4460,4496,4613,4724,4894,4962,5057,5189,5160,5240,5274,5331,5451,5678,5737,5828,5971,6045,6218,6302,6514,6643,6850,6945,7048,7107,7250,7236,7333,7377,7432,7508,8175,7715,7463,7560,8120,8682,9124,9470,9819,10058,10295,10700,11060,11356,11773,12135,12350,12600,12861,13183,13336,13548,13726,13963,14001,14456,14825,15066,15470,15871,16109,16317,16607,16876,17155,17543,17876,17935,18191,18623,18811,19006,19088,19149,19505,19602,19713,19980,20009,20142,20303,20374,20539,20598,20773,20484,20486,20678,20504,20352,20786,20509,20619,20843,21375,21826,22248,22700,22975,23422,23824,24260,24542,24870,25165,25419,25655,26169,26558,26994,27381,27515,27908,27974,27887,27930,27920,28221,28774,28895,29144,29561,29242,29705,29900,30183,30293,30659,30845,31259,31246,31185,31074,31310,31473,31441,31859,31711,31974,31948,31864,32161,32368,32615,32737,33141,33623,33537,33370,33370,33255,32952,32876,32969,33160,33928,34093,33509,33289,33188,33162,33437,33792,33849,33773,34189,34490,35027,35253,35333,35724,35487,35597,35751,35994,35926,36118,36180,36344,36757
"139","131","        Household paper products","DPAPRC0",1034,1057,1087,1114,1134,1182,1198,1230,1264,1296,1318,1342,1382,1404,1451,1475,1504,1501,1527,1536,1572,1624,1684,1720,1758,1808,1874,1972,2038,2089,2135,2154,2177,2190,2204,2241,2269,2307,2315,2329,2345,2325,2343,2359,2402,2401,2401,2416,2346,2346,2311,2297,2286,2376,2440,2535,2669,2787,2988,3139,3289,3431,3636,3802,3950,4059,4263,4383,4530,4648,4805,5007,5588,5387,5309,5429,5760,6173,6492,6763,7050,7278,7476,7782,8079,8316,8631,8906,9124,9347,9576,9836,9987,10115,10221,10365,10290,10493,10647,10698,10859,11019,11048,11060,11125,11143,11182,11280,11361,11243,11245,11333,11265,11319,11323,11337,11759,12126,12502,12772,13021,13256,13567,13863,14258,14495,14727,14844,15048,15412,15490,15553,15985,16027,16256,16497,16583,16810,17032,17320,17464,17762,18037,18303,18471,18686,18839,19030,19239,19616,19877,20162,20383,20411,20691,20729,21002,21420,21777,22216,22781,23070,23446,24076,24001,24601,25005,25445,25676,26172,26516,27048,27277,27389,27410,27607,27752,27670,28060,28003,28288,28322,28434,28928,29255,29676,29974,30408,30670,30950,31051,31281,31301,31227,31376,31735,32143,33048,33311,32918,32791,32690,32664,33007,33377,33204,33288,33776,34272,34827,35066,35085,35400,35330,35402,35442,35625,35405,35604,35726,35882,36181
"140","132","        Household linens","DLINRC0",1814,1850,1849,1877,1854,1897,1910,1944,1970,1986,2009,2057,2128,2171,2200,2231,2226,2226,2300,2298,2373,2515,2523,2579,2573,2637,2723,2806,2878,2914,2977,3039,3000,3071,3150,3197,3281,3289,3390,3322,3284,3297,3285,3243,3200,3235,3195,3259,3194,3187,3263,3208,3218,3335,3469,3539,3688,3679,3748,3793,3911,3885,3900,3884,3926,3960,4028,4172,4282,4248,4282,4408,4325,4584,4817,4932,4900,5186,5219,5385,5504,5647,5928,6168,6153,6248,6512,6702,6962,7065,7276,7270,7270,7376,7616,7893,8010,8195,8451,8734,8951,9386,9345,9628,9745,9755,9977,10216,10631,10962,11225,11264,11464,11607,11673,11648,12062,12384,12661,13122,13096,13196,13371,13483,13656,13817,14019,14116,14346,14547,14696,14739,15643,15934,16394,16471,16471,16992,17437,17766,18156,18571,18897,19337,19323,19590,20211,20371,20564,20994,21313,21772,21782,21975,22297,22293,22510,22431,22303,22664,23188,23341,23616,23854,24012,24151,24235,24205,24154,23782,23674,23918,24151,24157,24031,24540,24670,25869,26789,27095,27565,27736,28372,28786,29399,29904,29846,30669,31221,31121,31324,31564,32041,31640,31824,31979,31334,31729,31070,30092,29182,29082,29149,29488,30133,30371,30507,30935,31591,32155,32206,32536,33192,33057,33528,33873,35071,34847,34976,35153,35001,35596
"141","133","        Sewing items","DSEWRC0",107,109,109,110,109,112,112,114,116,117,118,121,125,128,129,131,131,131,135,135,140,148,148,152,151,155,160,165,169,171,175,179,176,181,185,188,191,190,193,187,182,181,178,173,169,168,164,164,159,156,157,152,151,156,163,166,176,180,188,195,205,209,215,219,226,233,242,256,269,272,280,295,293,311,327,334,332,350,352,362,370,378,396,412,410,415,432,444,460,466,479,477,477,484,499,518,520,525,533,543,548,565,554,562,559,550,553,557,569,576,579,570,573,580,584,582,602,616,628,649,646,649,655,659,665,671,679,681,691,698,703,703,745,759,781,784,786,812,836,853,874,896,914,937,939,954,986,996,1007,1030,1048,1073,1075,1084,1100,1100,1102,1139,1093,1134,1183,1181,1206,1214,1248,1296,1272,1232,1252,1248,1290,1351,1345,1350,1359,1410,1353,1381,1402,1383,1431,1391,1414,1416,1400,1406,1395,1402,1423,1371,1381,1340,1356,1353,1288,1290,1277,1315,1307,1298,1276,1270,1271,1299,1320,1308,1331,1337,1341,1373,1370,1354,1381,1385,1381,1429,1501,1529,1548,1498,1470,1521
"142","134","        Miscellaneous household products","DMHPRC0",307,324,328,333,337,341,345,329,347,366,369,374,377,379,384,388,405,406,433,432,433,476,476,475,477,479,507,525,553,543,572,572,575,588,587,614,617,629,641,637,635,656,650,667,668,676,675,688,697,698,714,715,721,738,761,800,852,887,927,967,1010,1049,1086,1092,1131,1190,1238,1273,1333,1347,1404,1468,1506,1542,1596,1667,1668,1786,1843,1924,1946,2080,2187,2211,2208,2155,2229,2332,2384,2377,2390,2381,2426,2479,2468,2547,2620,2716,2808,2908,3048,3130,3190,3224,3237,3311,3358,3475,3554,3596,3654,3673,3833,3841,3929,4002,3991,4192,4228,4380,4285,4347,4392,4437,4539,4476,4483,4403,4313,4468,4475,4467,4739,4726,4800,4847,4974,5072,5145,5277,5380,5586,5704,5808,5812,5708,5772,5923,5926,6086,6184,6219,6349,6427,6495,6493,6470,6471,6478,6567,6697,6739,6777,6879,7001,6792,6658,6623,6719,6824,6649,6490,6477,6600,6582,6569,6621,6883,7183,7398,7429,7446,7632,7850,7902,8020,8059,8435,8804,8728,8667,8707,8776,8829,8945,9022,8908,9067,9058,8593,8497,8555,8604,8777,8902,9090,9254,9430,9594,9882,9905,10130,10256,10244,10349,10670,11119,11190,11406,11397,11262,11550
"143","135","      Personal care products (part of 118)","DOPCRC0",2857,2867,2911,2957,3057,3174,3232,3331,3364,3444,3543,3703,3743,3844,3886,3975,4056,4109,4167,4185,4302,4427,4526,4525,4656,4713,4862,5039,5137,5267,5376,5506,5589,5720,5826,5921,6079,6230,6377,6421,6545,6676,6794,6853,7018,7063,7152,7327,7383,7440,7499,7585,7702,7948,8156,8369,8643,8848,9067,9315,9648,9941,10219,10303,10567,10971,11276,11505,11752,11972,12309,12788,13162,13522,14016,14617,14742,15269,15600,15984,16449,16933,17396,17769,18155,18384,18845,19434,19901,20338,20675,20912,21073,21347,21668,22132,22588,23361,24206,24726,25393,26165,26432,27034,27542,27920,28487,29054,29599,30013,30646,31195,31883,32499,32910,33284,33800,34368,34787,35453,35951,36472,37312,37967,38919,39091,39450,39538,39945,40372,40307,40354,41030,41014,41422,42013,42804,43479,44301,45196,45503,46679,47774,48491,49141,49867,50532,51153,51731,53260,53713,55091,55766,56018,56985,56854,57934,59289,60595,61833,63121,63749,64366,66557,66762,67981,69117,70171,70028,70612,70913,72613,73403,73336,72735,73160,74379,76371,79186,80090,81545,82325,83079,84197,86329,87200,88178,90304,92382,93215,94056,95682,97430,98517,99781,100083,100492,102233,102053,100465,99967,99788,99507,101091,102510,103745,105394,107267,108586,109909,111059,111486,113134,113389,114317,115109,116811,117368,118471,119466,119547,121614
"144","136","        Hair, dental, shaving, and miscellaneous personal care products except electrical products","DOPHRC0",1309,1316,1341,1370,1431,1496,1524,1560,1551,1566,1596,1665,1681,1733,1776,1851,1932,1994,2048,2062,2103,2146,2178,2170,2234,2264,2336,2419,2455,2510,2560,2627,2686,2764,2810,2838,2883,2922,2971,2986,3056,3134,3206,3243,3333,3358,3400,3473,3504,3521,3517,3509,3520,3580,3610,3643,3718,3769,3824,3903,4056,4183,4263,4238,4262,4343,4405,4475,4579,4694,4863,5097,5268,5452,5683,5945,5994,6159,6302,6478,6707,6930,7128,7287,7485,7601,7781,8034,8208,8385,8537,8656,8720,8854,8989,9212,9330,9681,10030,10193,10470,10726,10826,11033,11227,11380,11599,11829,12003,12128,12349,12596,12748,12933,13048,13175,13706,14134,14496,14865,15235,15553,16060,16533,17007,17341,17760,18029,18372,18783,18927,19117,19618,19817,20065,20361,20982,21441,22002,22626,22850,23558,24244,24754,25319,25922,26325,26852,27269,28172,28641,29451,30110,30316,30891,30907,31591,32458,33231,34020,34827,35226,35605,36893,36900,37784,38412,39010,39027,39718,40108,41331,41736,41483,41089,41202,41937,42886,44395,44880,45695,46146,46463,46958,48097,48379,48905,50008,51105,51588,51947,52748,53709,54318,55061,55227,55654,56586,56583,55817,55654,55500,55116,55917,56549,57263,58298,59312,59783,60346,61045,61081,62185,62334,62643,62790,63458,63700,64226,64922,64925,66066
"145","137","        Cosmetic/perfumes/bath/nail preparations and implements","DCOSRC0",1463,1466,1483,1498,1532,1580,1608,1669,1710,1774,1841,1927,1950,1996,1991,2000,1995,1981,1983,1985,2059,2138,2203,2211,2272,2297,2369,2457,2515,2586,2642,2702,2722,2771,2829,2895,3005,3114,3211,3238,3289,3338,3380,3398,3467,3484,3529,3628,3651,3690,3755,3852,3957,4140,4318,4495,4689,4838,4998,5163,5333,5490,5685,5797,6036,6357,6597,6753,6888,6985,7145,7379,7573,7742,7996,8321,8392,8744,8923,9121,9344,9594,9847,10054,10230,10336,10608,10930,11213,11464,11642,11754,11848,11981,12160,12388,12716,13114,13587,13932,14303,14803,14962,15341,15642,15854,16187,16508,16864,17144,17538,17822,18345,18762,19049,19288,19237,19348,19380,19650,19751,19932,20229,20379,20824,20637,20548,20348,20386,20374,20152,19995,20135,19905,20046,20318,20443,20632,20856,21088,21156,21579,21946,22120,22171,22256,22494,22556,22693,23262,23218,23735,23706,23735,24086,23938,24226,24593,25039,25391,25764,25936,26093,26889,27015,27246,27662,28026,27815,27634,27462,27812,28085,28190,27971,28242,28683,29599,30756,31120,31670,31943,32317,32864,33738,34237,34639,35553,36398,36761,37204,37955,38649,39110,39570,39680,39709,40401,40287,39602,39362,39359,39457,40169,40855,41323,41896,42673,43424,44090,44500,44822,45268,45367,45893,46471,47364,47682,48219,48494,48550,49352
"146","138","        Electric appliances for personal care","DEAPRC0",85,86,87,89,93,98,100,103,102,103,106,111,112,116,119,124,129,133,136,137,140,143,145,145,150,153,158,164,167,170,173,177,180,185,187,188,191,193,196,196,200,204,209,212,218,220,223,227,228,229,227,225,225,228,229,231,237,240,244,249,259,267,271,268,268,272,274,278,285,292,301,312,321,327,338,351,356,366,375,385,398,410,420,429,440,447,456,470,480,489,497,503,505,512,519,532,542,566,589,601,619,636,645,659,674,685,701,718,731,742,759,777,790,804,813,821,857,887,912,938,964,987,1022,1055,1089,1112,1141,1161,1187,1215,1227,1242,1277,1291,1311,1334,1378,1407,1443,1482,1496,1541,1585,1616,1651,1689,1713,1745,1769,1826,1855,1905,1950,1967,2007,2010,2117,2237,2325,2422,2530,2588,2668,2775,2847,2951,3043,3135,3186,3260,3342,3470,3582,3664,3674,3717,3759,3887,4036,4091,4180,4235,4299,4375,4494,4584,4634,4743,4879,4866,4904,4979,5073,5089,5150,5177,5129,5245,5183,5046,4951,4929,4933,5005,5106,5159,5199,5283,5378,5473,5514,5582,5680,5688,5780,5848,5989,5986,6026,6050,6072,6196
"147","139","      Tobacco (127)","DTOBRC0",6385,6441,6585,6805,6871,6802,6933,6878,7050,7226,7084,7204,7230,7225,7154,7275,7358,7503,7627,7512,7670,7093,7688,7805,7991,8372,7985,8020,8292,8728,8451,8645,8615,8891,9045,9161,9166,9368,9494,9664,9502,9543,9988,10143,10294,10478,11017,11379,11664,11057,11242,11389,11958,12266,12157,12391,12475,13080,13534,13875,14189,13885,13918,14403,14229,14794,15282,15967,16280,17125,16936,16806,17056,16713,16851,17300,17709,17969,18690,18757,18894,19002,19293,19552,20134,20622,21155,21529,22026,22783,23129,23382,23352,23826,24116,25918,26945,27153,27947,28017,28532,29057,29613,29768,30225,30641,30986,31393,31483,31848,32380,32916,33972,34492,34796,34924,34483,34397,34868,35231,37152,38077,39331,39884,40211,40497,41620,41636,41310,41699,42524,44103,46661,47975,48576,48821,50630,50615,48037,45523,46565,47174,47665,47909,48207,48936,49625,50052,50628,51246,51691,52112,52641,53798,53888,55067,55079,55656,56112,58817,65892,64334,65534,66386,67494,69053,69120,68302,68489,69795,71026,69512,68161,70099,71868,70439,70273,69709,70697,71157,72607,73162,74420,74467,75577,75717,77177,78232,81012,80153,79363,83471,83764,83357,84719,85203,83385,86107,88694,87449,92653,99565,102645,103217,105868,104388,107165,107626,106679,109820,108486,108111,108161,109551,108292,109745,109103,106931,107692,108293,108099,104411
"148","140","      Magazines, newspapers, and stationery (part of 90)","DNEWRC0",3357,3333,3471,3404,3414,3563,3502,3537,3458,3324,3352,3338,3639,3662,3818,3928,3989,3987,4091,4085,4123,4442,4299,4001,4367,4463,4465,4737,5153,5304,5555,5313,5699,5573,5605,4988,5787,5775,5893,5941,6110,6415,6567,6613,6791,6825,6891,7077,6831,7037,7208,7138,7267,7670,7795,7910,8125,8294,8459,8818,8990,9136,9282,9372,9685,9772,9955,10167,10559,10611,10874,11103,11030,11392,12193,12957,13098,13797,14274,15051,15629,16123,16497,17366,17898,17561,18082,19003,19609,19657,19886,20174,20319,20956,21437,21438,21638,22100,22554,23269,23767,24442,24774,25069,25224,25171,25397,25682,26135,26240,26738,27164,27796,28806,29172,29417,30791,31371,31931,32557,33281,33871,34150,34686,35720,36074,36753,37422,37717,37794,38032,37620,38110,38219,39155,39609,40002,40650,40969,41830,42566,43374,44383,44817,45032,46009,45899,47291,46627,47913,48745,49484,50154,49705,50086,50877,51136,51343,52333,52741,53653,54075,54138,55383,55612,56803,56711,57141,55847,55390,54801,54131,54445,54725,54729,55307,54804,54820,55375,55503,56692,56763,56818,56887,57343,57930,58144,58605,59761,58968,58659,58904,58102,57120,57390,58282,57678,59536,59264,56926,57064,57367,58579,59684,61154,62171,63286,64609,66426,67400,67965,70465,70749,71500,73147,75463,77523,78397,79586,79431,80042,82396
"149","141","        Newspapers and periodicals","DMAGRC0",2180,2068,2154,2130,2127,2199,2180,2223,2129,2043,2023,1985,2235,2278,2383,2421,2471,2447,2544,2514,2505,2737,2572,2311,2640,2670,2665,2837,3070,3226,3365,3083,3511,3376,3375,2821,3418,3342,3518,3467,3509,3694,3755,3810,3947,4043,4139,4260,4257,4379,4569,4498,4526,4766,4855,4953,5097,5182,5342,5543,5792,5817,5869,6046,6141,6238,6372,6673,6830,6889,7117,7296,7377,7477,7887,8167,8319,8914,9323,9920,10346,10736,10924,11519,11951,11570,11937,12602,12986,12889,13007,13274,13181,13792,14219,14180,14181,14432,14616,15124,15484,15743,15844,15844,15950,15762,15899,16030,16379,16422,16557,16655,17067,17536,17767,17978,18846,19093,19369,19666,19786,20107,20055,20275,20850,21368,21891,22418,22140,22157,22204,21710,21829,21655,22196,22155,22854,23222,23525,24135,24624,25279,26026,26475,26995,27569,27171,28364,28522,29309,29744,30333,30898,30785,31115,31813,31534,31497,31965,31962,32467,32843,32910,33702,33584,34469,34442,35032,34663,34584,34140,33599,33897,34415,34501,34924,34551,34238,34576,34671,35478,35589,35636,35587,35830,35958,36123,36377,37144,36376,35783,35469,34803,33863,34015,34869,34405,35886,35767,34264,34431,34722,35821,36741,37858,38632,39509,40433,41929,42645,43153,45195,45332,46220,47774,49568,51214,51834,52612,52756,53135,55192
