"","Table 2#4#5U# Personal Consumption Expenditures by Type of Produ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206"
"21","13","          Used auto margin","DMARRC0",1762,1870,1888,1780,1762,1755,1663,1727,1553,1571,1612,1748,1754,1847,1843,1932,1955,2029,2074,2174,2194,2190,2217,2164,2275,2281,2387,2573,2527,2355,2336,2470,2308,2415,2536,2617,2602,2644,2735,2891,2942,2802,2804,2880,2648,2758,2823,2659,3061,3394,3400,3509,3582,3885,3801,3949,4098,3921,3820,3754,3290,3649,4095,3777,3872,3992,4277,4811,5301,5420,5676,5983,6020,5783,5791,5826,5613,6425,6546,6324,6170,5778,5453,4963,4988,4461,4816,5434,6053,6260,6607,6465,6793,6318,6734,7231,7650,8542,8980,9081,8716,9161,9219,8817,8753,9359,9724,9440,9474,9878,11411,11337,11193,13358,14824,14273,13075,12507,12927,13215,14787,14423,14154,15176,13947,12730,12909,12355,13558,12774,13138,13254,13205,13674,14150,14789,14853,15816,16815,16969,18221,18610,19565,22261,21685,22019,21501,20596,22538,23294,23676,23457,24784,23542,24890,24991,22776,22673,23501,24645,22915,24836,25165,23169,25510,23242,23439,24784,25152,26514,25544,24980,26054,25428,23658,23919,23567,21595,22888,22965,21697,25724,25854,26035,27314,26369,24431,25808,26285,25171,25309,25811,24230,25427,26347,25828,25706,24578,23900,20884,21967,22398,22510
"22","14","          Employee reimbursement","DREERC0",-136,-147,-141,-144,-146,-156,-150,-152,-157,-171,-169,-175,-181,-194,-190,-195,-199,-210,-206,-209,-211,-227,-217,-221,-227,-245,-242,-250,-257,-277,-272,-278,-283,-298,-290,-293,-296,-310,-302,-304,-307,-322,-312,-315,-316,-330,-318,-320,-321,-336,-324,-327,-326,-336,-325,-325,-321,-336,-326,-333,-345,-373,-375,-387,-392,-402,-386,-384,-391,-416,-416,-429,-438,-460,-447,-447,-495,-527,-554,-584,-599,-619,-639,-667,-684,-708,-732,-760,-777,-799,-822,-850,-876,-903,-896,-921,-900,-914,-891,-891,-886,-913,-897,-899,-896,-914,-893,-893,-891,-911,-894,-900,-898,-902,-899,-898,-1066,-1066,-1066,-1066,-1233,-1233,-1233,-1233,-1401,-1401,-1401,-1401,-1568,-1568,-1568,-1568,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735,-1735
"23","15","        Used light trucks","DUTRRC0",73,79,77,65,76,78,76,68,61,60,59,62,82,82,92,103,99,104,112,118,117,117,129,112,130,134,144,161,166,162,170,173,169,189,200,179,195,176,162,171,175,177,189,208,197,209,226,184,219,242,254,269,283,259,259,292,345,345,345,345,349,349,349,349,344,344,344,344,406,470,534,598,631,663,695,727,749,880,925,1022,993,914,1157,1372,1259,1211,1430,1400,1447,1580,1692,1441,1918,1756,1658,1688,1520,2159,2626,3034,3220,3346,3254,3452,4053,3975,4656,4628,4788,5815,7346,6635,6056,7216,7449,7499,8275,8603,8813,9277,9785,9982,11162,11087,13007,12751,12906,12889,12733,13240,14538,14147,14245,14910,15347,15446,15623,16670,16503,17829,17486,17627,17585,19539,20582,21457,22681,24829,27413,27990,28920,30482,32524,33965,36453,35790,35280,37195,43671,51536,45307,51754,52078,47251,52773,48035,49955,52128,53818,50026,55307,53930,52002,59392,60690,55436,54513,52965,53911,51798,51169,52973,54823,57983,59993,56420,55987,55732,57778,58448,59332,61597,59866,63072,66010,65261,63239,59809,56963,54957,57348,56535,56588
"24","16","          Net transactions in used trucks","DUTNRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504,786,1021,1230,1336,1405,1373,1461,1727,1724,2089,2179,2447,3073,3968,3608,3185,3778,3905,3968,4573,4798,4915,5126,5126,5188,5867,5999,7507,7583,7844,7966,7820,8323,9440,9570,10441,11411,12092,12276,11844,12297,11781,12282,11659,11396,11129,12248,13085,13723,14614,16123,17961,18436,19108,20168,21998,22667,23970,23329,23899,25332,31192,37534,32222,37218,37448,33591,37727,34208,35525,37564,38927,34362,40017,38160,34957,42335,44631,38904,38164,37494,36786,34338,34482,33950,35426,38656,39187,37005,38310,37559,38759,39869,40353,41824,41172,43145,44664,44929,43755,42562,40388,38866,40154,37801,37501
"25","17","          Used truck margin","DUTMRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016,1374,1605,1805,1883,1941,1881,1991,2326,2251,2567,2449,2341,2742,3378,3027,2870,3439,3544,3531,3702,3805,3898,4152,4659,4794,5295,5088,5500,5168,5061,4922,4913,4917,5098,4577,3804,3498,3255,3171,3779,4374,4722,5546,5827,6231,6456,7291,7497,7734,8067,8706,9452,9554,9812,10314,10526,11298,12483,12461,11382,11863,12479,14003,13086,14536,14630,13660,15045,13827,14430,14564,14891,15664,15290,15770,17046,17057,16058,16532,16349,15471,17124,17460,16687,19023,19397,19327,20806,19416,17677,18173,19019,18579,18979,19772,18694,19927,21346,20332,19484,17247,16575,16091,17193,18734,19087
"26","18","      Motor vehicle parts and accessories (58)","DMVPRC0",2315,2360,2439,2418,2458,2520,2479,2491,2463,2504,2626,2683,2757,2789,2826,2928,2952,2978,3016,3102,3174,3246,3263,3264,3368,3428,3447,3557,3694,3681,3833,3852,3863,3960,4051,4130,4302,4510,4725,4915,5206,5389,5437,5580,5774,6050,6157,6367,6766,7034,7262,7482,7703,7860,8098,8354,8647,8792,8961,9192,9146,9546,9787,9549,9787,10208,10519,10634,11060,11150,11438,11819,12675,12759,12814,13260,13390,14285,14684,15309,15627,16061,16597,17053,17597,17541,17983,18583,19481,19098,20166,19549,19672,20337,20501,21209,21286,21841,22299,23043,23179,22961,22410,22624,22906,23537,23723,23767,23365,23491,23879,23441,22957,23547,24456,24801,26128,26404,26334,26379,26180,26387,27388,27909,28656,28356,28265,27738,27251,28303,28137,27522,28208,28347,28808,29546,29604,30505,31434,31645,33122,33334,33969,34523,34317,35089,35732,36326,37114,37546,37618,38309,38783,38580,39573,39596,39684,39626,38957,39640,40191,40711,41354,42022,42403,41582,41848,41321,40764,41418,40997,41861,41054,41493,42275,41875,42293,42855,43890,44114,44498,44654,45140,46460,47299,47857,48064,48963,50516,49852,50656,51222,51866,52134,52621,53308,52688,53017,52276,51748,51428,50861,50724
"27","19","        Tires","DTATRC0",1481,1504,1549,1538,1556,1590,1560,1566,1549,1570,1641,1672,1713,1729,1748,1806,1817,1832,1858,1909,1931,1974,1982,1985,2053,2107,2122,2198,2300,2310,2416,2438,2449,2490,2544,2609,2725,2864,3010,3141,3318,3425,3462,3563,3688,3876,3961,4123,4382,4563,4742,4917,5121,5275,5434,5558,5661,5681,5693,5758,5692,5904,5980,5759,5852,6031,6132,6101,6293,6282,6345,6453,6888,6815,6742,6923,7008,7430,7727,8014,8118,8363,8667,8921,9232,9380,9420,9707,10055,9902,10437,10097,10027,10335,10436,10666,10837,11012,11338,11645,11747,11580,11468,11510,11601,11932,11981,12233,12077,12158,12175,11983,11934,12037,12372,12687,13403,13536,13500,13358,13267,13331,13831,14290,14603,14459,14335,14060,13847,14365,14166,13809,14080,14066,14204,14450,14329,14616,14915,14878,15436,15397,15547,15653,15411,15610,15748,15861,16063,16088,15947,16058,16046,15815,16125,16089,16093,15808,15556,15577,15692,15726,15741,15859,16017,15696,15770,15348,15689,16150,16175,15903,15835,16186,16381,16441,16628,16879,17403,17698,17794,18066,18384,19089,19772,19905,20049,21112,21673,21508,21997,22289,22885,23233,23456,23614,23638,24145,24306,24658,24610,24434,24064
"28","20","        Accessories and parts","DPAARC0",834,856,890,880,902,930,919,925,914,934,985,1011,1044,1060,1078,1122,1135,1146,1158,1193,1243,1272,1281,1279,1315,1321,1325,1359,1394,1371,1418,1413,1414,1471,1506,1521,1577,1646,1715,1774,1889,1964,1975,2017,2086,2174,2196,2244,2384,2471,2520,2565,2582,2586,2664,2796,2986,3111,3268,3434,3454,3642,3807,3789,3935,4177,4387,4533,4768,4869,5094,5366,5787,5944,6072,6337,6382,6855,6957,7295,7509,7698,7930,8132,8365,8161,8563,8876,9426,9196,9729,9452,9645,10003,10065,10543,10450,10829,10961,11399,11431,11382,10943,11114,11306,11606,11743,11534,11288,11333,11703,11458,11024,11510,12084,12114,12726,12869,12833,13021,12913,13056,13557,13619,14053,13897,13931,13678,13404,13938,13971,13713,14128,14280,14605,15096,15275,15889,16519,16767,17686,17938,18422,18870,18906,19479,19984,20464,21051,21458,21671,22251,22737,22765,23447,23507,23591,23817,23401,24063,24499,24985,25613,26163,26385,25886,26078,25972,25075,25268,24822,25958,25219,25306,25893,25434,25665,25976,26487,26416,26703,26588,26756,27371,27527,27952,28015,27850,28843,28344,28659,28932,28981,28900,29165,29694,29051,28872,27970,27090,26818,26427,26661
"29","21","    Furnishings and durable household equipment","DFDHRC0",15144,15547,15648,15733,15522,15709,15261,15207,15187,15412,15685,16005,16063,16239,16633,16761,17057,17234,17707,18044,18903,19525,19694,19946,19929,20182,20735,21797,22178,22216,23096,23082,23244,23566,23761,24145,24917,25771,26821,26848,27297,27850,27539,27667,27769,28001,28111,28726,29022,29501,30159,31092,32272,32815,33978,35025,37112,37708,38159,38865,40123,41225,41808,40406,40846,41939,43149,44514,45847,46407,47419,49015,51128,52557,53903,55831,55322,59034,59850,61813,62542,64337,66868,67268,67446,65971,67350,70606,71451,71805,72000,70588,70092,71285,71926,73940,76084,77862,81235,83900,85802,88770,89392,91367,91976,93435,95133,97937,100123,101938,105248,106508,107870,108892,110669,110714,112287,114541,115240,118550,120105,121273,121792,122383,124564,121244,119810,118143,118395,119879,118945,117917,121980,122968,125128,127077,128331,130822,132567,133750,135196,139262,142481,145104,144180,145002,148105,149680,148780,153860,154385,157115,157854,158893,161714,163500,168136,171610,174929,179642,184587,188129,193579,198445,204170,207707,210122,210423,212659,213203,214433,219465,224779,226505,224841,227347,224872,230620,237400,240468,244111,246852,250999,254657,257406,262466,264691,271005,278074,274976,276007,276984,281717,279010,279273,279335,275768,276181,269447,259102,255710,251327,251558
"30","22","      Furniture and furnishings (parts of 31 and 32)","DFFFRC0",8486,8742,8699,8726,8746,8803,8541,8558,8429,8657,8861,9105,9106,9254,9594,9607,9792,10075,10346,10558,11235,11528,11630,11687,11884,11953,12264,12952,12993,13022,13558,13488,13535,13716,13901,14084,14480,14968,15428,15462,15689,15927,15673,15690,15659,15698,15681,16020,16142,16262,16736,17222,17908,18303,18737,19442,20739,21086,21281,21626,22334,23162,23499,22537,22645,23127,23695,24640,25224,25453,26150,27043,28816,29230,29681,30742,30377,32805,33170,34177,34611,35563,37027,37020,37019,35810,36500,38407,38904,38868,38602,37314,36920,37600,37863,38925,40579,41788,44184,46080,47416,49288,49634,50998,51291,52360,53612,55270,56940,58127,60656,61844,62976,64162,65423,65476,66046,67117,67282,69448,70601,70741,70863,70976,72129,69479,68302,67001,66945,67764,67235,66535,68119,68740,69697,70540,71790,73313,73988,75047,75816,78550,80870,82300,81518,82156,84251,85603,85119,88422,89104,90645,91836,92733,94509,96085,98253,100002,101813,104706,107133,109376,112890,115728,119377,121924,123238,122167,123424,123495,124161,126849,130017,130718,129370,130746,129261,132824,136175,138487,140778,142413,145408,147531,148818,151573,153776,157186,160930,159416,160004,159892,162583,161062,160912,160369,157878,157198,152756,146094,143789,140754,140700
"31","23","        Furniture","DFNRRC0",4772,4960,4895,4919,4957,4970,4770,4734,4645,4819,4950,5066,5050,5091,5379,5338,5427,5515,5716,5780,6118,6269,6329,6367,6428,6461,6670,7045,7078,7052,7349,7287,7290,7409,7484,7560,7746,8035,8222,8332,8468,8700,8612,8656,8683,8726,8637,8780,8954,9016,9415,9846,10229,10398,10604,10905,11704,11859,11965,12093,12326,12619,12991,12559,12476,12780,12986,13439,13884,13813,14101,14815,16295,16317,16318,16674,16616,18248,18536,19115,19491,19986,21051,20827,20859,19920,20430,21948,22095,22327,21767,20863,20495,21000,20959,21725,22574,23307,24438,25400,26392,27140,27716,28635,28722,29144,30028,31188,31486,32308,34109,34495,35128,35342,35468,35031,35901,36345,36450,38402,39857,40362,40734,40719,41324,39482,38637,37806,38046,39080,38767,38634,39286,39574,40283,40776,41563,42951,43306,44146,44492,46084,47599,48557,48097,48558,50227,51150,51001,53221,53694,54780,55729,56650,57977,59287,60607,61451,62478,64018,65688,66791,69176,71011,73562,75466,76265,75129,76125,76332,76943,78942,80861,81217,79921,80768,79603,81783,83642,85046,86335,87401,89282,90485,90905,92470,94103,95723,97157,96322,97373,97252,98740,97733,97382,97177,95881,95089,92090,88217,87213,84965,85036
"32","24","        Clocks, lamps, lighting fixtures, and other household decorative items","DCLFRC0",1176,1199,1211,1234,1231,1267,1253,1276,1294,1313,1348,1399,1400,1439,1470,1499,1523,1551,1602,1612,1674,1730,1768,1798,1820,1866,1926,2007,2075,2098,2165,2193,2200,2249,2285,2343,2423,2533,2615,2634,2709,2755,2756,2785,2834,2879,2910,2982,3011,3058,3168,3212,3280,3386,3531,3657,3856,3910,3978,4053,4194,4305,4377,4329,4423,4555,4708,4856,5016,5081,5194,5343,5203,5628,5961,6219,5940,6404,6565,6864,6833,6913,7072,7298,7298,7341,7463,7776,7934,7936,8031,7828,8010,8093,8437,8696,8444,8379,8711,8959,8814,9186,8973,9081,9007,9106,9102,9149,9337,9407,9731,9987,10025,10123,10181,10296,10533,10748,10906,11045,11207,11457,11711,11730,12239,11942,11910,11845,12119,12045,11992,12085,12529,12687,13000,13242,13462,13616,13850,14073,14467,14900,15375,15581,15518,15938,16261,16501,16413,17097,17244,17651,17742,17763,18148,18267,18721,18843,19046,19529,20046,20443,20862,21376,21768,22044,22366,22396,22490,22313,22159,22426,22846,23114,23143,23596,23259,23935,24570,24797,25170,25287,25813,26129,26437,26919,27017,27765,28615,28287,28438,28794,29488,29295,29621,29766,29383,29727,29181,28337,28189,28077,28248
"33","25","        Carpets and other floor coverings","DFLRRC0",1726,1754,1766,1742,1742,1739,1705,1734,1671,1703,1737,1801,1806,1863,1883,1905,1983,2155,2152,2290,2536,2573,2564,2535,2648,2616,2627,2826,2735,2756,2900,2845,2887,2873,2926,2966,3064,3137,3295,3220,3232,3181,3020,2975,2872,2808,2863,2961,2892,2898,2832,2858,3088,3174,3213,3461,3686,3807,3789,3898,4173,4587,4460,3977,4040,4053,4212,4483,4399,4628,4890,4847,5331,5166,5149,5526,5546,5786,5726,5814,5880,6223,6371,6295,6304,5989,5976,6015,6142,5872,6028,5890,5709,5760,5629,5562,6350,6705,7418,7871,8180,8625,8517,8607,8718,9153,9303,9516,10374,10364,10486,10873,11040,11718,12685,13045,12623,13088,13078,13142,12872,12421,12045,12315,12490,12123,11953,11723,11270,11273,11281,10829,11243,11414,11261,11366,11533,11353,11303,11198,11109,11691,11922,12054,11803,11481,11393,11536,11233,11500,11465,11372,11517,11402,11359,11506,11736,12328,12809,13425,13454,13989,14507,14747,15377,15575,15713,15724,15973,16142,16216,16393,16888,17040,16980,17002,17058,17450,18112,18749,19056,19398,19917,20199,20504,21053,21427,22094,23133,22853,22430,22266,22624,22194,21992,21627,20881,20791,20149,18631,17606,17234,17073
"34","26","        Window coverings","DWCTRC0",811,829,827,831,816,827,812,815,819,822,826,838,850,861,863,865,859,854,877,875,908,957,967,986,988,1010,1041,1074,1105,1116,1144,1163,1158,1186,1206,1215,1247,1264,1296,1276,1279,1292,1286,1274,1270,1285,1272,1297,1285,1289,1322,1306,1311,1345,1390,1418,1493,1509,1550,1582,1642,1652,1672,1672,1706,1740,1789,1862,1925,1930,1965,2037,1988,2120,2253,2323,2274,2365,2343,2384,2408,2442,2532,2601,2558,2560,2630,2668,2733,2733,2775,2733,2707,2747,2838,2941,3211,3396,3617,3850,4031,4337,4428,4674,4843,4956,5180,5417,5743,6048,6330,6489,6783,6978,7088,7104,6990,6936,6848,6859,6666,6502,6373,6212,6076,5933,5802,5626,5510,5365,5195,4986,5060,5064,5153,5156,5232,5393,5529,5629,5748,5875,5973,6108,6099,6179,6370,6416,6472,6603,6701,6842,6849,6917,7024,7025,7189,7379,7480,7733,7945,8153,8344,8594,8670,8839,8895,8918,8836,8707,8843,9088,9423,9346,9326,9380,9340,9655,9851,9894,10216,10327,10396,10719,10972,11131,11229,11604,12025,11955,11763,11580,11731,11841,11916,11799,11733,11591,11336,10909,10781,10479,10342
"35","27","      Household appliances (part of 33)","DAPPRC0",4249,4375,4510,4546,4353,4428,4235,4148,4245,4255,4300,4336,4307,4289,4311,4385,4488,4396,4519,4641,4749,4883,4887,4973,4735,4826,4918,5121,5268,5237,5453,5418,5481,5543,5492,5632,5876,6041,6513,6470,6571,6849,6850,6961,7054,7193,7287,7494,7639,7894,7935,8308,8709,8738,9214,9327,9760,9815,9920,10085,10375,10412,10489,10060,10174,10474,10771,10905,11258,11410,11507,11849,12160,12522,12896,13322,13006,13607,13717,14090,14250,14666,15150,15157,15120,14817,15036,15443,15576,15512,15566,15418,14956,15090,15190,15472,16005,16561,17140,17474,17870,18267,18511,18853,19279,19498,19785,20716,20686,21055,21600,21630,21771,21489,21899,21964,22093,22607,22733,23352,23542,23952,23782,24133,24073,23829,23483,23254,23137,23691,23359,22858,23966,24034,24376,24772,24535,25149,25735,25362,25287,25679,25739,26572,26586,26323,26775,26601,26449,26955,26576,27210,26536,26458,26604,26530,27481,28403,29107,29562,30471,31241,32199,32554,33356,33962,34122,34871,35112,35150,35764,36930,37515,37826,37366,37714,37137,37892,39551,39920,40274,40756,41019,41835,42532,43380,43215,44405,45420,44907,45315,45441,46107,45736,45871,46267,45834,46239,45182,43705,43356,42246,42606
"36","28","        Major household appliances","DMHARC0",3955,4074,4197,4227,4045,4110,3925,3837,3921,3926,3957,3979,3943,3918,3928,3986,4078,3991,4092,4187,4276,4385,4362,4405,4160,4207,4263,4430,4557,4537,4742,4736,4823,4906,4869,4983,5176,5294,5683,5631,5716,5959,5959,6057,6138,6260,6349,6540,6685,6924,6964,7283,7624,7631,8018,8084,8414,8418,8485,8625,8896,8951,9027,8648,8735,8969,9171,9218,9436,9486,9508,9761,10024,10347,10677,11043,10765,11287,11406,11778,11948,12326,12777,12803,12785,12535,12742,13134,13255,13186,13268,13177,12789,12934,13042,13281,13906,14482,15078,15445,15869,16304,16618,16996,17478,17763,18099,19080,19098,19517,20115,20220,20432,20182,20602,20672,20562,20940,20954,21420,21541,21824,21542,21777,21617,21296,20859,20547,20338,20737,20329,19816,20703,20693,20927,21243,21067,21630,22168,21763,21690,22051,22081,22864,22903,22618,23040,22880,22748,23201,22858,23503,22881,22782,22857,22773,23681,24590,25296,25697,26502,27257,28175,28467,29267,29825,29952,30662,30919,30951,31559,32676,33238,33533,33105,33410,32820,33523,35043,35401,35731,36189,36412,37163,37803,38573,38376,39464,40370,39860,40232,40267,40823,40484,40550,40882,40400,40721,39709,38299,37956,36888,37231
"37","29","        Small electric household appliances","DSEARC0",294,301,313,319,309,318,310,311,323,329,343,358,364,371,383,399,410,405,427,454,472,498,525,568,575,619,655,691,711,700,711,683,658,638,623,649,700,747,830,840,855,891,891,904,916,933,938,954,954,970,971,1025,1085,1107,1196,1242,1346,1397,1435,1460,1479,1460,1463,1412,1439,1505,1600,1687,1822,1924,1999,2088,2136,2175,2219,2279,2241,2320,2311,2312,2302,2340,2373,2354,2335,2282,2295,2310,2321,2326,2298,2241,2167,2156,2148,2191,2099,2079,2062,2029,2000,1962,1893,1857,1800,1734,1686,1636,1588,1538,1485,1409,1339,1307,1297,1292,1531,1667,1780,1932,2001,2128,2240,2356,2456,2532,2625,2707,2800,2954,3030,3042,3264,3341,3449,3528,3468,3519,3567,3599,3597,3628,3658,3708,3683,3705,3735,3721,3701,3754,3718,3708,3655,3676,3748,3757,3800,3813,3811,3864,3968,3984,4024,4087,4089,4137,4171,4208,4194,4199,4205,4254,4277,4293,4261,4304,4316,4369,4509,4518,4543,4567,4607,4672,4729,4808,4838,4942,5049,5046,5083,5174,5284,5252,5322,5386,5433,5519,5472,5406,5400,5358,5375
"38","30","      Glassware, tableware, and household utensils (34)","DUTERC0",1775,1781,1776,1789,1751,1782,1791,1797,1799,1788,1795,1817,1875,1900,1912,1939,1937,1918,1973,1977,2031,2173,2218,2307,2304,2364,2476,2590,2729,2750,2835,2918,2917,2995,3049,3125,3192,3330,3405,3422,3512,3533,3489,3488,3531,3545,3562,3607,3632,3686,3791,3832,3892,3978,4151,4311,4557,4667,4761,4875,5050,5208,5315,5279,5421,5617,5858,6033,6287,6422,6563,6771,6574,7144,7604,7962,8079,8468,8648,9038,9107,9333,9708,10000,10183,10245,10533,11239,11308,11746,12085,12120,12377,12649,12858,13353,13262,13137,13372,13634,13641,14156,14165,14375,14272,14352,14450,14514,14925,15136,15252,15257,15137,15187,15178,14992,15765,16160,16466,16692,16953,17397,17815,17844,18691,18288,18254,18207,18647,18542,18421,18536,19361,19658,20313,20867,20843,20978,21260,21501,21995,22561,23167,23342,23130,23642,23993,24207,23957,24887,24909,25334,25338,25357,25926,26107,27312,27880,28555,29557,30698,31346,32169,33423,34315,34929,35710,36143,36661,36793,36968,38039,39309,39836,40045,40703,40093,41220,42096,42251,42922,42941,43609,44032,44431,45279,45356,46379,47699,47280,47670,48389,49201,48739,49151,49276,48678,49065,48147,46873,46725,46737,46853
"39","31","        Dishes and flatware","DCHNRC0",716,719,717,722,708,720,723,726,727,723,727,736,759,770,775,786,786,779,802,803,825,882,900,936,935,959,1005,1050,1106,1115,1149,1182,1182,1213,1235,1266,1304,1376,1423,1446,1501,1527,1525,1542,1577,1601,1626,1664,1692,1735,1803,1841,1882,1924,2008,2085,2206,2261,2310,2368,2456,2536,2592,2577,2650,2748,2870,2959,3088,3157,3231,3337,3243,3524,3751,3927,3950,4099,4141,4281,4265,4320,4441,4523,4551,4525,4596,4842,4815,4934,5011,4956,5019,5127,5217,5417,5427,5454,5636,5830,5910,6219,6301,6480,6518,6641,6772,6888,7171,7361,7513,7612,7615,7641,7637,7548,7950,8177,8360,8504,8667,8923,9169,9215,9685,9507,9521,9528,9791,9768,9736,9829,10288,10445,10792,11087,11035,11039,11119,11175,11359,11577,11810,11822,11637,11812,11906,11928,11722,12088,12011,12125,12065,12076,12345,12430,13150,13526,13955,14531,15167,15518,15988,16723,17244,17612,18062,18348,18721,18872,19095,19781,20580,20900,21049,21384,21022,21599,22011,22033,22389,22400,22719,22911,23090,23531,23554,24008,24625,24437,24653,25039,25410,25122,25310,25340,25036,25180,24682,24085,23961,23963,23947
"40","32","        Nonelectric cookware and tableware","DNECRC0",1059,1063,1059,1067,1044,1062,1067,1071,1072,1064,1068,1080,1116,1130,1137,1153,1151,1139,1172,1174,1205,1291,1318,1371,1369,1405,1472,1540,1623,1636,1686,1736,1735,1782,1814,1859,1888,1954,1982,1976,2011,2006,1964,1946,1954,1944,1937,1943,1939,1951,1988,1992,2010,2054,2143,2226,2351,2406,2451,2507,2594,2672,2724,2702,2772,2868,2989,3074,3200,3265,3332,3434,3331,3620,3853,4035,4129,4368,4506,4757,4842,5013,5267,5477,5633,5720,5937,6397,6493,6812,7074,7164,7358,7522,7640,7936,7834,7683,7736,7804,7731,7937,7864,7895,7754,7711,7678,7626,7754,7775,7739,7645,7522,7546,7541,7444,7814,7983,8106,8189,8287,8473,8646,8629,9007,8781,8733,8679,8856,8774,8685,8707,9073,9213,9521,9781,9808,9939,10141,10326,10636,10984,11357,11520,11494,11830,12087,12279,12234,12800,12898,13209,13273,13281,13580,13676,14162,14353,14600,15026,15531,15828,16181,16700,17071,17317,17648,17795,17939,17921,17873,18258,18729,18936,18995,19319,19071,19621,20085,20218,20533,20541,20890,21121,21341,21748,21803,22371,23074,22843,23017,23350,23791,23617,23841,23937,23641,23886,23466,22788,22764,22774,22906
