"","Table 2#4#5U# Personal Consumption Expenditures by Type of Produ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216"
"95","87","          Fats and oils","DFATRC0",1627,1631,1633,1624,1587,1592,1563,1574,1598,1614,1626,1648,1675,1697,1730,1741,1757,1763,1794,1797,1835,1869,1895,1886,1879,1890,1905,1974,1987,2001,2036,2070,2134,2190,2260,2339,2403,2468,2518,2526,2523,2509,2519,2556,2548,2512,2620,2830,3056,3331,3441,3460,3364,3357,3293,3297,3271,3303,3553,3801,4283,4630,4954,4991,4874,4713,4527,4220,4015,3819,3769,3858,4087,4379,4583,4801,4858,4964,5062,5198,5426,5585,5699,5891,6011,6088,6272,6479,6685,6884,7025,7142,7214,7280,7288,7280,7072,7066,7138,7239,7504,7789,7966,8043,8159,8221,8141,8074,7935,7650,7463,7416,7324,7324,7379,7479,7641,7832,8053,8179,8318,8422,8574,8736,8952,9114,9238,9232,9328,9510,9503,9436,9598,9605,9652,9665,9514,9527,9523,9572,9586,9646,9677,9688,9656,9607,9548,9554,9575,9629,9627,9661,9604,9473,9491,9459,9401,9417,9432,9469,9558,9596,9636,9744,9591,9720,9733,9789,9779,9823,9781,9729,9604,9536,9561,9730,10048,10151,10420,10467,10689,10778,10932,11225,11429,11642,11924,12194,12387,12689,12917,13286,13568,13775,14046,14354,14519,14851,15037,14926,14890,15002,15030,15069,15133,14956,14990,15097,15501,15785,15968,15972,16028
"96","88","          Fresh fruits and vegetables","DFAVRC0",5514,5514,5558,5601,5578,5698,5662,5719,5795,5824,5801,5801,5845,5856,5882,5829,5807,5757,5787,5749,5830,5911,6020,6048,6118,6253,6350,6572,6569,6553,6591,6631,6820,6972,7114,7258,7417,7581,7638,7552,7355,7183,7272,7610,8246,8671,8928,8987,8585,8340,8061,8037,8174,8608,8874,9184,9572,9919,10251,10072,10038,9661,9610,9529,9669,9874,10087,9919,9836,9715,9782,10031,10451,10943,11249,11661,12084,12494,12799,13092,13497,13699,13820,14176,14369,14494,14959,15536,16114,16689,17143,17522,17681,17916,18137,18386,18334,18703,18913,18896,19060,19234,19251,19240,19334,19481,19727,20302,20629,20728,21331,22307,23097,23939,24507,24710,24538,24816,25176,25282,25725,25858,26138,26441,26901,27192,27362,27147,27319,27613,27324,26856,26753,26606,26797,27131,27414,27807,28157,28672,29091,29662,30155,30599,30907,31166,31394,31836,32342,32972,33425,34015,34217,34310,34968,35449,35907,36589,37279,38078,39111,39954,40833,42032,42112,43413,44186,45136,45781,46807,47572,48447,49013,49423,49755,50256,50919,50611,51250,51083,52013,52193,52980,54556,55683,56811,57696,58303,58508,59057,59655,61024,61873,62436,63443,64815,65339,66950,67847,67085,66653,67062,67406,68225,69173,69105,69883,71414,72234,73321,74027,74145,74402
"97","89","            Fruit (fresh)","DFRURC0",2157,2160,2169,2170,2139,2163,2137,2157,2203,2229,2216,2196,2171,2137,2134,2126,2153,2171,2211,2209,2233,2255,2292,2305,2340,2400,2443,2529,2521,2509,2524,2546,2618,2684,2764,2858,2987,3108,3136,3061,2904,2751,2714,2799,3015,3173,3300,3376,3280,3249,3214,3267,3371,3588,3709,3821,3915,3999,4129,4106,4176,4120,4208,4256,4361,4484,4601,4530,4480,4411,4433,4545,4742,4973,5119,5310,5417,5549,5623,5696,5847,5904,5908,6005,6054,6067,6201,6378,6582,6777,6900,6986,6996,7046,7080,7134,7097,7219,7307,7334,7452,7586,7652,7696,7730,7801,7980,8341,8684,8906,9217,9579,9719,9883,10070,10246,10259,10434,10647,10748,10963,11068,11237,11417,11668,11847,11977,11937,12059,12250,12187,12045,12095,12071,12174,12316,12258,12364,12451,12608,12721,12899,13041,13159,13219,13257,13282,13397,13538,13727,13839,14006,14012,13975,14173,14304,14441,14671,14900,15165,15519,15794,16084,16498,16473,16927,17177,17498,17701,18039,18262,18513,18641,18750,18881,19127,19380,19231,19456,19390,19753,19830,20134,20734,21159,21586,21920,22151,22230,22439,22666,23187,23509,23723,24105,24626,24825,25438,25779,25489,25325,25480,25611,25922,26282,26256,26552,27134,27445,27858,28127,28171,28269
"98","90","            Vegetables (fresh)","DVEGRC0",3357,3354,3389,3431,3439,3535,3524,3562,3592,3594,3585,3605,3674,3719,3748,3703,3654,3586,3576,3540,3597,3656,3728,3743,3778,3852,3907,4043,4048,4045,4067,4084,4202,4289,4350,4400,4430,4473,4501,4491,4451,4433,4558,4811,5231,5498,5628,5611,5305,5091,4847,4770,4803,5021,5165,5363,5657,5920,6122,5966,5862,5540,5402,5273,5309,5389,5486,5389,5356,5305,5349,5486,5709,5970,6130,6351,6667,6946,7176,7396,7650,7794,7912,8171,8315,8427,8758,9158,9532,9912,10244,10536,10685,10871,11057,11251,11238,11483,11606,11562,11608,11647,11598,11544,11604,11680,11747,11961,11945,11822,12114,12728,13378,14056,14437,14465,14279,14382,14530,14534,14762,14790,14901,15023,15233,15344,15386,15210,15260,15363,15136,14811,14659,14535,14622,14816,15156,15442,15707,16064,16370,16763,17114,17439,17688,17909,18112,18440,18804,19245,19585,20009,20206,20335,20795,21145,21466,21917,22379,22913,23592,24159,24749,25535,25640,26486,27009,27638,28080,28768,29310,29934,30372,30672,30874,31128,31539,31380,31794,31693,32260,32363,32846,33822,34524,35226,35776,36152,36279,36618,36988,37837,38364,38713,39338,40189,40513,41512,42069,41596,41328,41582,41795,42303,42891,42848,43331,44280,44788,45462,45900,45973,46133
"99","91","          Processed fruits and vegetables","DPFVRC0",2452,2445,2485,2547,2590,2701,2725,2774,2800,2802,2793,2807,2841,2864,2909,2918,2934,2938,2986,2994,3049,3107,3184,3221,3275,3365,3435,3570,3616,3633,3606,3531,3473,3411,3423,3520,3669,3856,4030,4132,4198,4243,4319,4429,4523,4523,4623,4803,4910,5114,5183,5257,5260,5419,5495,5643,5755,5925,6335,6619,7110,7405,7892,8167,8284,8440,8730,8782,8960,9114,9387,9738,10135,10572,10836,11215,11374,11616,11758,11925,12269,12428,12476,12719,12848,12895,13193,13569,13960,14361,14650,14893,15034,15172,15249,15305,14964,15069,15188,15227,15562,15841,15821,15610,15391,15187,15021,15104,15172,15001,14960,15050,14948,14869,14816,14743,14904,15068,15281,15319,15446,15456,15553,15660,15858,15952,15974,15769,15782,15873,15630,15287,15172,14993,14987,15039,15054,15139,15200,15346,15438,15606,15730,15824,15847,15844,15825,15912,16023,16199,16286,16436,16470,16340,16443,16441,16267,16207,16174,16211,16365,16428,16486,16653,16366,16557,16551,16618,16573,16628,16541,16445,16226,16082,16067,16263,16745,16900,17315,17361,17696,17802,18051,18548,18903,19269,19692,20073,20322,20733,21061,21631,22048,22349,22768,23266,23513,24061,24367,24163,24079,24252,24318,24442,24608,24389,24503,24776,25336,25777,26063,26079,26170
"100","92","          Sugar and sweets","DSWERC0",3206,3198,3248,3320,3381,3522,3529,3552,3550,3513,3451,3422,3435,3436,3462,3451,3445,3434,3505,3553,3685,3815,3939,3973,3985,4036,4087,4244,4291,4329,4368,4380,4467,4522,4571,4632,4685,4760,4833,4866,4951,5008,5047,5090,4992,4841,5002,5409,5907,6512,6778,6843,6641,6591,6454,6479,6417,6521,7175,7909,9143,10119,11079,11388,11157,10906,10848,10618,10744,10873,11131,11483,11908,12382,12657,13079,13013,13149,13280,13543,13980,14292,14670,15378,16113,16679,17234,17542,17698,17731,17453,17114,16583,16192,16144,16469,16771,17551,18143,18367,18558,18712,18734,18723,18902,19068,19119,19326,19446,19184,19011,18985,18626,18444,18405,18516,19104,19609,20192,20540,20928,21225,21647,22095,22682,23137,23497,23526,23856,24354,24356,24199,24485,24517,24756,25019,24880,25093,25266,25583,25811,26169,26454,26693,26811,26886,26934,27165,27422,27815,28062,28425,28574,28439,28691,28721,28614,28713,28834,29054,29460,29709,29964,30433,30080,30604,30759,31045,31119,31405,31457,31522,31367,31264,31300,31632,31426,31756,32420,32994,32740,32429,33212,33802,34028,33675,33673,35255,35286,35634,35658,35794,36495,36743,37187,37553,37302,37988,38335,36890,36396,36762,37011,37074,37860,38118,38669,39635,40857,42055,42587,44306,45472
"101","93","          Food products, not elsewhere classified","DOFDRC0",3462,3467,3481,3482,3434,3475,3427,3448,3474,3486,3505,3564,3657,3734,3821,3840,3842,3827,3885,3906,3991,4086,4222,4305,4384,4521,4675,4944,5037,5123,5249,5352,5532,5673,5815,5956,6072,6208,6318,6350,6379,6392,6480,6650,6910,6991,7068,7140,7025,7038,6916,6893,6890,7110,7220,7421,7667,7938,8345,8447,8727,8739,9015,9152,9211,9366,9750,9925,10349,10716,11057,11333,11539,11757,11820,12093,12689,13226,13604,13913,14196,14295,14481,15052,15627,16113,16786,17371,17603,17863,18346,19058,19702,20574,21413,22174,22247,22837,23708,24623,25883,27280,28382,29164,29744,30318,30986,32120,33106,33602,34361,35357,35783,36139,36540,36919,38049,39231,40534,41364,42463,43243,44299,45431,46871,48044,49021,49302,50186,51484,51770,51737,52741,52994,53549,54007,54798,55637,56414,57539,58495,59756,60858,61854,62576,63196,63758,64756,65792,67219,68320,69717,70816,70857,71723,71920,71774,72304,72860,73633,74855,75684,76548,77972,77304,78890,79528,80503,80932,81922,82312,82754,82620,82598,82911,83977,85280,85816,87705,88317,89241,89363,90783,92785,93949,94713,96106,98788,99753,101536,102638,104606,106562,107702,109477,111514,112243,114736,116051,114187,113580,114476,114918,115379,116576,116002,116857,118452,121464,124055,125549,127018,128320
"102","94","        Nonalcoholic beverages purchased for off-premises consumption","DNBVRC0",4643,4643,4700,4772,4771,4904,4940,5070,5238,5348,5353,5325,5263,5184,5164,5123,5135,5132,5246,5317,5476,5655,5844,5920,5967,6072,6221,6551,6690,6822,6976,7074,7265,7405,7517,7622,7688,7784,7904,7991,8208,8377,8476,8539,8549,8336,8252,8324,8246,8383,8507,8811,9223,9915,10172,10267,10146,9986,10180,10257,10712,10961,11713,12340,12810,13412,14234,14583,15000,15337,15931,16677,17468,18346,18912,19645,19855,20248,20615,21136,21919,22430,22948,23901,24638,25241,26080,26778,27104,27358,27868,28682,29309,30282,31250,32142,32305,33125,33805,34130,34677,35314,35714,36024,36446,36878,37536,38798,39959,40528,41024,41472,41141,40645,40248,40079,41480,42318,43314,43817,44525,44950,45637,46370,47387,48117,48643,48484,48981,49759,49501,48918,49109,49016,49451,50054,49433,49719,49918,50396,50690,51235,51632,51931,51995,51971,51895,52165,52489,53058,53341,53837,53952,53473,53715,53551,53569,54142,54622,55149,55910,56385,56912,57887,57334,58449,58851,59490,59717,60359,60562,60806,60627,60527,60664,61346,62159,62332,63821,64180,64743,65078,65568,67057,68027,68868,69765,71167,72070,72846,73731,74847,75730,76183,77243,78160,78438,80038,80356,79041,78152,78007,77858,77958,78610,78187,78664,79503,81092,82525,83571,83887,84290
"103","95","          Coffee, tea, and other beverage materials","DCTMRC0",774,774,783,795,795,817,823,845,873,891,892,888,877,864,861,854,856,855,874,886,913,942,974,987,994,1012,1037,1092,1115,1137,1163,1179,1211,1234,1253,1270,1281,1297,1317,1332,1368,1396,1413,1423,1425,1389,1375,1387,1374,1397,1418,1468,1537,1653,1695,1711,1691,1664,1697,1709,1785,1827,1952,2057,2135,2235,2372,2430,2500,2556,2655,2779,2911,3058,3152,3274,3309,3375,3436,3522,3653,3738,3825,3983,4106,4207,4347,4463,4517,4559,4644,4780,4885,5047,5208,5357,5385,5524,5640,5696,5790,5899,5968,6022,6095,6170,6282,6496,6682,6784,6880,6969,6962,6858,6741,6632,6697,6697,6714,6656,6658,6594,6564,6538,6545,6513,6450,6293,6239,6185,5996,5776,5604,5497,5479,5508,5795,5871,5938,6041,6124,6234,6323,6393,6431,6454,6468,6524,6567,6659,6713,6787,6889,6895,6967,6959,6891,6889,6896,6929,7008,7050,7090,7180,7075,7176,7193,7241,7240,7284,7266,7246,7172,7129,7140,7243,7483,7576,7785,7822,7983,8045,8157,8376,8529,8690,8901,9102,9246,9471,9641,9917,10127,10282,10484,10714,10837,11085,11223,11141,11114,11198,11219,11248,11296,11163,11188,11269,11570,11782,11919,11922,11964
"104","96","          Mineral waters, soft drinks, and vegetable juices","DJNBRC0",3869,3869,3917,3977,3976,4087,4116,4225,4365,4456,4461,4438,4386,4320,4303,4269,4279,4277,4372,4431,4564,4712,4870,4934,4972,5060,5185,5459,5575,5685,5813,5895,6054,6171,6264,6351,6407,6486,6587,6660,6840,6981,7064,7116,7124,6947,6877,6937,6872,6986,7089,7342,7686,8263,8476,8556,8455,8321,8484,8548,8927,9134,9761,10283,10675,11176,11861,12153,12500,12781,13276,13897,14557,15288,15760,16371,16546,16874,17180,17613,18266,18692,19123,19917,20531,21034,21734,22315,22587,22798,23223,23902,24424,25235,26042,26785,26920,27601,28165,28434,28887,29415,29746,30002,30351,30708,31254,32302,33277,33744,34144,34503,34180,33788,33507,33447,34783,35622,36600,37161,37866,38356,39073,39832,40843,41604,42193,42191,42742,43574,43505,43142,43505,43519,43972,44546,43638,43848,43980,44354,44566,45001,45310,45538,45564,45517,45427,45642,45922,46399,46628,47050,47063,46578,46748,46591,46678,47253,47726,48220,48902,49335,49822,50707,50259,51273,51658,52249,52477,53075,53296,53560,53455,53398,53524,54103,54676,54756,56036,56359,56760,57033,57410,58681,59498,60178,60864,62064,62824,63375,64090,64930,65603,65901,66759,67446,67601,68953,69133,67901,67038,66810,66640,66710,67315,67024,67476,68235,69522,70743,71652,71965,72326
"105","97","      Alcoholic beverages purchased for off-premises consumption (5)","DAOPRC0",6298,6286,6417,6424,6389,6499,6529,6556,6572,6568,6495,6643,6916,6918,7062,7113,7139,7227,7349,7427,7453,7595,7681,7758,7736,7874,7968,8210,8371,8471,8503,8597,8805,8783,8802,9024,9407,9687,10034,10334,10741,10895,11131,11290,11825,12251,12582,12649,13283,13651,13876,14330,14634,14833,14930,15206,15545,15829,16176,16484,16975,17289,18021,18377,18640,19103,19520,19673,19825,20326,20703,21024,21597,21985,22029,22649,22802,23416,24191,24699,25457,26132,27437,28068,29407,29639,29949,30814,31517,32000,32714,33535,34083,34656,34745,35183,35823,36575,37222,37601,36783,37108,37642,37875,38618,39084,40264,40818,41697,41696,41726,41560,41550,41573,41700,42227,42343,43173,43209,43582,44323,45077,45583,46042,47341,48678,50184,50988,51788,51301,51101,49242,49022,49117,49304,49730,50181,50147,50577,51242,52063,53021,53911,54258,54174,54662,55242,55924,57577,58591,59162,59374,60819,61063,62018,62494,62925,63416,64296,65512,66206,67608,68587,70692,71697,73292,74870,76196,76539,77538,77343,77354,78051,79021,79013,79633,79872,78854,80276,80749,81679,82501,83019,84153,84407,84966,86383,88182,90080,91239,91844,93273,94679,95972,96407,96751,97014,98491,99912,99245,99294,99470,100454,102548,104712,105415,106981,109488,110310,111839,113082,113371,114425
"106","98","        Spirits","DLIQRC0",2333,2334,2366,2336,2282,2279,2256,2248,2261,2268,2236,2268,2297,2255,2331,2434,2582,2752,2883,2929,2862,2841,2854,2918,2996,3142,3246,3371,3427,3445,3424,3426,3459,3413,3423,3545,3760,3942,4138,4289,4471,4532,4590,4595,4745,4841,4896,4865,5027,5119,5252,5545,5858,6127,6284,6425,6512,6547,6598,6642,6787,6865,7118,7240,7358,7553,7710,7743,7772,7930,8035,8125,8325,8457,8459,8688,8273,8131,8093,7978,8045,8093,8374,8278,8489,8249,7986,7934,7936,7822,7690,7519,7327,7221,7030,7041,7297,7533,7713,7823,7440,7430,7546,7586,7819,7939,8251,8296,8428,8408,8395,8337,8399,8451,8523,8685,8706,9030,8990,9150,9345,9637,9799,9888,10315,10665,11099,11516,11955,11755,11824,11338,11525,11711,11867,12136,11765,11519,11460,11407,11559,11712,11727,11606,11396,11335,11410,11481,11796,11753,11768,11494,11650,11792,11925,12058,12485,12851,13312,13730,13839,14240,14474,14993,15398,15969,16554,16903,17246,17485,17747,18287,18652,18798,18799,18870,19092,19261,19902,20247,20520,20860,21104,21520,21746,22067,22602,23291,24053,24451,24754,25297,25884,26472,26663,26699,26785,27233,27682,27534,27561,27537,27777,28283,28841,29018,29348,29951,30270,30617,30967,31087,31414
"107","99","        Wine","DWINRC0",540,539,550,550,544,550,558,568,578,587,594,621,658,668,689,697,697,702,714,723,731,750,758,761,753,758,759,773,785,790,786,787,800,791,787,802,835,858,888,914,942,952,983,1018,1082,1145,1217,1271,1376,1457,1524,1606,1655,1689,1713,1755,1791,1826,1883,1947,2065,2149,2231,2219,2161,2117,2078,2040,2043,2090,2127,2160,2219,2262,2267,2332,2527,2705,2935,3125,3282,3446,3758,3982,4275,4410,4598,4889,5093,5272,5553,5862,6119,6363,6448,6538,6614,6655,6701,6736,6529,6574,6673,6698,6815,6865,7065,7119,7247,7222,7186,7095,7071,7060,7081,7183,7244,7444,7477,7589,7736,7834,8010,8143,8392,8708,8974,9077,9405,9388,9424,9121,9157,9210,9269,9400,9554,9583,9708,9884,10095,10336,10568,10691,10723,10872,11042,11228,11616,11879,12047,12146,12512,12613,12837,12940,13166,13369,13655,13956,14102,14393,14544,14958,15105,15554,15943,16196,16371,16549,16720,17087,17320,17351,17313,17386,17457,17349,17729,17904,18134,18352,18524,18868,19033,19266,19664,20145,20646,20956,21128,21465,21795,22098,22235,22380,22513,22936,23307,23165,23179,23211,23428,23882,24367,24512,24847,25395,25612,25955,26249,26324,26566
"108","100","        Beer","DMLTRC0",3425,3412,3501,3538,3563,3670,3715,3740,3733,3712,3665,3754,3961,3996,4042,3982,3859,3773,3752,3775,3860,4005,4069,4079,3986,3973,3963,4065,4159,4236,4293,4384,4546,4578,4592,4676,4812,4886,5007,5130,5327,5411,5557,5677,5998,6264,6469,6513,6879,7074,7100,7178,7120,7016,6933,7026,7242,7456,7695,7895,8123,8276,8671,8918,9121,9432,9733,9890,10010,10306,10541,10739,11053,11266,11303,11629,12002,12579,13163,13596,14129,14593,15305,15808,16643,16981,17366,17990,18488,18906,19471,20155,20638,21072,21267,21603,21913,22387,22808,23041,22813,23104,23422,23591,23985,24280,24948,25403,26022,26066,26145,26128,26080,26061,26095,26360,26393,26699,26742,26843,27241,27606,27774,28011,28635,29304,30111,30395,30428,30158,29853,28783,28341,28196,28168,28195,28862,29045,29410,29951,30408,30973,31616,31960,32055,32456,32790,33215,34165,34959,35347,35735,36657,36657,37256,37497,37274,37196,37328,37827,38265,38975,39570,40741,41194,41769,42373,43097,42922,43504,42876,41981,42079,42872,42901,43377,43323,42245,42645,42598,43025,43289,43390,43765,43628,43633,44117,44746,45381,45833,45963,46511,47000,47401,47509,47673,47716,48322,48923,48546,48554,48722,49250,50383,51504,51884,52786,54142,54428,55268,55866,55960,56445
"109","101","      Food produced and consumed on farms (6)","DFFDRC0",1302,1312,1291,1252,1198,1144,1106,1088,1106,1124,1116,1089,1051,1009,970,943,939,935,917,893,867,842,821,810,808,809,812,815,828,836,827,804,774,742,720,709,711,717,722,726,724,724,732,743,762,779,784,779,748,725,735,768,805,851,916,984,1043,1097,1144,1176,1192,1199,1193,1176,1148,1124,1117,1128,1157,1185,1200,1198,1175,1155,1151,1163,1175,1193,1227,1265,1315,1357,1367,1345,1295,1243,1205,1189,1206,1224,1222,1204,1180,1148,1111,1078,1065,1053,1043,1035,1039,1027,1011,991,949,930,917,908,929,914,888,853,783,748,726,715,729,736,736,728,693,678,664,652,679,648,624,607,608,611,609,602,590,580,570,561,554,547,539,532,523,515,507,498,490,482,474,469,457,451,444,434,432,418,407,401,390,386,381,372,364,354,345,336,330,321,313,307,303,286,277,275,279,281,282,282,275,272,273,279,286,295,306,318,326,336,348,360,393,414,425,423,370,343,341,364,381,378,369,360,349,339,330,324,320,325,326,329,324,324,324,323,323
"110","102","    Clothing and footwear","DCLORC0",24785,25501,25440,25739,25877,26197,25866,25817,26063,26279,26616,27325,27365,27779,28016,28275,28193,28421,29002,28856,30147,31011,31443,31739,31889,31901,32750,34095,35102,35524,36293,36328,36759,37376,37956,38097,39753,40763,42141,42382,43367,44046,44841,45073,44879,45017,45288,46616,47357,48986,49500,50344,51049,52479,54150,56287,58311,58964,59392,60305,61630,62714,63568,61777,64118,66474,68077,68801,70258,71015,73007,74484,75696,77390,79847,84288,84709,89074,90498,92989,93176,94669,98109,99530,100218,100590,103933,107268,110921,112453,114727,114610,116065,114873,117179,118863,120499,125300,127905,132079,134380,138195,137287,140626,143070,145660,148005,150646,153434,156979,158876,159512,164184,166687,169457,170581,172747,175026,179295,185788,186202,189582,191482,194322,195670,195682,195928,193698,196226,200294,201335,198537,205755,208875,213453,216853,215434,217917,220185,222674,224881,225452,227681,231727,228497,229680,233430,233373,234990,239775,240423,242979,243688,244403,249883,252009,254621,257668,257448,261484,267506,271455,272167,273260,275940,280083,282522,284781,280641,278398,275289,277146,279184,278670,275506,281979,279059,283300,291088,291197,298061,295173,297534,304021,308319,313989,312502,321264,323080,325361,328189,332619,336827,334130,334585,336183,332467,339050,333261,318851,318444,314059,318948,321480,329744,332280,333878,341280,344450,348611,352163,356115,364000
