"","Table 7#12# Imputations in the National Income and Product Accou","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48"
"271","246","    Consumption of general government fixed capital (212)","A265RC1",33.2,36.1,38.4,40.3,43.1,48.7,53.7,57.2,61.2,66.3,72.8,82.3,93.1,103.1,110.3,118.7,127.3,136.8,147,158.5,169.3,180,189.9,195.8,202.5,208.9,216.6,220.4,224.6,228.9,236.9,247.7,254.9,261.2,270.3,284.9,305.6,326.6,351.4,375.5,390.3,403.8,422.1,435.9,444.4
"272","247","  Excluding imputations (236-237)","A2026C1",891.8,935.6,1014.4,1115.7,1248.7,1348.3,1464.6,1635.9,1821.7,2056.1,2297.6,2488.9,2792.3,2883.7,3121.9,3492.1,3735.4,3934.7,4172.4,4490.8,4831.9,5095.6,5236,5522.1,5789.4,6153.4,6462,6854.5,7305.3,7703.8,8175.3,8675,8916.9,9194.9,9638.4,10267.8,10939.1,11597.8,12143.3,12293.4,11964.9,12453.9,12956.7,13558.7,14074.6
"273","248","Personal income","A065RC1",800.3,864.6,932.1,1023.6,1138.5,1249.3,1366.9,1498.1,1654.2,1859.5,2077.9,2316.8,2595.9,2778.8,2969.7,3281.3,3515.9,3725.1,3955.3,4275.3,4618.2,4904.5,5071.1,5410.8,5646.8,5934.7,6276.5,6661.9,7075,7587.7,7983.8,8632.8,8987.1,9149.5,9486.6,10048.3,10609.3,11389,11994.9,12429.6,12087.5,12429.3,13202,13887.7,14166.9
"274","249","  Imputations","A2106C1",74.1,84.4,93.6,101.3,103.2,113.3,132.2,134.5,145.2,164,174.4,185.1,198.6,217.9,259,304.8,331.9,339.1,359.6,398,433,464.6,489.7,559.4,604.1,648.8,657.2,664.8,683.2,711.9,748,787.1,840.9,897.5,978.4,1052.5,1078,1049.3,1048.4,1147.4,1236.9,1300.1,1381.1,1391.8,1448.1
"275","250","    Owner-occupied housing (163-158)","A2028C1",14.4,14.5,15.5,15.3,14.5,14.9,13.9,12,6.9,7,5.6,5.5,5.5,1.9,1,-1.5,-4.5,-9.6,-10,-3.7,-3.5,-0.3,5.6,19.5,42.3,61.7,68.3,82.4,84.6,101,114.7,120.4,134.2,146,164.8,178.8,154,122.3,88.5,143.6,214.8,266.6,326.1,355.2,409.6
"276","251","    Depositor financial services furnished without payment and premium supplements (170+181)","W570RC1",7.6,9.5,10.8,11.9,12.6,15.3,22.7,21.2,23.2,26.9,26.5,25.5,24,31.1,55.8,53.3,75.5,80.2,83.1,85.5,85.4,82.7,85.5,98.5,108.9,116.9,118.5,122.6,129.9,138.8,146,157.3,151.6,154.3,158.6,172.1,184.3,184,193,199.1,188.8,198.8,208.7,205,214.3
"277","252","    Defined benefit and defined contribution pension plans (188+195+196-197+198)","Y685RC1",36.5,42.5,48,52.1,51.4,54.8,62.1,60,66,72.5,77.1,80.6,84.4,88.6,96.1,137.9,135.5,135,144.6,157.8,175.9,187.7,188.7,206.6,198.9,203.4,206.8,192.4,197,179.7,168,155,170.1,186.4,208.3,220.3,221.3,211.2,213.8,235.3,252.7,245.9,232.3,202.6,168.3
"278","253","    Farm products consumed on farms (199)","A2051C1",0.3,0.4,0.3,0.4,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2
"279","254","    Food furnished to employees, including military and domestic service (203)","DFOORC1",2.1,2.1,2,2,2.2,2.7,3.2,3.6,3.7,4.3,4.9,5.5,6.2,6.5,6.4,6.4,6.2,6,5.7,6.1,6.5,6.8,6.9,7.1,7.3,7.5,7.8,8,8.2,8.4,8.7,8.9,9.1,9.5,10.2,10.9,12.1,13.9,14.7,15,15.6,15.3,16.8,17.1,17.4
"280","255","    Standard clothing issued to military personnel (204)","DMICRC1",0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.3,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4
"281","256","    Employees' lodging (205)","A2641C1",0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.5,0.6,0.6,0.5,0.6,0.5,0.5,0.5,0.6,0.7,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.5,0.6,0.5,0.4,0.8,0.8,0.7,0.7,0.6,0.7
"282","257","    Employer contributions for health and life insurance (206)","B4922C1",12.3,14.5,16.1,18.7,20.8,23.9,28.6,35.2,42.1,49.8,56.5,65.2,76,87.3,96.4,105.2,115.6,123.6,132.2,148.5,165.2,184.1,199.8,223.7,242.9,255.1,252.3,255.4,259.4,280.2,306.4,341.6,372,397.3,432.4,465.8,501,513.3,535.3,552.4,563.7,571.7,595.5,609.6,636
"283","258","    Margins on owner-built housing (211)","B1173C1",0.4,0.4,0.5,0.6,0.8,0.8,0.9,1.6,2.3,2.6,2.7,1.9,1.5,1.5,2.5,2.6,2.7,3.2,3,2.8,2.6,2.7,2.2,3,2.8,3.2,2.6,2.8,2.9,2.7,3.1,2.7,2.7,2.9,3,3.6,4.1,3.5,2.1,0.5,0,0.6,0.6,1.1,1.1
"284","259","  Excluding imputations (248-249)","A2107C1",726.2,780.2,838.5,922.3,1035.3,1136.1,1234.6,1363.6,1509,1695.4,1903.5,2131.7,2397.2,2561,2710.7,2976.5,3184,3386,3595.7,3877.4,4185.2,4439.8,4581.4,4851.3,5042.7,5286,5619.2,5997.1,6391.8,6875.8,7235.8,7845.7,8146.2,8252,8508.2,8995.8,9531.3,10339.7,10946.5,11282.3,10850.5,11129.2,11820.9,12496,12718.8
"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","1. Residential dwellings owned and used by nonprofit institutions serving households are",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","included in owner-occupied housing categories.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2. Classified as a service in exports, and as an income payment to the rest of the world.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","3. Classified as a service in exports, and as an income receipt from the rest of the world.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","4. For general government employees, recorded as compensation of employees (wages and salaries)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","and as a sale; does not affect government consumption expenditures. Similar payments for",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","employees of government enterprises are not included in government consumption expenditures;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","they are deducted in the calculation of the surplus of government enterprises.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","5. Health insurance premiums paid by employers are included in the calculation of the ""net",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","health insurance"" category of personal consumption expenditures (PCE); life insurance premiums",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","paid by employers are included in the calculation of the ""life insurance"" category of PCE.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","6. Consists of the programs for which a social insurance fund is imputed, and for which",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","contributions are set equal to benefits paid.  These payments are funded directly out",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","of the current budget.  The specific programs consist of workers' compensation, unemployment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","insurance, and medical services for the dependents of active duty military personnel at",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","nonmilitary facilities.  Source data are not available for the corresponding treatment for",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","similar state and local government programs.  Similar payments for employees of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","government enterprises are not included in government consumption expenditures; they are",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","deducted in the calculation of the surplus of government enterprises.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","7. Consists of owner-occupant purchases of new single-family dwellings, including manufactured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","homes, expenditures on improvements, and payments of commissions on new and existing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","residential dwellings, less sales of dwellings to government.  The series is calculated from",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","the investment data prepared as part of BEA's capital stock estimates. It differs from the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","investment data shown in table 5.4.5 because the series shown in that table reflect total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","purchases by private business.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","8. Excludes investment by nonprofit institutions serving households in residential properties,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","which is included in owner-occupant investment (see footnote 1) and in sales of existing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","structures to governments.  The series is calculated from the investment data prepared as part",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","of BEA's capital stock estimates.  It differs from the investment data shown in table 5.4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","because the series shown in that table reflect total purchases by private business.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","9. The consumption of fixed capital (CFC) of government enterprises is not included in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","government consumption expenditures; it is deducted in the calculation of the current surplus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","of government enterprises and is recorded as part of total government CFC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","10. Includes gross investment of government enterprises.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Note. ""Imputations"" are transactions recorded in the national income and product accounts (NIPAs)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","that are not transactions of the market economy. ""Reclassifications"" arise when imputations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","necessitate a recording of market transactions that differs from what might be expected. For example,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","the NIPAs treat owner-occupants as if they are rental businesses, and the taxes associated with",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","owner-occupied housing are reclassified from personal current taxes to taxes on production and imports.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","In this table, the imputations and reclassifications shown in the ""specific imputations and associated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","reclassifications"" section are primarily those that affect gross domestic product (GDP). Imputed interest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","received by persons from life insurance carriers (table 7.11, line 68), which records the property",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","incomes earned on life insurance and pension reserves as income received by persons and not by the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","insurance carriers, does not affect GDP and is not considered an imputation for the purposes of this table.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
