"","Table 2#6# Personal Income and Its Disposition, Monthly","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"191","26","Less: Personal current taxes","W055RC1","1,022,900.0","1,021,283.0","1,019,648.0","1,011,153.0","1,017,133.0","1,025,990.0","934,903.0","892,860.0","1,007,849.0","1,012,987.0","1,018,700.0","1,018,758.0","1,008,239.0","1,008,525.0","1,011,172.0","1,016,371.0","1,027,452.0","1,035,260.0","1,052,149.0","1,065,623.0","1,076,325.0","1,084,362.0","1,089,888.0","1,098,486.0","1,157,441.0","1,164,675.0","1,170,586.0","1,182,720.0","1,191,690.0","1,202,580.0","1,214,874.0","1,223,606.0","1,233,610.0","1,244,103.0","1,253,067.0","1,264,116.0","1,309,794.0","1,323,227.0","1,331,473.0","1,339,585.0","1,337,939.0","1,343,175.0","1,347,129.0","1,352,163.0","1,363,710.0","1,374,137.0","1,391,321.0","1,415,171.0","1,442,502.0","1,460,901.0","1,472,841.0","1,475,568.0","1,479,126.0","1,486,395.0","1,493,277.0","1,494,988.0","1,504,241.0","1,506,553.0","1,517,301.0","1,530,191.0","1,523,890.0","1,534,406.0","1,549,788.0","1,543,428.0","1,154,022.0","1,357,857.0","1,350,307.0","1,480,687.0","1,465,201.0","1,449,622.0","1,422,554.0","1,396,074.0","1,229,278.0","1,200,962.0","1,168,848.0","1,124,191.0","1,120,597.0","1,118,968.0","1,123,250.0","1,126,566.0","1,127,128.0","1,127,218.0","1,132,332.0","1,135,454.0","1,155,181.0","1,155,233.0","1,160,334.0","1,164,022.0","1,174,397.0","1,180,689.0","1,199,347.0","1,213,585.0","1,222,588.0","1,232,794.0","1,236,351.0","1,243,499.0","1,364,033.0","1,371,589.0","1,381,830.0","1,391,755.0","1,396,063.0","1,401,946.0","1,402,658.0","1,401,926.0","1,406,672.0","1,417,676.0","1,416,442.0","1,423,134.0","1,438,544.0","1,450,296.0","1,458,522.0","1,465,983.0","1,473,298.0","1,482,629.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","27","Equals: Disposable personal income","A067RC1","8,133,976.0","8,166,265.0","8,219,297.0","8,255,729.0","8,311,950.0","8,341,200.0","8,442,824.0","8,521,843.0","8,455,867.0","8,508,508.0","8,571,558.0","8,604,387.0","8,634,333.0","8,665,588.0","8,711,504.0","8,764,108.0","8,834,557.0","8,863,510.0","8,894,272.0","8,946,389.0","8,962,427.0","9,015,278.0","9,026,515.0","9,354,626.0","9,050,415.0","9,075,206.0","9,097,335.0","9,147,893.0","9,192,022.0","9,243,281.0","9,306,368.0","9,354,293.0","9,399,689.0","9,444,057.0","9,486,215.0","9,530,898.0","9,651,796.0","9,708,452.0","9,755,253.0","9,821,745.0","9,853,207.0","9,916,430.0","9,939,325.0","9,985,796.0","10,022,477.0","10,061,082.0","10,097,367.0","10,175,177.0","10,198,244.0","10,252,922.0","10,315,320.0","10,340,189.0","10,363,859.0","10,371,727.0","10,413,585.0","10,436,871.0","10,520,224.0","10,558,525.0","10,614,665.0","10,697,012.0","10,822,281.0","10,880,701.0","10,935,705.0","10,913,204.0","11,482,610.0","11,264,086.0","11,147,489.0","11,047,418.0","11,048,712.0","11,006,619.0","10,929,804.0","10,815,412.0","10,822,214.0","10,706,301.0","10,654,993.0","10,698,470.0","10,856,550.0","10,719,203.0","10,669,405.0","10,665,469.0","10,672,853.0","10,671,840.0","10,728,987.0","10,802,887.0","10,892,710.0","10,922,167.0","10,983,904.0","11,068,271.0","11,134,636.0","11,149,680.0","11,158,481.0","11,204,816.0","11,192,811.0","11,230,414.0","11,256,145.0","11,330,604.0","11,453,396.0","11,496,222.0","11,502,543.0","11,535,721.0","11,535,669.0","11,555,543.0","11,574,243.0","11,568,882.0","11,574,566.0","11,607,797.0","11,577,949.0","11,609,054.0","11,702,929.0","11,773,995.0","11,827,554.0","11,845,207.0","11,876,939.0","11,929,324.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","28","Less: Personal outlays","A068RC1","7,905,559.0","7,905,555.0","7,955,613.0","7,987,740.0","8,002,094.0","8,046,142.0","8,104,988.0","8,200,214.0","8,194,781.0","8,211,092.0","8,258,280.0","8,285,461.0","8,356,723.0","8,386,233.0","8,420,040.0","8,439,818.0","8,517,826.0","8,512,071.0","8,578,989.0","8,603,048.0","8,681,283.0","8,733,683.0","8,780,980.0","8,843,449.0","8,864,704.0","8,914,124.0","8,965,623.0","9,052,743.0","9,015,559.0","9,113,424.0","9,205,184.0","9,214,082.0","9,271,191.0","9,304,398.0","9,326,770.0","9,361,684.0","9,440,055.0","9,469,125.0","9,505,118.0","9,572,259.0","9,599,559.0","9,630,668.0","9,715,601.0","9,731,532.0","9,757,266.0","9,781,458.0","9,804,667.0","9,901,366.0","9,944,700.0","9,983,574.0","10,023,114.0","10,079,391.0","10,131,350.0","10,153,928.0","10,190,199.0","10,232,168.0","10,279,867.0","10,298,122.0","10,368,325.0","10,413,721.0","10,424,829.0","10,403,643.0","10,445,106.0","10,484,724.0","10,524,444.0","10,578,910.0","10,575,152.0","10,546,702.0","10,493,408.0","10,375,517.0","10,221,598.0","10,111,888.0","10,158,737.0","10,150,164.0","10,105,323.0","10,102,665.0","10,124,811.0","10,178,751.0","10,205,430.0","10,331,010.0","10,242,476.0","10,293,081.0","10,312,748.0","10,365,957.0","10,384,624.0","10,418,063.0","10,481,792.0","10,484,912.0","10,505,503.0","10,504,923.0","10,530,362.0","10,598,219.0","10,615,979.0","10,682,249.0","10,736,723.0","10,780,892.0","10,827,835.0","10,893,267.0","10,973,313.0","11,012,307.0","11,022,690.0","11,010,205.0","11,086,423.0","11,107,930.0","11,168,441.0","11,194,187.0","11,205,939.0","11,216,729.0","11,277,975.0","11,367,216.0","11,400,838.0","11,421,329.0","11,404,554.0","11,399,800.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","29","  Personal consumption expenditures","DPCERC1","7,629,698.0","7,629,800.0","7,678,158.0","7,705,641.0","7,717,095.0","7,759,389.0","7,821,216.0","7,915,451.0","7,909,243.0","7,921,275.0","7,968,116.0","7,994,317.0","8,065,942.0","8,096,523.0","8,131,716.0","8,147,147.0","8,221,737.0","8,212,888.0","8,277,321.0","8,298,438.0","8,373,683.0","8,424,108.0","8,468,636.0","8,528,735.0","8,542,368.0","8,591,219.0","8,642,203.0","8,726,243.0","8,685,313.0","8,779,474.0","8,870,968.0","8,879,552.0","8,936,785.0","8,970,485.0","8,992,486.0","9,025,205.0","9,098,139.0","9,123,040.0","9,157,312.0","9,220,576.0","9,248,340.0","9,278,899.0","9,357,398.0","9,368,161.0","9,389,573.0","9,412,379.0","9,433,312.0","9,524,813.0","9,561,354.0","9,600,466.0","9,643,259.0","9,688,804.0","9,730,828.0","9,743,210.0","9,775,410.0","9,815,515.0","9,862,229.0","9,885,026.0","9,957,909.0","10,003,237.0","10,014,533.0","9,997,242.0","10,043,764.0","10,081,510.0","10,121,726.0","10,176,223.0","10,171,029.0","10,143,813.0","10,092,497.0","9,992,164.0","9,846,959.0","9,744,799.0","9,790,291.0","9,780,464.0","9,734,549.0","9,730,332.0","9,753,051.0","9,808,262.0","9,834,479.0","9,960,201.0","9,871,689.0","9,925,174.0","9,951,276.0","10,011,048.0","10,024,651.0","10,058,503.0","10,124,155.0","10,131,827.0","10,155,628.0","10,157,312.0","10,187,858.0","10,260,625.0","10,282,255.0","10,350,175.0","10,405,348.0","10,450,333.0","10,496,597.0","10,561,498.0","10,640,806.0","10,680,020.0","10,692,140.0","10,682,500.0","10,758,608.0","10,778,510.0","10,836,393.0","10,861,131.0","10,874,014.0","10,886,311.0","10,941,819.0","11,025,768.0","11,054,099.0","11,076,786.0","11,063,461.0","11,062,166.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","30","  Personal interest payments \3\","B069RC1","177,596.0","177,129.0","178,456.0","181,911.0","184,374.0","185,685.0","184,619.0","185,088.0","185,305.0","184,021.0","183,745.0","184,099.0","183,278.0","181,636.0","179,715.0","182,834.0","185,775.0","188,413.0","190,532.0","193,077.0","195,670.0","198,524.0","200,970.0","203,044.0","203,501.0","203,780.0","204,023.0","207,519.0","211,002.0","214,449.0","215,019.0","215,071.0","214,700.0","212,887.0","213,042.0","215,015.0","220,967.0","224,722.0","226,065.0","224,216.0","223,392.0","223,555.0","229,078.0","233,807.0","237,663.0","236,444.0","238,197.0","242,878.0","245,933.0","245,441.0","241,814.0","251,054.0","260,489.0","270,173.0","272,379.0","273,681.0","274,068.0","267,680.0","264,319.0","263,673.0","260,871.0","257,369.0","252,436.0","251,208.0","250,574.0","250,408.0","249,627.0","248,216.0","246,004.0","235,595.0","226,545.0","218,623.0","220,017.0","221,249.0","222,286.0","222,369.0","221,716.0","220,328.0","219,897.0","219,597.0","219,411.0","212,834.0","206,144.0","199,364.0","200,196.0","199,540.0","197,375.0","192,827.0","189,423.0","186,988.0","180,741.0","175,700.0","171,697.0","171,045.0","170,268.0","169,368.0","169,607.0","170,052.0","170,704.0","170,003.0","168,144.0","165,151.0","165,595.0","167,014.0","169,426.0","168,457.0","167,086.0","165,325.0","170,350.0","175,374.0","180,398.0","176,699.0","172,999.0","169,299.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","31","  Personal current transfer payments","W211RC1","98,265.0","98,626.0","98,999.0","100,188.0","100,625.0","101,068.0","99,153.0","99,675.0","100,233.0","105,796.0","106,419.0","107,045.0","107,503.0","108,074.0","108,609.0","109,837.0","110,314.0","110,770.0","111,136.0","111,533.0","111,930.0","111,051.0","111,374.0","111,670.0","118,835.0","119,125.0","119,397.0","118,981.0","119,244.0","119,501.0","119,197.0","119,459.0","119,706.0","121,026.0","121,242.0","121,464.0","120,949.0","121,363.0","121,741.0","127,467.0","127,827.0","128,214.0","129,125.0","129,564.0","130,030.0","132,635.0","133,158.0","133,675.0","137,413.0","137,667.0","138,041.0","139,533.0","140,033.0","140,545.0","142,410.0","142,972.0","143,570.0","145,416.0","146,097.0","146,811.0","149,425.0","149,032.0","148,906.0","152,006.0","152,144.0","152,279.0","154,496.0","154,673.0","154,907.0","147,758.0","148,094.0","148,466.0","148,429.0","148,451.0","148,489.0","149,964.0","150,044.0","150,161.0","151,055.0","151,212.0","151,376.0","155,072.0","155,328.0","155,545.0","159,778.0","160,020.0","160,262.0","160,258.0","160,452.0","160,623.0","161,763.0","161,894.0","162,028.0","161,029.0","161,107.0","161,191.0","161,631.0","161,717.0","161,803.0","162,284.0","162,406.0","162,554.0","162,220.0","162,406.0","162,622.0","164,599.0","164,839.0","165,093.0","165,805.0","166,075.0","166,341.0","167,844.0","168,094.0","168,335.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","32","    To government","W062RC1","57,723.0","58,084.0","58,457.0","58,841.0","59,278.0","59,721.0","60,206.0","60,728.0","61,286.0","61,872.0","62,495.0","63,121.0","64,021.0","64,592.0","65,127.0","65,694.0","66,171.0","66,627.0","67,111.0","67,508.0","67,905.0","68,302.0","68,625.0","68,921.0","69,896.0","70,186.0","70,458.0","70,787.0","71,050.0","71,307.0","71,575.0","71,837.0","72,084.0","72,366.0","72,582.0","72,804.0","74,174.0","74,588.0","74,966.0","75,299.0","75,659.0","76,046.0","76,444.0","76,883.0","77,349.0","77,871.0","78,394.0","78,911.0","79,805.0","80,059.0","80,433.0","80,915.0","81,415.0","81,927.0","82,458.0","83,020.0","83,618.0","84,238.0","84,919.0","85,633.0","84,645.0","84,252.0","84,126.0","84,294.0","84,432.0","84,567.0","84,695.0","84,872.0","85,106.0","85,393.0","85,729.0","86,101.0","84,686.0","84,708.0","84,746.0","84,797.0","84,877.0","84,994.0","85,117.0","85,274.0","85,438.0","85,631.0","85,886.0","86,104.0","86,340.0","86,582.0","86,824.0","87,035.0","87,230.0","87,401.0","87,574.0","87,705.0","87,839.0","87,926.0","88,004.0","88,088.0","88,168.0","88,254.0","88,340.0","88,448.0","88,570.0","88,718.0","88,888.0","89,074.0","89,290.0","89,510.0","89,750.0","90,004.0","90,278.0","90,547.0","90,814.0","91,082.0","91,333.0","91,574.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","33","    To the rest of the world (net)","B070RC1","40,542.0","40,542.0","40,542.0","41,347.0","41,347.0","41,347.0","38,947.0","38,947.0","38,947.0","43,924.0","43,924.0","43,924.0","43,482.0","43,482.0","43,482.0","44,143.0","44,143.0","44,143.0","44,025.0","44,025.0","44,025.0","42,749.0","42,749.0","42,749.0","48,939.0","48,939.0","48,939.0","48,194.0","48,194.0","48,194.0","47,622.0","47,622.0","47,622.0","48,660.0","48,660.0","48,660.0","46,775.0","46,775.0","46,775.0","52,168.0","52,168.0","52,168.0","52,681.0","52,681.0","52,681.0","54,764.0","54,764.0","54,764.0","57,608.0","57,608.0","57,608.0","58,618.0","58,618.0","58,618.0","59,952.0","59,952.0","59,952.0","61,178.0","61,178.0","61,178.0","64,780.0","64,780.0","64,780.0","67,712.0","67,712.0","67,712.0","69,801.0","69,801.0","69,801.0","62,365.0","62,365.0","62,365.0","63,742.0","63,742.0","63,742.0","65,167.0","65,167.0","65,167.0","65,938.0","65,938.0","65,938.0","69,441.0","69,441.0","69,441.0","73,438.0","73,438.0","73,438.0","73,222.0","73,222.0","73,222.0","74,189.0","74,189.0","74,189.0","73,103.0","73,103.0","73,103.0","73,463.0","73,463.0","73,463.0","73,836.0","73,836.0","73,836.0","73,332.0","73,332.0","73,332.0","75,089.0","75,089.0","75,089.0","75,527.0","75,527.0","75,527.0","76,762.0","76,762.0","76,762.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","34","Equals: Personal saving","A071RC1","228,417.0","260,710.0","263,684.0","267,989.0","309,856.0","295,058.0","337,836.0","321,629.0","261,086.0","297,416.0","313,278.0","318,926.0","277,609.0","279,354.0","291,463.0","324,289.0","316,730.0","351,439.0","315,283.0","343,342.0","281,145.0","281,595.0","245,535.0","511,177.0","185,712.0","161,083.0","131,712.0","95,150.0","176,463.0","129,857.0","101,184.0","140,211.0","128,498.0","139,659.0","159,445.0","169,214.0","211,741.0","239,327.0","250,135.0","249,486.0","253,648.0","285,761.0","223,724.0","254,265.0","265,211.0","279,624.0","292,699.0","273,811.0","253,544.0","269,347.0","292,206.0","260,798.0","232,509.0","217,799.0","223,386.0","204,703.0","240,357.0","260,403.0","246,340.0","283,291.0","397,452.0","477,058.0","490,600.0","428,480.0","958,166.0","685,177.0","572,337.0","500,716.0","555,304.0","631,102.0","708,206.0","703,524.0","663,477.0","556,137.0","549,670.0","595,804.0","731,739.0","540,452.0","463,975.0","334,459.0","430,377.0","378,760.0","416,239.0","436,930.0","508,085.0","504,104.0","502,112.0","583,359.0","629,133.0","644,757.0","628,119.0","606,597.0","576,831.0","548,166.0","519,422.0","549,712.0","625,561.0","602,955.0","529,231.0","523,414.0","512,979.0","545,337.0","487,820.0","460,952.0","406,125.0","413,611.0","372,010.0","392,326.0","424,954.0","406,778.0","426,716.0","423,878.0","472,384.0","529,523.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","35","  Personal saving as a percentage of disposable personal income","A072RC1","2.8","3.2","3.2","3.2","3.7","3.5","4.0","3.8","3.1","3.5","3.7","3.7","3.2","3.2","3.3","3.7","3.6","4.0","3.5","3.8","3.1","3.1","2.7","5.5","2.1","1.8","1.4","1.0","1.9","1.4","1.1","1.5","1.4","1.5","1.7","1.8","2.2","2.5","2.6","2.5","2.6","2.9","2.3","2.5","2.6","2.8","2.9","2.7","2.5","2.6","2.8","2.5","2.2","2.1","2.1","2.0","2.3","2.5","2.3","2.6","3.7","4.4","4.5","3.9","8.3","6.1","5.1","4.5","5.0","5.7","6.5","6.5","6.1","5.2","5.2","5.6","6.7","5.0","4.3","3.1","4.0","3.5","3.9","4.0","4.7","4.6","4.6","5.3","5.7","5.8","5.6","5.4","5.2","4.9","4.6","4.9","5.5","5.2","4.6","4.5","4.4","4.7","4.2","4.0","3.5","3.6","3.2","3.4","3.6","3.5","3.6","3.6","4.0","4.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","36","  Personal income excluding current transfer receipts (millions of chained 2005 dollars) \4\","W875RX1","8,357,515.0","8,352,826.0","8,376,748.0","8,418,504.0","8,491,488.0","8,511,924.0","8,491,762.0","8,495,056.0","8,511,576.0","8,584,954.0","8,643,393.0","8,643,154.0","8,617,022.0","8,614,195.0","8,642,558.0","8,683,309.0","8,728,639.0","8,733,483.0","8,779,965.0","8,817,984.0","8,832,812.0","8,851,850.0","8,831,391.0","9,155,016.0","8,873,566.0","8,867,056.0","8,862,039.0","8,882,751.0","8,934,941.0","8,993,744.0","9,036,000.0","9,031,365.0","8,983,823.0","9,019,788.0","9,090,879.0","9,150,290.0","9,238,433.0","9,302,564.0","9,333,304.0","9,362,931.0","9,353,859.0","9,386,744.0","9,387,456.0","9,382,437.0","9,452,229.0","9,525,841.0","9,562,163.0","9,594,115.0","9,574,832.0","9,601,932.0","9,633,078.0","9,645,884.0","9,641,480.0","9,642,995.0","9,662,052.0","9,671,953.0","9,704,545.0","9,708,469.0","9,711,848.0","9,749,894.0","9,811,967.0","9,851,428.0","9,867,393.0","9,798,697.0","9,756,692.0","9,703,041.0","9,655,195.0","9,673,875.0","9,634,158.0","9,629,281.0","9,642,189.0","9,527,580.0","9,305,155.0","9,130,308.0","9,031,570.0","8,990,403.0","8,968,141.0","8,885,688.0","8,838,784.0","8,800,817.0","8,776,007.0","8,760,193.0","8,783,351.0","8,823,427.0","8,864,933.0","8,879,741.0","8,917,544.0","8,997,969.0","9,065,705.0","9,079,062.0","9,086,299.0","9,091,588.0","9,080,929.0","9,098,257.0","9,111,098.0","9,156,958.0","9,348,832.0","9,366,821.0","9,341,361.0","9,348,968.0","9,331,853.0","9,354,900.0","9,347,799.0","9,321,069.0","9,316,885.0","9,350,978.0","9,319,478.0","9,335,903.0","9,394,675.0","9,431,789.0","9,455,035.0","9,476,900.0","9,528,553.0","9,568,866.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",NA,"  Disposable personal income:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
