"","Table 2#3#5U# Personal Consumption Expenditures by Major Type of","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"102","21","    Other services","DOTSRC0",94154,94636,95629,96355,96372,96465,98161,97782,99447,101021,101128,101796,103186,104535,105887,106425,107071,108633,108482,110818,111576,111212,111321,110678,112288,113323,113812,114308,115034,116290,117132,119820,119582,121047,122322,121583,123481,123374,124150,124827,125903,123538,127085,126709,128960,132354,130859,134468,131369,132595,134304,135237,135197,136299,137200,138213,139670,140764,141949,143330,143338,144986,146317,148192,148921,150156,150586,151685,153744,156467,157784,158983,161721,162269,163919,166342,168806,170104,170744,170778,172600,175937,176855,178258,180862,182075,184553,183707,184204,185552,186924,190049,190488,192602,192936,195623,196983,198837,199483,203492,206133,207760,209656,214019,213978,214820,213117,216047,217022,214889,217048,217412,218622,218746,221558,222648,224935,225992,224629,230482,232765,235295,238799,239671,240352,241003,243219,245283,245015,247325,249132,251312,254961,256297,258167,258380,259532,259944,262605,265425,267028,268461,269782,272536,272412,272855,277285,276536,280288,281646,282628,284274,284772,286521,285620,288506,292252,290630,294600,296724,299271,300619,300842,303304,300301,300642,295968,294386,294588,298214,298396,298847,298325,298815,300234,301245,302785,303155,304835,307123,310878,313748,319534,317864,322786,326912,329916,330043,333392,332843,334825,336026,334019,332912,337696,337563,339901,342792,344787,347802,351211,349816,358826,355154,363014,365746,358731,364746,367552,367364,370760,376972,378896,380930,378796,380524
"103","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRC0",20145,19961,19825,19848,19697,20269,20437,20807,21027,21732,21907,21967,22245,22077,22182,22469,22530,23065,23281,23151,23394,23909,23807,24114,25086,25341,25573,25792,25801,26171,25928,25883,25901,26697,27228,28036,28174,28279,28518,28882,29379,30181,30311,30535,30644,31383,31958,32151,32060,32746,32720,32962,33335,34195,34197,34625,34716,35561,36217,36351,36688,36930,36883,37131,37228,37881,38249,38433,38713,39137,39000,39289,39903,39552,39175,39781,39918,40546,40786,40901,41400,42028,42419,42663,43165,43030,43205,44727,44927,45021,45725,45574,46682,46843,47502,48205,46813,46952,46729,46901,47484,47964,47846,48535,48429,48715,49029,49492,50182,50830,51337,52302,52983,52952,52843,53195,53711,53367,54325,53292,54071,54617,54277,54208,54826,55205,55877,56522,56855,56565,57737,57612,59726,60749,60551,61421,62815,62906,63995,64169,65339,66254,65801,65797,66173,65109,65734,67585,67123,67681,68988,68681,69392,70277,69727,69975,70234,71421,72620,73710,74595,75740,77028,78127,79218,79128,79422,79079,78526,78529,78733,79052,79435,79973,80259,80654,80926,81144,81888,82406,83219,84764,85564,86629,86975,87630,88450,89812,90356,90794,90697,90325,89242,88583,88668,88926,89207,89486,89948,90566,90933,91327,91647,92249,93054,93759,94546,95265,96310,97449,98565,99516,100293,101106,101786,101495
"104","23","    Gross output of nonprofit institutions \2\","DNPERC0",81366,81763,82555,83737,84493,84884,85567,85771,86246,87709,88318,89513,90983,91741,92600,94333,95441,96939,97615,98069,99025,100579,100436,102152,103937,104587,105348,106695,107639,108929,109601,109846,110737,113533,114765,116657,118191,119404,120538,121008,121695,124189,125984,129022,130625,132631,134347,135564,136904,139037,139938,141646,143406,145294,146642,147695,148549,150372,153475,154845,155145,157215,158420,159796,161074,162963,164914,165978,167501,169424,170379,172850,174002,173901,175126,176271,177778,178896,178858,180742,181395,183645,184619,185354,188470,187912,188992,191774,192973,193482,195135,195252,197838,199057,199940,202365,201177,203840,203886,205385,206101,207714,209373,211206,213293,214612,216083,218666,220232,222068,222678,224717,226018,226979,226781,228554,230610,231454,233809,233673,235344,238147,240019,241064,243636,246163,248455,250708,252062,253517,256607,256637,261481,263895,266605,268711,272655,273505,278212,280614,282037,284118,286017,288382,291341,290583,292569,296883,297038,299227,302777,303830,306117,309874,311231,313388,317123,319146,323087,326203,329761,334368,338612,341153,342993,345142,347193,348460,348436,351745,352444,356963,357879,361601,363547,366550,368805,372206,375032,379491,381525,383406,387686,390757,392540,395075,398239,401917,404573,405894,406252,408821,409489,412787,412079,414135,415834,418103,421557,421739,422658,424127,425791,426656,427704,430156,432137,433510,437332,437499,441459,443748,446646,448116,451219,451387
"105","24","    Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRC0",61221,61802,62730,63889,64796,64615,65130,64964,65219,65977,66411,67546,68737,69664,70419,71864,72911,73874,74335,74918,75632,76670,76629,78037,78851,79246,79775,80903,81838,82758,83673,83963,84835,86836,87537,88621,90017,91125,92021,92125,92316,94008,95673,98487,99981,101248,102390,103413,104844,106291,107218,108684,110071,111100,112445,113070,113833,114812,117258,118495,118458,120284,121537,122665,123846,125082,126665,127545,128787,130287,131380,133561,134100,134348,135951,136491,137860,138350,138071,139841,139995,141618,142200,142692,145305,144882,145786,147047,148047,148461,149410,149679,151156,152214,152438,154159,154365,156888,157157,158484,158617,159749,161527,162671,164864,165897,167054,169174,170050,171239,171341,172415,173035,174026,173938,175359,176898,178087,179483,180381,181273,183530,185742,186856,188810,190957,192578,194186,195207,196952,198870,199025,201755,203146,206054,207289,209839,210599,214217,216446,216698,217864,220215,222586,225168,225474,226836,229298,229915,231546,233790,235149,236725,239597,241504,243413,246889,247725,250467,252493,255165,258628,261583,263026,263775,266013,267771,269381,269910,273216,273712,277911,278444,281628,283288,285897,287879,291062,293144,297085,298306,298642,302123,304128,305565,307445,309789,312105,314217,315100,315555,318496,320247,324204,323411,325209,326627,328617,331610,331173,331725,332800,334145,334406,334650,336397,337592,338246,341022,340050,342894,344232,346353,347010,349433,349892
"106",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","25","  PCE excluding food and energy \4\","DPCCRC0",945711,964301,975342,980512,987514,991781,1005746,1011909,1020170,1032280,1045854,1054524,1048125,1067329,1087862,1106972,1118241,1130899,1132287,1149542,1151395,1164947,1173739,1184912,1184793,1192354,1208090,1212771,1227676,1233381,1247249,1265853,1277056,1282329,1293828,1299842,1325645,1319903,1314530,1306525,1311894,1327132,1353754,1365031,1382472,1414232,1422881,1440579,1453087,1470369,1482381,1483549,1486643,1499088,1511426,1535754,1533428,1526337,1535557,1543337,1549506,1574075,1580042,1582783,1605558,1603146,1624181,1636480,1659277,1676013,1699299,1716721,1733346,1737457,1752881,1771875,1792134,1816299,1838937,1849754,1867941,1891500,1900677,1912822,1944466,1945048,1952478,1977168,1994308,2013451,2017598,2033327,2050347,2051942,2083039,2104383,2126243,2147699,2164584,2171583,2207209,2201035,2226211,2260800,2298890,2264976,2275581,2297398,2325300,2321827,2333187,2360263,2378774,2376441,2398739,2429090,2494313,2455393,2448724,2519020,2456930,2514337,2524327,2547328,2552638,2575709,2597569,2631061,2631196,2632855,2648632,2676035,2706756,2718597,2748726,2752830,2779503,2798562,2817177,2835818,2852075,2880063,2899374,2930613,2955049,2934600,2952436,2988065,2990126,3008492,3027935,3060588,3060158,3069952,3076511,3093495,3165861,3147502,3171223,3184987,3191435,3214101,3232198,3240613,3250469,3249396,3249865,3240143,3222479,3264246,3303273,3299166,3306793,3323143,3348439,3356201,3371546,3369826,3389513,3419057,3475770,3499719,3503183,3514150,3544325,3564584,3586493,3605796,3629679,3659782,3666767,3707622,3726495,3715728,3717446,3764714,3792769,3805962,3834467,3842206,3867622,3886699,3911991,3920965,3934196,3979082,3999311,4022149,4017752,4041772,4063368,4094665,4110463,4147147,4165053,4175368
"108","26","  Energy goods and services \5\","DNRGRC0",96110,94198,90934,93049,92041,94067,96292,96765,97404,99356,96631,100363,99496,102466,102089,101939,104141,102316,102399,103534,104129,105706,107020,109236,111712,118857,114373,119252,120336,124133,126323,133792,137446,140181,139541,142325,144393,153351,163352,158081,155802,159432,159413,159795,158711,160931,160840,166721,171150,168287,175045,172314,177527,184700,178380,176025,178629,180512,178080,184423,186583,183915,182295,179510,173963,180696,181326,179902,180767,182263,185967,176980,178514,174163,182574,184993,183942,187124,190367,195864,190703,189781,187334,202814,195081,178468,196392,196417,195970,194517,190921,191909,194477,192323,199515,191098,202685,202657,194343,195675,198320,198156,198768,198996,199244,196138,197133,212368,198463,195889,185979,173906,175947,181409,177697,167880,172657,170052,172650,170307,172723,178832,181926,182842,187926,187973,189256,189441,186344,192397,186653,187919,194843,188580,190526,189708,190485,196180,197313,199653,191697,200519,195344,194072,187952,211481,203396,211454,214085,210359,208262,209168,207068,209738,209696,229057,203007,214587,212333,214044,212508,213407,213741,229521,236399,243547,239854,242678,236963,221239,220766,221830,234243,227011,227683,223367,226474,221596,228656,222909,220896,214489,230772,231865,229572,228827,232359,227994,239354,234920,244988,240391,227491,248288,245151,238167,235280,241218,239412,245092,245993,247632,241570,247964,249350,248792,240001,239789,242780,253947,246026,252319,246772,247768,242148,246877
"109","27","  Market-based PCE \6\","DPCMRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2649099,2712547,2724786,2746745,2755969,2781288,2801663,2835475,2831636,2837634,2845787,2876224,2907628,2912626,2952823,2953318,2980654,3004138,3021368,3045147,3049241,3086745,3102992,3130224,3148846,3154036,3164221,3203403,3213521,3226613,3245275,3280146,3280506,3291609,3302168,3340663,3382961,3379719,3405490,3418655,3423000,3448541,3465074,3489095,3509018,3510304,3512106,3502131,3479560,3498647,3544244,3539418,3566510,3571178,3594055,3593951,3609128,3601401,3627099,3639838,3701458,3710956,3723370,3737713,3758173,3773767,3798165,3813999,3843081,3870823,3882531,3913486,3913399,3929246,3921021,3956036,3981693,3994139,4018753,4025253,4052858,4072623,4083578,4103417,4107969,4151783,4169878,4188515,4185289,4226231,4234562,4272315,4283053,4314739,4328123,4342136
"110","28","  Market-based PCE excluding food and energy \6\","DPCXRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2156953,2211172,2221495,2240739,2245491,2269289,2289266,2320281,2320652,2320123,2334261,2362064,2384428,2393434,2424497,2426511,2449925,2467858,2479999,2497390,2510651,2537136,2556055,2585208,2604694,2585462,2602883,2633502,2636809,2653376,2672165,2704593,2703182,2712258,2719614,2734159,2802323,2783125,2805854,2817609,2822556,2842012,2859438,2865333,2873365,2873207,2874180,2865038,2845077,2880154,2918384,2915280,2923892,2937796,2960749,2965359,2980121,2978982,2996566,3021780,3075932,3094486,3092805,3103430,3127012,3143938,3162215,3181060,3199423,3227632,3230399,3266096,3280724,3271211,3267599,3308943,3333757,3341889,3366060,3368099,3390525,3407889,3422671,3434245,3437866,3479100,3504264,3520484,3514379,3539750,3557649,3584464,3598498,3629088,3647629,3655671
"111",NA,"Personal consumption expenditures by major function (From NIPA table 2.5.5):"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","29","      Personal consumption expenditures","DPCERC0",1217387,1233651,1240671,1249733,1259634,1266260,1283215,1288494,1297423,1314335,1330036,1339260,1333023,1358857,1381387,1400235,1415872,1429772,1430807,1450981,1456935,1471001,1484675,1500520,1506302,1521645,1534997,1542315,1562714,1579622,1590142,1619676,1638130,1645995,1661710,1670683,1701575,1705593,1712392,1699454,1704287,1723016,1751175,1767713,1784144,1820425,1830169,1855465,1874695,1889352,1908095,1909142,1918174,1938457,1945702,1969789,1968248,1966195,1972376,1989863,1997404,2021361,2024424,2027160,2045914,2050202,2075080,2083687,2108923,2130661,2154696,2167424,2180069,2183055,2208558,2231761,2250959,2280811,2308981,2324830,2339113,2361764,2370437,2397892,2423754,2408115,2436387,2462604,2479823,2501241,2500474,2518366,2540287,2538202,2578608,2590004,2626312,2648603,2656764,2668399,2705891,2699307,2725937,2762684,2805607,2767148,2782700,2822778,2838297,2831221,2834676,2846499,2869049,2873548,2893429,2911132,2984643,2945912,2941694,3010779,2949877,3016492,3028384,3054091,3063864,3088447,3110698,3146982,3142902,3151080,3160872,3190913,3230681,3238518,3277782,3280371,3310969,3335579,3359283,3384311,3391398,3430406,3447040,3476349,3499903,3503868,3514460,3558648,3567516,3582402,3601714,3636805,3638141,3649956,3659716,3700650,3747190,3744775,3771526,3786691,3792528,3821269,3838466,3864998,3886740,3887105,3888399,3877840,3857568,3883346,3929743,3923916,3950021,3957136,3982356,3985402,4001160,3992850,4020647,4037713,4101890,4116778,4134335,4149016,4176066,4194989,4223015,4239305,4273904,4303537,4319460,4355570,4359727,4374318,4371420,4412355,4441252,4458757,4487702,4499900,4530492,4551969,4573430,4590667,4604824,4652289,4665446,4690699,4689177,4728766,4740791,4783023,4795523,4833299,4846046,4862329
"113","30","Household consumption expenditures \7\","DPHCRC0",1197242,1213690,1220846,1229885,1239937,1245991,1262777,1267687,1276395,1292603,1308129,1317293,1310778,1336781,1359206,1377767,1393342,1406707,1407526,1427829,1433541,1447092,1460869,1476406,1481217,1496304,1509423,1516523,1536913,1553451,1564214,1593792,1612229,1619298,1634482,1642647,1673401,1677314,1683874,1670572,1674908,1692835,1720863,1737177,1753500,1789042,1798211,1823314,1842635,1856607,1875374,1876179,1884839,1904263,1911505,1935164,1933531,1930634,1936158,1953512,1960716,1984431,1987541,1990029,2008685,2012320,2036831,2045254,2070209,2091523,2115697,2128135,2140167,2143503,2169383,2191981,2211042,2240264,2268194,2283929,2297714,2319736,2328018,2355229,2380589,2365084,2393181,2417877,2434897,2456220,2454748,2472792,2493605,2491359,2531106,2541798,2579499,2601650,2610035,2621498,2658407,2651342,2678091,2714150,2757178,2718433,2733671,2773286,2788115,2780391,2783339,2794198,2816065,2820596,2840586,2857937,2930932,2892545,2887369,2957487,2895806,2961875,2974107,2999883,3009039,3033242,3054821,3090460,3086046,3094514,3103134,3133301,3170956,3177769,3217231,3218950,3248153,3272673,3295288,3320143,3326059,3364152,3381239,3410552,3433729,3438759,3448726,3491063,3500393,3514720,3532726,3568125,3568749,3579679,3589988,3630675,3676957,3673354,3698906,3712981,3717933,3745529,3761437,3786871,3807522,3807977,3808977,3798760,3779042,3804817,3851010,3844864,3870587,3877164,3902096,3904748,3920235,3911706,3938759,3955307,4018672,4032014,4048772,4062387,4089090,4107359,4134566,4149493,4183548,4212743,4228763,4265245,4270485,4285735,4282752,4323429,4352045,4369271,4397754,4409334,4439559,4460642,4481784,4498417,4511770,4558530,4570900,4595434,4592867,4631317,4642225,4683507,4695230,4732193,4744260,4760834
