"","Table 2#3#5U# Personal Consumption Expenditures by Major Type of","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Line",NA,NA,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994
"80",NA,NA,NA,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12
"81",NA,"Personal consumption expenditures by major type of product (From NIPA table 2.3.5):"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","1","      Personal consumption expenditures (PCE)","DPCERC0",1218472,1234745,1241774,1250848,1260758,1267392,1284359,1289653,1298599,1315527,1331257,1340515,1334310,1360173,1382740,1401616,1417286,1431219,1432277,1452473,1458453,1472550,1486239,1502104,1507894,1523244,1536607,1543947,1564367,1581286,1591820,1621370,1639841,1647720,1663444,1672433,1703150,1707019,1713696,1700651,1705398,1724077,1752198,1768742,1785216,1821556,1831396,1856822,1876232,1891048,1909925,1911085,1920213,1940558,1947866,1971973,1970437,1968341,1974467,1991865,1999278,2023133,2026102,2028782,2047510,2051740,2076585,2085210,2110306,2132096,2156194,2168991,2181766,2184704,2210250,2233525,2252827,2282774,2311150,2327114,2341331,2364139,2372890,2400458,2426428,2410832,2439182,2465463,2482728,2504195,2503532,2521423,2543310,2541244,2581631,2593038,2627311,2647996,2655013,2666231,2702348,2693681,2717790,2753324,2796436,2759393,2775836,2815969,2830535,2823512,2827662,2840982,2865144,2871416,2893078,2912186,2986643,2948575,2945383,3015779,2956508,3023451,3034292,3057741,3066592,3091291,3114733,3151869,3148186,3156504,3166287,3196067,3235392,3242980,3282137,3284807,3315141,3339120,3361824,3386262,3393091,3432390,3449107,3478448,3501880,3505579,3515713,3559455,3567839,3582677,3602295,3637883,3640061,3653002,3663294,3704223,3750379,3748543,3777228,3796279,3804729,3834549,3850907,3876805,3897916,3897486,3899498,3891084,3875028,3903389,3950811,3944029,3969583,3976264,4001153,4004292,4020645,4013497,4042239,4059990,4124724,4139454,4156281,4169347,4195930,4215270,4244905,4261818,4296231,4324812,4339577,4374354,4376985,4390605,4387143,4428028,4456109,4472203,4499138,4509966,4539727,4560839,4582347,4599984,4614936,4662158,4674101,4697230,4695520,4736781,4752741,4796939,4809262,4844558,4855369,4870064
"83","2","Goods","DGDSRC0",572316,581809,587069,590902,593199,594678,601547,603177,606981,615904,627269,629756,615444,629740,642540,652308,662687,668002,665980,676152,674949,682193,691779,701024,699483,708312,715809,711768,723765,730968,737328,755566,766941,762051,770064,773195,793785,793143,789076,777519,774952,781022,797015,803337,805234,824312,825447,832681,849682,861633,868958,863176,860328,867849,871720,890157,881279,870680,870638,876320,878257,892706,887914,882359,895408,886076,900319,895597,909561,910585,923048,929655,923367,919707,934658,947027,961565,979304,989705,989369,993320,1007469,1012388,1027519,1047339,1030217,1036129,1052598,1061331,1077001,1061707,1061597,1076621,1071786,1095119,1092960,1102522,1110608,1118045,1119710,1138213,1120109,1131554,1151478,1187775,1145205,1156020,1170066,1185808,1166034,1160789,1165398,1182809,1176019,1187497,1202844,1259906,1213207,1195202,1252009,1182623,1232752,1232263,1246606,1246370,1261171,1269696,1291372,1282524,1267227,1273586,1289378,1302472,1301340,1322667,1316911,1329043,1334334,1337030,1341772,1344697,1361730,1369811,1385908,1398761,1381753,1386415,1420999,1417817,1424462,1429987,1453728,1442062,1436891,1438704,1454074,1501718,1481661,1485322,1482177,1472724,1482881,1487404,1493482,1509143,1502454,1506188,1490465,1465662,1477844,1514016,1491650,1500287,1499103,1510538,1506149,1509497,1492584,1499959,1501920,1535562,1539879,1526104,1533312,1550356,1560953,1563463,1573180,1582781,1596604,1585588,1611430,1616634,1605619,1598690,1625424,1643649,1633433,1650457,1641929,1655111,1669024,1681375,1686816,1689568,1711062,1716375,1733097,1712820,1734527,1741363,1766968,1768343,1790736,1794237,1799548
"84","3","  Durable goods","DDURRC0",177810,184060,189923,188852,188579,190238,191717,194205,196055,197128,200813,204178,191238,198523,204743,213489,216969,218103,215252,221847,213121,220330,222327,224239,220543,223984,225307,222654,224355,219293,226043,231341,235411,228264,228981,229901,239583,232935,223647,212350,208522,214878,226688,223958,225442,236285,236703,235704,239899,247343,250898,241690,239765,241351,245207,260392,250176,237256,236954,236323,241002,249303,249012,244854,256797,246028,247762,248589,259970,254134,268086,270846,268310,266842,271571,281694,288823,298234,303363,301169,302552,313652,315864,328294,336814,328742,328760,336004,341679,346123,341511,339745,344967,343041,358422,360056,365512,364877,373632,365736,384336,369681,376334,390290,422727,379244,380844,391166,401416,389362,384098,404020,414173,403679,415927,434383,486811,434902,420002,468495,399744,426955,428793,437584,433996,445723,452400,468892,460332,443069,447359,459420,470251,468671,472395,467753,474662,477253,472352,470143,468671,477859,481776,498851,496183,481276,481895,500427,487630,491975,497396,518683,500834,493929,490096,491631,536412,505922,503848,505671,495280,494270,496322,489313,495076,486124,482735,473982,452701,466975,495396,474416,473542,477787,485355,479764,487889,474135,477336,480896,495581,501260,491699,490006,501940,511021,507248,511889,517140,522696,514089,532408,538135,524197,521225,542978,551989,548560,558589,551506,559819,568851,574189,578349,579642,593267,593563,606989,588862,600311,602087,612008,613836,629639,635145,630706
"85","4","    Motor vehicles and parts","DMOTRC0",75991,77766,81099,78157,78173,79858,78697,80109,80831,80602,82074,84196,76471,80323,84610,91184,92447,93697,90485,96047,87007,92742,92705,92355,91908,93140,92992,89177,89318,81864,89613,90982,94808,88178,88822,91297,98338,91417,85550,75621,71292,77168,86151,84039,82279,88298,86474,86538,91105,98425,100671,89889,89783,89810,91589,106664,98046,86730,87360,86121,93429,99728,98378,93254,104679,92816,93688,95986,106283,99262,111426,111238,105926,105406,106742,116467,120357,127823,129403,126622,125242,134051,132741,144566,147453,141147,141589,144201,148765,148736,148199,144352,145749,143663,156262,156183,163082,157959,167502,158243,175234,163522,169990,178953,207311,162816,163215,172957,180819,168027,159801,179415,186921,174565,182322,196924,244954,187730,173205,215545,155225,174242,179111,185101,181197,192649,195070,212180,205514,187204,189974,200706,208962,206010,202722,198495,203820,204640,198742,198053,193702,198149,201817,211450,211086,202851,204353,216902,201947,204180,211727,228880,209892,205256,196751,199429,240164,207778,207267,211177,202821,204654,204198,200129,204472,195984,192817,189963,167099,176429,201566,180654,178067,185609,192130,187295,195631,182819,188196,193483,197700,202486,195039,192394,204165,210291,203428,206257,209964,213320,205335,217206,216499,208907,207249,222617,224199,224124,228866,222550,226467,236055,238271,240782,245688,251140,244475,256903,236924,243184,244548,249744,248908,256923,262575,257108
"86","5","    Furnishings and durable household equipment","DFDHRC0",49426,51373,52586,52884,52308,52480,53921,53899,53891,54969,55860,56665,54243,55575,56147,58280,59318,59503,59330,59786,60432,60804,61679,62955,62016,62187,63427,63512,64357,65144,65847,67432,67325,67278,67353,67174,67748,68032,66558,65758,66219,65936,67190,67082,67778,70034,71390,70397,71005,71655,71693,71728,71298,72389,72010,72000,71987,70650,70632,70484,69085,70640,70553,71220,71258,71375,72373,71474,71928,73014,73397,75411,75677,75236,77337,76722,77962,78905,80565,81131,82009,83293,84225,84181,86987,85158,85261,87648,88189,90471,88015,88876,91285,90654,91760,91686,90797,92641,92488,93217,93891,93197,93617,95650,96131,97567,97909,98333,99766,99827,100776,100878,102398,102537,104367,105522,105855,106483,105985,107056,106175,109269,108166,108778,109028,108869,110528,110681,110799,110567,110817,110759,111488,111490,113882,114043,114333,115246,115432,114408,115883,117339,118390,119921,122580,119017,118722,120977,121141,121703,121276,122214,121884,121632,123377,122139,124736,124699,124257,121927,121509,120297,120067,119398,119965,119004,118162,117263,116711,118511,119965,120350,120609,118677,119436,118999,118402,118282,117685,117786,121693,122474,121773,122105,122748,124051,124312,125346,125724,126357,126636,128238,129926,128418,126650,129855,131429,131179,132752,131992,132955,133180,133913,134153,131766,135564,138261,138155,138907,140723,140791,142983,143670,144958,144751,145604
"87","6","    Recreational goods and vehicles","DREQRC0",34619,36202,36745,37582,37531,36802,37606,38339,39182,38594,39502,40056,38572,40216,41351,41028,42024,41594,41942,42041,41103,42899,43393,44250,43154,45161,45100,45879,45804,47291,45325,47007,46961,46508,46457,45369,45894,46242,44482,44447,44409,45060,46149,45668,47784,49195,49452,49103,48605,47603,49386,50360,49170,49397,51239,51791,50464,50410,49799,50318,49519,49507,50752,50235,51276,51847,51734,51161,51708,51527,52700,53472,54732,54493,55384,55791,57632,58189,59379,59290,60412,61107,63142,64309,65800,66073,65574,66537,66812,68042,66815,68281,68771,69688,69985,71742,71950,73841,73206,73840,73964,72234,71398,73140,76579,75802,76368,76576,76828,77582,78812,78724,79341,80808,82851,84185,87780,87622,88566,93094,88201,91112,90004,91740,91767,91556,94096,93497,91427,91779,92742,93704,94540,95750,98522,98270,99577,99963,100227,100134,100229,103044,101862,106400,102128,100120,100060,102260,103561,105103,103191,106050,106448,105073,106565,106307,107039,106880,106191,107114,105879,104253,105637,104243,105790,105717,105996,101957,104232,106565,107680,107247,108345,108564,108927,108736,109865,108963,107358,106102,110084,109968,108325,109104,108253,109336,111305,111101,111629,113093,112395,117346,120444,117045,118241,120335,125472,120854,123315,123955,127003,126445,128753,129818,128096,131441,135829,136536,138175,140607,140294,141970,143753,148935,149366,149077
"88","7","    Other durable goods","DODGRC0",17775,18718,19493,20229,20568,21098,21493,21858,22151,22963,23378,23261,21953,22408,22636,22998,23181,23309,23495,23973,24579,23885,24549,24679,23464,23496,23789,24086,24876,24994,25259,25920,26317,26299,26349,26061,27603,27244,27057,26524,26603,26715,27198,27169,27601,28757,29386,29665,29184,29661,29149,29712,29515,29756,30369,29937,29680,29467,29163,29399,28970,29428,29328,30146,29583,29989,29966,29968,30051,30332,30564,30724,31975,31707,32109,32714,32871,33317,34016,34126,34890,35202,35756,35238,36574,36363,36336,37619,37913,38874,38482,38236,39162,39036,40415,40445,39683,40436,40436,40436,41247,40727,41330,42547,42706,43060,43352,43300,44003,43927,44710,45003,45514,45768,46388,47752,48222,53067,52246,52800,50143,52333,51512,51965,52004,52648,52706,52535,52592,53519,53825,54250,55261,55420,57269,56945,56931,57404,57951,57548,58857,59327,59706,61080,60390,59288,58760,60288,60981,60989,61202,61539,62610,61968,63404,63756,64472,66565,66132,65454,65072,65066,66419,65543,64849,65418,65760,64799,64659,65470,66185,66164,66521,64937,64862,64734,63991,64072,64096,63526,66105,66333,66562,66403,66775,67344,68203,69185,69822,69926,69722,69618,71266,69828,69085,70171,70889,72403,73657,73009,73394,73170,73252,73596,74093,75122,74998,75394,74856,75797,76454,77312,77505,78823,78453,78918
"89","8","  Nondurable goods","DNDGRC0",394506,397749,397146,402050,404620,404440,409831,408972,410926,418776,426457,425578,424206,431217,437797,438819,445718,449899,450728,454305,461828,461863,469453,476785,478941,484329,490502,489114,499411,511675,511285,524225,531530,533787,541083,543293,554202,560208,565429,565169,566429,566144,570327,579379,579792,588027,588744,596977,609783,614290,618060,621485,620563,626498,626512,629765,631103,633424,633684,639998,637255,643403,638902,637504,638611,640048,652557,647009,649591,656450,654961,658809,655056,652865,663087,665333,672743,681070,686342,688200,690768,693817,696524,699224,710525,701476,707370,716594,719652,730877,720196,721852,731653,728744,736696,732903,737010,745731,744413,753974,753878,750428,755220,761188,765047,765961,775175,778899,784392,776671,776691,761378,768636,772341,771570,768461,773095,778306,775201,783514,782879,805797,803470,809022,812374,815448,817295,822481,822192,824159,826227,829959,832221,832669,850272,849158,854381,857081,864678,871629,876026,883871,888035,887056,902578,900478,904520,920572,930187,932487,932591,935045,941227,942962,948608,962443,965306,975739,981473,976505,977443,988611,991082,1004169,1014067,1016331,1023452,1016483,1012961,1010869,1018620,1017234,1026746,1021315,1025183,1026385,1021608,1018449,1022624,1021024,1039980,1038618,1034405,1043306,1048416,1049932,1056215,1061291,1065641,1073908,1071499,1079021,1078499,1081422,1077465,1082446,1091661,1084873,1091868,1090423,1095292,1100173,1107186,1108467,1109926,1117796,1122812,1126108,1123958,1134216,1139276,1154960,1154507,1161097,1159092,1168841
"90","9","    Food and beverages purchased for off-premises consumption","DFXARC0",175566,175152,174395,176172,180079,180412,181177,179819,179849,182700,187551,184374,185402,189062,191436,191324,193491,196558,196121,197904,201410,200348,203916,206372,209797,210433,212534,210292,214702,222108,216570,220031,223628,223485,228341,228516,231537,232338,234509,234847,236591,236452,238008,242887,242961,245261,246448,248165,250458,250696,250669,253278,254003,254670,255896,258010,256190,259347,258739,262103,261315,263371,262086,264867,266393,266360,269573,267305,268879,272385,269430,273723,268209,271435,273102,274893,274884,277388,279677,279213,280469,280482,282427,282256,284207,284599,287517,289018,289546,293274,291955,293130,295463,293937,296054,294522,297383,298247,297837,301141,300363,300116,300957,302888,307473,306034,309987,313011,314534,313505,315510,312330,314328,315699,316993,314162,317673,320468,320321,321452,320224,323323,322131,323921,323300,324766,323873,326479,325361,325827,325587,326959,329083,331341,338530,337834,340981,340837,344793,348840,347627,349824,352322,351664,356902,357786,358628,359130,363305,363551,365517,367050,370915,370266,373509,378098,378323,382686,387970,387660,388585,393762,392527,394865,399873,394162,398679,395018,398126,397861,405704,402920,408986,406983,406233,405834,403140,401428,402479,395746,405225,402571,400380,403001,402169,401578,404164,405515,404871,408835,407705,407558,405741,410302,408823,409474,413203,411576,413823,412602,416877,417638,419869,421738,421278,424414,426134,428760,428646,433047,431396,436039,438287,438384,438845,440084
"91","10","    Clothing and footwear","DCLORC0",74056,76683,76347,77557,77205,77407,79781,79718,80042,83095,84792,84977,83012,84671,86443,87956,89087,90181,89168,90149,92174,91627,92740,94602,92738,91788,95001,93767,95032,95208,97030,98997,98299,98957,100239,99395,101359,100295,99002,99744,100709,101315,102361,105015,104420,107322,106837,107647,109772,111495,111496,112818,110938,113602,114178,114725,115278,114796,114007,115027,114259,117851,116087,115096,115644,113878,118234,116748,116555,117856,117986,120748,120108,119851,121536,123228,125137,127534,127336,127931,128449,130424,132776,133037,136301,134647,132193,135460,137494,141633,136318,136263,139277,138642,141702,141534,140862,144223,144125,145660,146735,144585,146307,148443,149266,149221,152388,150328,152375,152843,155083,155993,157544,157401,157348,160065,159214,159903,157762,160869,159002,167359,166188,165841,166221,168000,169188,169757,169427,169531,169584,172631,172389,170756,175097,173345,175931,175801,178085,178373,181428,185630,185368,186366,191133,183352,184120,189743,188978,190025,189936,191066,193445,193396,194541,195026,195005,194658,197347,193804,195477,197766,197596,195124,195064,193804,193822,193468,192682,196968,199029,202047,200303,198531,201894,203170,198939,198100,199593,197920,204232,208585,204446,206699,208847,211077,210522,213985,215851,216180,215821,218556,220839,214002,211461,216428,218756,218570,220064,219533,220959,222026,223422,222577,221578,224352,228713,226759,223617,225978,226458,229238,227345,231657,231584,231937
"92","11","    Gasoline and other energy goods","DGOERC0",57834,56236,55617,57681,57352,56936,57662,57658,58379,58856,59055,60536,59985,59904,60723,60264,61813,59709,61272,61070,61156,62693,64038,64808,65831,70369,70197,72415,74887,77928,81461,86813,90045,91162,89966,93579,96717,101113,107115,104827,102182,101636,101316,100864,100743,101239,100368,104652,111464,112590,116286,114523,113528,115168,112045,111885,113867,112699,113444,113815,113689,112122,110082,106221,104907,107118,109793,108356,107888,107686,108991,103347,105940,98941,104011,101917,105953,108057,108931,110126,108788,109305,106242,109262,111154,103966,109002,110005,109144,109604,106888,105815,108273,108582,109272,106704,106573,109062,108787,112106,111614,110808,111640,111892,109615,109891,110363,114029,113698,106251,99868,87920,89553,91124,87319,83319,83776,83428,82919,85121,87130,93316,94514,94893,97761,96034,96928,97668,99180,99153,100671,99176,99689,97310,98259,99681,98559,100613,100041,101207,101370,101003,101020,99451,99665,104743,106099,114333,117596,116725,112703,110993,108323,110703,108594,114786,114499,118976,115773,114618,112696,114086,115941,128398,132021,141456,141921,140006,132867,123722,117597,117634,120703,120410,119828,119195,120302,119463,118650,123171,120816,117271,122232,122862,124918,124520,126837,125924,127785,127611,128674,130644,126126,130112,129698,127222,128386,123721,124009,126165,124993,127759,128587,125809,129009,128872,124233,124997,124143,125328,130103,134400,132198,132331,129936,135217
"93","12","    Other nondurable goods","DONGRC0",87051,89679,90788,90640,89984,89685,91210,91777,92656,94125,95058,95691,95807,97579,99194,99274,101328,103451,104167,105181,107087,107196,108758,111002,110575,111738,112770,112640,114790,116432,116224,118384,119557,120184,122537,121804,124589,126462,124802,125750,126948,126740,128642,130613,131667,134206,135090,136514,138089,139509,139609,140866,142093,143058,144393,145146,145769,146582,147494,149053,147993,150059,150647,151321,151667,152692,154957,154599,156269,158523,158554,160992,160799,162638,164438,165295,166770,168091,170399,170931,173061,173605,175080,174669,178863,178264,178658,182111,183468,186367,185035,186643,188640,187583,189669,190143,192192,194199,193665,195066,195166,194920,196316,197964,198693,200815,202437,201531,203786,204073,206230,205136,207211,208117,209910,210915,212433,214508,214199,216072,216523,221799,220638,224367,225091,226649,227307,228576,228225,229647,230385,231193,231060,233261,238387,238297,238910,239829,241759,243209,245602,247415,249325,249575,254878,254596,255674,257366,260308,262186,264435,265936,268545,268597,271964,274532,277480,279419,280384,280425,280686,282997,285018,285782,287109,286909,289030,287990,289286,292318,296290,294633,296754,295390,297229,298186,299227,299458,301902,304187,309708,310191,307347,310744,312483,312756,314692,315866,317134,321283,319299,322264,325793,327006,327484,329322,331316,331005,333972,332124,332463,332751,335308,338343,338060,340158,343733,345593,347552,349864,351319,355283,356678,358724,358727,361604
"94","13","Services","DSERRC0",646156,652935,654705,659945,667558,672713,682812,686476,691618,699623,703988,710759,718866,730433,740199,749308,754599,763217,766297,776321,783504,790357,794460,801080,808411,814932,820798,832178,840601,850318,854491,865804,872900,885669,893379,899238,909365,913876,924620,923132,930447,943055,955183,965405,979982,997243,1005949,1024141,1026550,1029415,1040967,1047909,1059885,1072709,1076146,1081815,1089158,1097661,1103829,1115545,1121021,1130427,1138188,1146423,1152102,1165664,1176266,1189613,1200744,1221511,1233146,1239336,1258399,1264997,1275592,1286498,1291262,1303470,1321445,1337745,1348011,1356670,1360502,1372939,1379089,1380614,1403053,1412865,1421397,1427195,1441825,1459826,1466690,1469459,1486512,1500078,1524789,1537388,1536968,1546522,1564134,1573573,1586236,1601846,1608662,1614187,1619816,1645903,1644727,1657478,1666873,1675584,1682334,1695397,1705581,1709343,1726736,1735368,1750180,1763770,1773885,1790699,1802030,1811135,1820222,1830120,1845037,1860497,1865662,1889277,1892702,1906689,1932920,1941640,1959470,1967896,1986098,2004787,2024794,2044490,2048394,2070660,2079296,2092541,2103118,2123825,2129297,2138456,2150022,2158215,2172308,2184155,2197999,2216111,2224589,2250149,2248662,2266882,2291906,2314102,2332005,2351668,2363503,2383323,2388773,2395032,2393310,2400619,2409365,2425545,2436795,2452379,2469296,2477162,2490615,2498143,2511148,2520913,2542280,2558070,2589163,2599575,2630178,2636035,2645574,2654317,2681442,2688638,2713451,2728208,2753988,2762924,2760351,2784986,2788453,2802604,2812459,2838770,2848681,2868036,2884616,2891814,2900972,2913168,2925368,2951096,2957725,2964134,2982700,3002253,3011378,3029971,3040919,3053822,3061132,3070516
"95","14","  Household consumption expenditures (for services)","DHCERC0",624920,631875,633771,638976,646732,651306,661224,664504,669408,676692,680853,687530,695327,707034,716658,725452,730647,738698,741539,751670,758585,764892,769082,775375,781725,787983,793606,804747,813139,822475,826877,838218,845280,857238,864408,869443,879421,883813,894300,892440,899249,911032,923027,933004,947439,963942,972048,990022,992482,994626,1006176,1012853,1024432,1036387,1039791,1045024,1052259,1059928,1065438,1077027,1082189,1091362,1099183,1107161,1112712,1125638,1135874,1149004,1159995,1180298,1192040,1197917,1216298,1223360,1234357,1244655,1249251,1260810,1278416,1294569,1304487,1312447,1315903,1328078,1333716,1335419,1357682,1365974,1374311,1380003,1393856,1412022,1417810,1420383,1436762,1449565,1475713,1488162,1487997,1497342,1514365,1523214,1535920,1550808,1557717,1562866,1568129,1593640,1591918,1603843,1612735,1620499,1626598,1639630,1649924,1653352,1670326,1679291,1693106,1707744,1717111,1733340,1745035,1754227,1762650,1772134,1786305,1801059,1805937,1829793,1831949,1846029,1870080,1877695,1895659,1903123,1919847,1938395,1957267,1976725,1979467,2000719,2009813,2023056,2033295,2055076,2059914,2067052,2079229,2086870,2099627,2111809,2124918,2142135,2151213,2176522,2174637,2191710,2215562,2236666,2253692,2272203,2282731,2301448,2305792,2312151,2310110,2317722,2326965,2343093,2354109,2369327,2385832,2393084,2406211,2413291,2425997,2435486,2456063,2471301,2501572,2510423,2540199,2544991,2554199,2562289,2588589,2594406,2618682,2633000,2658864,2668156,2666601,2691825,2695176,2709069,2718664,2744720,2754182,2772942,2789161,2795964,2804784,2816365,2827760,2852788,2858636,2864309,2881823,2900248,2908226,2925843,2935968,2948043,2954635,2964297
"96","15","    Housing and utilities","DHUTRC0",209463,211156,209868,211481,212182,216179,219157,221242,223016,226159,224930,228838,231259,235833,236307,238606,241310,243845,243667,246752,249776,251818,254222,257950,260823,264705,261661,265924,267903,270588,271598,276358,280009,285256,287314,288698,289729,296389,302208,300808,304197,311954,314109,317372,319330,324754,328389,332576,332778,331670,337064,338744,348232,356609,355262,357137,360578,366451,365203,373703,377798,377121,379461,380715,379301,384980,386536,388338,391764,396855,400955,399789,401702,405296,409730,417202,413298,416537,422044,429307,428366,429699,432879,447875,440779,433487,449570,452008,454864,455575,459338,464412,468002,468787,477531,474879,488856,490076,484003,485214,493738,497123,500820,504778,510010,509917,514646,528834,517443,523850,523941,528231,530398,536361,539743,536974,544955,545804,551736,548774,551887,554875,559217,562455,567546,571100,574221,579039,577981,588973,584170,590242,599981,598489,601573,601513,606467,613026,617938,623190,618996,631046,629352,631860,628285,649210,642779,645403,648302,648030,653180,659118,662806,667291,672968,689844,667225,675888,682578,688495,691439,696615,698931,706847,712382,711718,708523,715629,719817,715901,723431,727398,739309,734973,739262,738028,743824,742854,754353,747327,750434,749609,765348,767486,765410,767926,772027,770593,780772,781265,793682,789694,784507,803561,802969,802160,800667,814652,815143,822579,827945,830407,827581,841849,845197,851273,852033,854194,862142,875495,866232,873927,875187,879604,880194,882106
