"","Table 2#4#6U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210"
"123","115","      Fuel oil and other fuels (29)","DFULRX0",32316,32841,36712,34751,35905,34858,34301,32894,32657,32278,30970,31181,30898,28139,26644,29426,30474,30867,29956,30184,28587,27942,28290,31318,30460,30424,29676,30552,29030,28358,28383,29314,29109,28940,28391,27920,28634,28701,29088,30272,30854,30150,30391,30580,30220,30495,31761,31336,29863,29473,25969,28467,28949,29759,31037,31806,32052,33548,31393,33471,31877,32043,26999,30301,28982,29048,30047,30092,28016,27580,27177,26646,28394,27604,26676,26363,25869,26220,24223,24897,23288,21877,22866,24294,19736,22618,23261,23071,23963,24539,24466,24373,24145,25730,25148,21591,23168,28574,23001,25942,23345,22743,23071,23613,24017,23070,23011,22081,21573,21642,21146,21307,20354,18788,19139,19571,20808,22414,23541,23000,25013,24686,25701,24941,24192,24458,23868,23212,22837,24067,23603,24677,23488,23792,21751,21035,22071,22628,22385,22263,22458,21589,21950,22897,22581,20781,19588,18778,18767,19174,18965,19859,19671,20409,19108,17454,16047,15562,15044,16604,17520,18847,19690,19031,18692,18207,18396,16446,17364,17336,18420,18655,18173,17682,17914,17515,17741,18681,20231,21241,21448,20217,21244,19311,19016,17997,17914,17890,17613,17868,19510,18785,20400,22625,19695,19594,18933,19141,19338,20476,19807,20132,18841,19089,21185,20467,19332
"124","116","        Fuel oil","DOILRX0",29285,29523,32530,31159,31982,30881,30358,29655,28641,28369,27147,27005,26435,22967,22720,25313,26784,27517,26957,27215,25490,24806,25188,27798,27347,27495,26711,27254,25544,24903,24765,25768,25856,25823,25389,25304,26054,26073,26340,27319,27664,26844,27054,26586,26274,27173,28409,28076,26723,26192,23021,25456,25833,26593,27860,28193,28427,29700,27426,29544,28603,28819,23705,26906,25415,25734,26184,25917,24928,24551,23695,23431,24168,22431,22669,21603,22559,23245,21711,22378,20896,19552,20428,21778,17510,20077,20511,20344,20960,21203,21187,21148,20768,22292,22101,18667,20188,25591,20496,23064,20748,20071,20251,20349,20954,20234,19989,19250,18637,18890,18280,18274,16968,15522,15856,16429,17792,19111,20545,20064,22307,22165,23169,22170,21674,22116,21521,20779,20284,21496,20647,21293,20763,20965,18969,18435,19517,20066,19935,19706,19815,18969,19200,20136,19562,17901,16813,16225,16180,16629,16625,17421,17245,17853,16601,15054,13912,13227,12678,14239,15068,16246,16969,16309,15861,15546,15708,13872,14690,14557,15656,16224,15509,15052,15206,14897,15203,16179,17605,18645,18900,18000,18647,16923,16435,15580,15627,15506,15385,15516,16885,16539,18040,19969,17144,16925,16194,16460,16525,17177,16750,17092,15476,15650,17967,17841,16744
"125","117","        Other fuels","DLPFRX0",3182,3417,4182,3675,3970,3994,3959,3341,4019,3924,3834,4160,4429,5217,3898,4100,3696,3365,3013,2984,3121,3170,3134,3559,3156,2990,3012,3323,3482,3450,3605,3546,3269,3142,3033,2691,2675,2717,2826,3020,3236,3328,3358,3948,3904,3344,3386,3297,3171,3310,2977,3047,3149,3205,3234,3624,3640,3857,3927,3918,3305,3262,3280,3403,3560,3323,3863,4166,3098,3028,3500,3243,4296,5305,4064,4895,3345,2982,2485,2472,2349,2299,2410,2478,2211,2520,2738,2710,3006,3377,3313,3249,3423,3466,3047,2945,2992,2943,2480,2852,2572,2659,2819,3303,3068,2821,3036,2828,2970,2737,2889,3088,3622,3541,3529,3296,3072,3379,3012,2942,2718,2533,2548,2763,2514,2335,2329,2415,2541,2549,2967,3422,2726,2834,2804,2617,2558,2563,2445,2561,2651,2637,2776,2766,3085,2971,2886,2625,2675,2604,2347,2442,2435,2575,2557,2478,2180,2473,2545,2469,2549,2692,2813,2843,3017,2799,2827,2782,2865,3030,2937,2450,2802,2777,2868,2762,2645,2561,2664,2588,2520,2150,2592,2391,2660,2483,2318,2441,2253,2395,2681,2261,2368,2667,2593,2720,2795,2730,2868,3359,3121,3111,3393,3464,3318,2804,2727
"126","118","    Other nondurable goods","DONGRX0",594093,596328,597630,597452,601429,598809,591261,604036,610499,613044,625452,639873,613608,615018,627946,632404,635468,634291,635190,639615,647409,649057,647844,655557,646674,646579,646113,645568,657397,651607,658498,664319,653840,668292,666753,666922,675509,673011,672800,670988,667641,676614,675272,671046,677588,679235,685603,683666,690775,693485,697074,696514,693791,711726,710440,719476,718508,720984,732712,729088,730362,719459,735391,736368,739240,737356,743369,745622,749405,749399,748838,752321,754587,760514,753673,763449,760160,764443,762973,768464,768903,775147,776795,781812,790582,794386,796460,798604,799599,798936,800804,804268,803080,811147,816549,825695,819718,816980,825640,821772,825350,828181,829666,829666,823261,825389,832269,823923,826860,821716,822614,829011,835736,835141,840617,833882,828402,825433,822032,818363,818333,822473,816108,814545,808358,805300,810499,811044,814251,815564,813925,819630,818594,819480,825010,826815,824483,833951,832855,836702,840306,844475,847972,845047,855495,852994,856841,860861,859389,868365,863514,868300,864591,870090,869398,868659,877929,880822,881447,881178,881308,873017,880400,876280,879108,877061,886366,893110,899894,898389,892930,893519,903990,901460,909273,904815,914048,915740,916754,924219,915679,922276,932019,936084,939487,946228,949009,957095,957011,959072,960225,965657,962442,960278,969446,971035,977732,987129,994870,1000427,999537,1005173,1004573,1003097,1000664,1004529,1007016
"127","119","      Pharmaceutical and other medical products (40 and 41)","DPHMRX0",186296,187037,186999,189009,191117,189294,181832,191678,193875,196699,206641,210350,192726,189981,201532,209510,211413,209649,211784,215671,217896,220034,220080,228257,218902,220650,219972,217574,227837,225212,231215,236976,232400,242573,238327,236854,244569,241309,241852,239693,235447,244558,243682,238403,244722,243104,247975,246440,252240,253749,254556,254057,248293,262845,259538,263478,262331,263383,272193,267540,266423,257060,268278,270457,271508,269920,272344,273362,275505,276213,274869,274168,274527,279646,271301,276090,275757,275446,275054,276798,277911,278016,277067,282781,282178,284834,288722,292948,294237,295840,297035,298472,298528,301544,305240,309563,306939,307572,312110,311186,310770,312877,312436,311964,305913,307927,309970,306903,310481,311803,310290,312982,316315,312895,316586,316601,317035,317814,318280,318927,318739,320722,319375,321003,321120,319570,322332,321668,323584,323632,318814,319839,317439,317750,321028,320634,317656,325280,325617,323873,325620,325899,325942,322387,331560,327295,326965,325932,326291,330451,327498,329799,329776,330173,332508,334528,335867,336370,335797,336702,333712,331135,331986,330873,330135,330048,335182,337383,342978,341094,339322,343498,345634,347259,351500,353228,354971,356579,357578,363145,362280,362200,367390,368711,373091,374183,374918,378190,379088,380852,379358,384633,383517,380083,383163,385038,386681,390836,393497,394198,394960,400032,398732,399371,395659,397657,396381
"128","120","        Pharmaceutical products","DPNPRX0",184577,185295,185266,187257,189326,187504,180029,189881,192062,194864,204765,208320,190805,188016,199556,207553,209438,207621,209753,213647,215779,217932,217989,226142,216825,218540,217853,215430,225705,223118,229102,234852,230338,240516,236234,234527,242462,239131,239660,237445,233205,242318,241425,236133,242444,240798,245721,244155,249941,251429,252185,251668,245894,260374,256990,260912,259798,260796,269540,264848,263794,254354,265503,267661,268708,267088,269498,270457,272578,273316,271912,271178,271504,276625,268261,273038,272711,272395,271969,273655,274734,274756,273790,279482,278820,281458,285342,289577,290801,292412,293584,294997,294974,297991,301615,305921,303288,303844,308360,307372,306942,309001,308585,308047,301968,304034,306070,303085,306589,307962,306396,309070,312341,308916,312604,312663,313158,313968,314436,315169,314920,316952,315626,317233,317365,315789,318581,317920,319830,319865,315021,315974,313615,313829,317061,316596,313653,321205,321511,319701,321450,321720,321794,318230,327428,323103,322728,321728,322050,326237,323187,325403,325485,325865,328199,330224,331489,331922,331292,332191,329234,326723,327458,326357,325650,325594,330684,332829,338480,336528,334768,338951,341065,342719,346872,348614,350375,351941,352909,358405,357686,357473,362586,363954,368237,369303,370094,373303,374175,375953,374432,379753,378564,375110,378167,380111,381787,385835,388487,389163,389947,394985,393638,394275,390537,392491,391152
"129","121","          Prescription drugs","DRXDRX0",159659,160069,159885,162243,164270,162107,155186,165410,167291,170127,180319,181851,166327,163539,174275,182318,184210,182436,184369,187905,190195,191811,191778,199723,191060,193108,192637,190067,200293,197896,203470,209314,205099,213723,209772,209258,215340,211480,212142,209494,205367,214646,214052,208797,214946,213055,218115,216880,222007,223143,223746,222966,217023,231137,227359,230782,229599,230103,238559,233858,233304,223568,234287,236506,237332,235607,237557,238235,240290,240832,239025,237552,237460,242387,234196,238735,238359,237658,237122,238593,239277,238934,237945,243599,242814,245094,248798,253065,254201,255496,256662,257700,257212,260066,263502,267645,264657,265190,269270,268459,268102,269600,269126,268534,262205,264370,266258,263211,266384,267697,266293,268644,271247,267631,271093,271808,272454,273256,274125,275769,275003,277124,276436,277879,277927,276157,278677,278083,280226,279899,274930,275356,272946,272871,276145,275654,272886,279953,279949,277274,278956,278994,278757,274990,283622,279191,278911,278090,277903,281762,278520,280241,280443,280472,283064,285477,286041,285836,285553,286271,283458,281443,281755,280626,279959,279733,284630,286486,291690,289302,287657,292253,294205,295944,299693,301148,302684,304424,305113,309749,309649,308765,313283,314809,318781,319569,320492,323160,324512,325351,323736,329244,327623,324824,327379,329484,330957,334139,336832,337249,338021,342867,341290,341762,337756,339369,337709
"130","122","          Nonprescription drugs","DNRDRX0",24296,24548,24665,24446,24538,24748,24113,24106,24397,24443,24472,26154,24138,24067,24991,25153,25195,25116,25326,25705,25631,26112,26186,26542,25800,25568,25377,25445,25706,25492,25955,25992,25650,27153,26792,25744,27461,27855,27748,28088,27923,27916,27640,27525,27764,27957,27904,27588,28253,28586,28733,28958,29027,29560,29858,30356,30402,30857,31229,31177,30716,30865,31388,31357,31570,31650,32097,32365,32444,32630,32990,33679,34078,34293,34076,34332,34374,34738,34842,35057,35443,35796,35816,35877,35996,36355,36545,36528,36619,36933,36941,37313,37773,37939,38130,38302,38642,38665,39104,38930,38857,39409,39463,39513,39741,39651,39801,39859,40193,40254,40093,40419,41083,41266,41493,40847,40698,40706,40308,39410,39917,39829,39196,39358,39438,39630,39902,39835,39597,39959,40092,40625,40685,40981,40927,40955,40785,41253,41569,42488,42545,42791,43123,43377,43893,44058,43959,43777,44332,44638,44894,45413,45277,45666,45339,44874,45636,46349,45967,46155,46045,45528,45996,46048,46016,46212,46335,46624,47030,47563,47464,46919,47064,46938,47320,47612,47836,47604,47904,48780,48074,48862,49440,49221,49484,49788,49610,50171,49575,50658,50820,50424,50995,50293,50817,50550,50748,51697,51554,51858,51846,51908,52247,52433,52922,53287,53763
"131","123","        Other medical products","DOMPRX0",1765,1784,1777,1797,1832,1827,1820,1838,1855,1879,1934,2062,1938,1966,2001,2003,2021,2059,2066,2069,2149,2141,2132,2169,2119,2149,2155,2171,2181,2145,2171,2190,2130,2142,2165,2360,2186,2241,2254,2300,2288,2298,2312,2316,2332,2354,2315,2340,2360,2381,2427,2443,2444,2526,2591,2612,2581,2632,2700,2730,2671,2731,2807,2828,2833,2860,2875,2930,2952,2926,2980,3009,3040,3043,3052,3068,3062,3066,3098,3153,3187,3265,3281,3305,3361,3380,3385,3380,3442,3436,3458,3482,3559,3558,3630,3648,3655,3729,3753,3813,3826,3874,3849,3913,3938,3889,3896,3816,3890,3840,3891,3910,3971,3976,3980,3937,3877,3846,3843,3759,3819,3771,3751,3770,3755,3781,3750,3747,3753,3766,3793,3865,3824,3925,3971,4045,4010,4081,4114,4185,4182,4191,4158,4170,4135,4203,4252,4219,4259,4224,4334,4426,4310,4327,4326,4317,4398,4474,4538,4545,4511,4441,4570,4558,4524,4489,4531,4590,4521,4599,4588,4574,4596,4561,4653,4635,4611,4657,4690,4761,4597,4747,4826,4770,4874,4901,4834,4902,4929,4910,4944,4879,4967,4999,5019,4932,4888,5007,5011,5038,5009,5036,5098,5098,5141,5189,5272
"132","124","      Recreational items (parts of 80, 92, and 93)","DREIRX0",75234,75078,75417,75763,76470,76239,76396,78465,80430,80568,81983,84519,83184,83530,83361,82529,82635,83001,83565,84308,86442,85765,86452,86554,86222,86545,87199,87461,87511,87313,88226,87579,86655,87981,89870,89286,90360,91034,90462,91301,92443,93269,93351,93770,94368,95322,96384,95447,95236,95344,95882,96372,97195,98066,98941,100244,99745,100801,101518,101709,101978,100557,101573,101943,102030,102765,103632,104787,105902,105916,106354,108497,108768,109683,111338,113621,112561,113547,113712,114844,113995,116042,117795,117508,120973,120803,119223,120700,119766,119051,118614,120473,120998,122316,121206,123854,124632,123505,126613,125154,126782,127287,128476,127964,127597,127568,129881,128803,128895,127486,127233,128169,130176,129833,130894,129031,127533,125928,124170,123614,124008,124134,122371,123250,123004,122451,122265,122554,123213,124121,126457,128161,126967,127626,130298,131075,129959,131644,131407,133099,133411,135274,136209,136964,137758,137870,138935,139496,139395,140923,140546,140422,142118,143329,143046,140308,144787,145343,146014,147161,146277,145979,149107,150690,150845,150505,150106,152229,154353,155910,156103,154335,156257,154715,155898,154932,157138,158469,158949,160523,158447,161447,163796,166558,166060,170346,171689,173400,172431,172584,173436,173029,174697,172767,174649,174551,177023,179354,182634,182699,180271,178390,182167,181774,182819,183134,184919
"133","125","        Games, toys, and hobbies","DDOLRX0",19953,20369,20519,20448,20743,20787,20482,21218,22057,21870,22034,22590,22473,22772,23114,23542,23554,23532,23833,24078,24597,24181,24448,24560,24575,24810,25230,25068,24994,25179,25596,25655,25163,25820,27140,26870,26509,26706,26606,26977,27822,28181,28570,28807,29047,30072,30729,29976,29731,29381,29679,30386,30296,30758,31028,31694,31737,31873,32277,32498,32994,32604,32502,32503,32474,32675,33250,33662,34154,34580,34701,35509,35888,35940,36738,37447,37182,37624,37566,38118,37840,38236,38607,38712,40453,39877,39515,40666,40551,40293,40527,40915,40820,40766,40544,42031,42161,41976,42826,42938,43201,43902,44811,44746,45143,45235,46421,46290,46645,46056,46546,47215,48628,49121,49635,48828,48192,48095,48947,49396,49579,49334,48337,48792,49036,49170,49612,50374,50590,51587,52713,53836,53645,54275,54383,54280,54702,55471,56084,57070,57030,57727,59276,59387,59968,60704,61911,62880,61960,62634,62848,63241,63978,65095,65259,64439,66611,67503,67412,68617,68985,68698,69473,70391,70537,70734,70229,71386,72223,73484,73858,73034,73846,74578,75013,75120,76760,77149,77557,78140,77437,78702,80059,82323,82251,83179,83524,84018,84552,84776,86033,85791,86398,87779,88550,88526,90216,91402,92086,93588,93260,93710,94508,95509,96471,98257,99471
"134","126","        Pets and related products","DPRPRX0",31410,31505,31626,31584,32404,31825,31590,32613,33179,33948,34721,37060,34675,35193,35020,34637,34481,34716,34433,33948,35498,35202,35675,34828,34915,35792,35866,36212,36280,35921,36722,36325,36778,36485,36742,37391,37761,37892,37642,38013,37835,37951,37740,38007,38121,38347,38345,38185,38313,38713,39078,39588,40075,40651,40590,41183,40946,40997,41370,41481,41860,41351,41956,41528,41675,41598,42144,42714,42899,43194,43565,43793,43857,44315,44530,45075,44921,45308,45483,45685,45788,46487,46604,46872,47447,47371,47660,47195,46680,46586,46016,47485,48115,48239,48549,49705,49500,49172,49867,50054,51011,51152,51034,50721,49927,50451,50940,51112,50595,50440,49889,49978,50456,50843,49824,48969,48433,47682,47321,46932,47184,47108,46596,46696,46021,45828,45347,45615,45607,45853,46737,47208,47154,46778,48198,47901,47397,48253,47765,48410,48815,48978,49615,49251,49580,49332,49446,50033,50603,50960,50835,50330,50244,50848,50622,49452,51093,51083,51048,51197,50977,51075,52232,52404,52331,52302,51745,52538,53449,53273,53654,52915,53016,52495,53234,53046,53557,53932,53693,54091,54496,54530,55595,55854,55133,55631,56055,56474,55545,55799,56190,55701,56571,56177,55773,56204,57448,57885,59095,59173,59011,58976,60707,60287,60854,60300,60433
"135","127","        Flowers, seeds, and potted plants","DFLORX0",25368,24186,24222,24820,24409,24540,25638,25846,26146,26010,26776,26570,27448,26873,26114,24592,24780,25049,25423,26243,26535,26711,26519,26995,26785,26058,26026,26515,26546,26384,26041,25558,25052,25637,25573,24659,26187,26487,26263,26210,26292,26503,26209,26053,26104,25588,25750,25889,26033,26389,26283,25314,25905,25732,26285,26247,25848,26676,26658,26411,25703,25148,25869,26538,26620,27215,26881,27127,27480,26730,26704,27723,27483,27997,28496,29556,28958,29076,29217,29542,28995,29995,31306,30662,31472,32090,30768,31269,30974,30659,30446,30623,30699,32070,30923,30849,31713,31104,32721,30990,31535,31114,31386,31262,31179,30573,31101,30035,30198,29570,29256,29360,29348,28185,29632,29454,29201,28454,26161,25550,25497,26030,25793,26111,26367,25875,25764,25009,25445,25143,25428,25566,24642,25025,26139,27255,26280,26356,26054,26119,26050,26932,25845,26857,26753,26416,26247,25357,25520,25962,25560,25610,26682,26275,26142,25462,26134,25912,26667,26623,25662,25602,26704,27241,27334,26974,27577,27721,28012,28721,28256,27987,29045,27474,27481,26775,26988,27461,27885,28439,26810,28639,28675,29188,29544,32165,32717,33507,33190,32910,32369,32691,32831,30579,32098,31568,31276,32025,33165,32078,30328,28463,29411,28847,28494,28144,28698
"136","128","        Film and photographic supplies","DFLMRX0",2616,2632,2624,2649,2661,2639,2598,2633,2643,2666,2703,2915,2699,2670,2695,2720,2757,2772,2756,2771,2817,2830,2946,3059,2820,2813,2825,2667,2752,2668,2703,2661,2573,2639,2478,2612,2623,2659,2599,2680,2667,2716,2671,2702,2839,2681,2704,2793,2698,2669,2630,2648,2701,2671,2729,2722,2708,2794,2704,2743,2722,2716,2737,2811,2743,2726,2733,2682,2688,2633,2648,2622,2590,2592,2601,2554,2517,2530,2491,2468,2409,2433,2365,2361,2454,2444,2348,2340,2260,2236,2216,2194,2216,2165,2160,2146,2100,2068,1996,1949,1908,1895,1880,1834,1800,1808,1835,1807,1806,1813,1833,1854,1908,1862,1868,1840,1770,1735,1745,1731,1750,1661,1651,1655,1579,1568,1528,1542,1561,1540,1588,1578,1566,1600,1596,1648,1617,1605,1585,1602,1607,1713,1643,1616,1622,1647,1639,1617,1601,1655,1632,1626,1621,1588,1545,1530,1563,1557,1559,1513,1544,1473,1481,1488,1493,1412,1425,1482,1533,1443,1394,1440,1415,1496,1472,1408,1408,1457,1415,1439,1326,1250,1231,1239,1238,1257,1231,1197,1205,1199,1188,1184,1185,1168,1166,1184,1186,1195,1197,1213,1247,1253,1258,1249,1274,1277,1292
